id,audio_file,x_b,x_d,y_hat_b,y_hat_d,brightness_diff,depth_diff,p_drive_s_h,p_bias,p_output_db,p_hpf_freq,p_hpf_reso,p_hat_drive_s_h,p_hat_bias,p_hat_output_db,p_hat_hpf_freq,p_hat_hpf_reso
32,audio_32.wav,0.575997531414032,0.4477725923061371,0.6983609795570374,0.23694272339344025,0.12236344814300537,-0.21082986891269684,0.16409487,0.5412276,0.21688014,0.34017515,0.74590164,0.19568025,0.78074104,0.4753361,0.41282102,0.19543196
33,audio_33.wav,0.575997531414032,0.4477725923061371,0.6398612260818481,0.33257222175598145,0.06386369466781616,-0.11520037055015564,0.11100739,0.6270722,0.43452293,0.14813167,0.4309796,0.20466973,0.7382231,0.45479405,0.17018342,0.08273698
34,audio_34.wav,0.575997531414032,0.4477725923061371,0.7473747730255127,0.2181832641363144,0.1713772416114807,-0.2295893281698227,0.14647114,0.82420796,0.6406177,0.66189677,0.28158337,0.18305038,0.7760343,0.45269927,0.7042698,0.5573826
35,audio_35.wav,0.575997531414032,0.4477725923061371,0.7137942314147949,0.2320089489221573,0.13779670000076294,-0.2157636433839798,0.2667325,0.65285265,0.55203575,0.47693557,0.07500833,0.16762723,0.8008824,0.46252212,0.4932458,0.238894
36,audio_36.wav,0.575997531414032,0.4477725923061371,0.6640212535858154,0.3032824993133545,0.08802372217178345,-0.1444900929927826,0.806276,0.74906623,0.32767695,0.22280139,0.2664827,0.21357499,0.75313294,0.4655093,0.25351402,0.11268572
37,audio_37.wav,0.575997531414032,0.4477725923061371,0.6576353311538696,0.31261706352233887,0.08163779973983765,-0.13515552878379822,0.97309756,0.64149,0.34461337,0.20599908,0.4405476,0.20169547,0.7480964,0.45813626,0.22070104,0.10167234
38,audio_38.wav,0.575997531414032,0.4477725923061371,0.7364106774330139,0.19717009365558624,0.16041314601898193,-0.25060249865055084,0.15144676,0.49829978,0.14366186,0.91122127,0.09243643,0.17533514,0.7972107,0.46677813,0.60911506,0.34406808
39,audio_39.wav,0.575997531414032,0.4477725923061371,0.7044569253921509,0.23014764487743378,0.1284593939781189,-0.2176249474287033,0.26243424,0.89050174,0.27477866,0.40747803,0.98510385,0.20778164,0.77556014,0.48194614,0.4423704,0.22206128
40,audio_40.wav,0.575997531414032,0.4477725923061371,0.6512073874473572,0.3168187737464905,0.0752098560333252,-0.1309538185596466,0.9509625,0.3224951,0.8307711,0.2560848,0.7642056,0.21944757,0.73171866,0.46234813,0.20875372,0.103951246
41,audio_41.wav,0.575997531414032,0.4477725923061371,0.7400414347648621,0.19218602776527405,0.16404390335083008,-0.25558656454086304,0.66294384,0.83352774,0.27186757,0.53374916,0.7017601,0.18201223,0.7827798,0.46601984,0.6241982,0.41029045
42,audio_42.wav,0.575997531414032,0.4477725923061371,0.704390287399292,0.22967641055583954,0.12839275598526,-0.21809618175029755,0.70180994,0.34063685,0.7220294,0.37900925,0.9245746,0.21674342,0.7688026,0.48553818,0.43926212,0.2258133
43,audio_43.wav,0.575997531414032,0.4477725923061371,0.6885987520217896,0.23854579031467438,0.11260122060775757,-0.2092268019914627,0.6802115,0.47039247,0.22118807,0.31899452,0.84479976,0.25292793,0.7427355,0.48921326,0.36640954,0.19174874
44,audio_44.wav,0.575997531414032,0.4477725923061371,0.7469757795333862,0.22518907487392426,0.17097824811935425,-0.22258351743221283,0.7776618,0.18438041,0.4561321,0.75176615,0.5742922,0.18050271,0.7712128,0.44215682,0.7387612,0.63186586
45,audio_45.wav,0.575997531414032,0.4477725923061371,0.6629765033721924,0.2568197250366211,0.0869789719581604,-0.190952867269516,0.18668938,0.4619589,0.09758484,0.2284919,0.55918545,0.24962184,0.72996455,0.47610736,0.25685552,0.12690187
46,audio_46.wav,0.575997531414032,0.4477725923061371,0.6978764533996582,0.23537035286426544,0.12187892198562622,-0.21240223944187164,0.111362636,0.19097054,0.36214173,0.467422,0.14666355,0.18025047,0.7946246,0.46711776,0.4063229,0.17444152
47,audio_47.wav,0.575997531414032,0.4477725923061371,0.7480955719947815,0.22308367490768433,0.1720980405807495,-0.22468891739845276,0.41715223,0.1326654,0.5170842,0.86748195,0.49019057,0.18463469,0.77611065,0.45085004,0.734943,0.59822553
48,audio_48.wav,0.575997531414032,0.4477725923061371,0.6914778351783752,0.23958651721477509,0.11548030376434326,-0.208186075091362,0.6782233,0.76440483,0.23739415,0.3156919,0.5503935,0.2174701,0.7700139,0.48007128,0.37670943,0.17328666
49,audio_49.wav,0.575997531414032,0.4477725923061371,0.6999521851539612,0.2320069670677185,0.1239546537399292,-0.21576562523841858,0.057085752,0.18577433,0.61470234,0.45432627,0.5039842,0.19631007,0.78291714,0.47578332,0.41790113,0.19534026
50,audio_50.wav,0.575997531414032,0.4477725923061371,0.7465977668762207,0.22650812566280365,0.17060023546218872,-0.22126446664333344,0.3236395,0.31783742,0.6983267,0.85735285,0.8393348,0.17857127,0.7672294,0.42457318,0.7527966,0.6834085
51,audio_51.wav,0.575997531414032,0.4477725923061371,0.6784635186195374,0.2895399332046509,0.10246598720550537,-0.1582326591014862,0.039457917,0.5003752,0.08636689,0.29119515,0.02174431,0.19291689,0.7796835,0.4646065,0.31079325,0.1271232
52,audio_52.wav,0.575997531414032,0.4477725923061371,0.7486810684204102,0.21542949974536896,0.17268353700637817,-0.23234309256076813,0.5950828,0.6593434,0.14847589,0.793808,0.23849404,0.18944417,0.777641,0.46016973,0.7053837,0.5431727
53,audio_53.wav,0.575997531414032,0.4477725923061371,0.7119023203849792,0.22895030677318573,0.13590478897094727,-0.21882228553295135,0.089469135,0.888496,0.6325808,0.52944076,0.274916,0.17940095,0.7945597,0.46870655,0.4792087,0.23697355
54,audio_54.wav,0.575997531414032,0.4477725923061371,0.6927300691604614,0.2823905944824219,0.11673253774642944,-0.1653819978237152,0.06323576,0.6386688,0.9168399,0.39278114,0.2463001,0.17811145,0.7957166,0.46703938,0.38311818,0.15695252
