,id,audio_file,x_b,x_d,y_hat_b,y_hat_d,brightness_diff,depth_diff,p_drive_s_h,p_bias,p_output_db,p_hpf_freq,p_hpf_reso,p_hat_drive_s_h,p_hat_bias,p_hat_output_db,p_hat_hpf_freq,p_hat_hpf_reso,class,x_emb_n=0,y_emb_n=0,colour_n=0,x_emb_n=5,y_emb_n=5,colour_n=5,x_emb_n=10,y_emb_n=10,colour_n=10,x_emb_n=25,y_emb_n=25,colour_n=25,x_emb_n=100,y_emb_n=100,colour_n=100
878,878,audio_878.wav,0.575997531414032,0.4477725923061371,0.7483807802200317,0.2163237631320953,0.1723832488059997,-0.2314488291740417,0.58055884,0.40006906,0.898901,0.85359496,0.26735818,0.20022054,0.77366984,0.4648035,0.7149174,0.5684651,-1,9.401204,9.292318,#eae57f,1.1745912,-4.671317,#250a7f,6.920379,15.877694,#bcfc7f,10.595236,14.712962,#e0ed7f,8.655632,13.681594,#e5f07f
879,879,audio_879.wav,0.575997531414032,0.4477725923061371,0.6180635094642639,0.3696232438087463,0.0420659780502319,-0.0781493484973907,0.910928,0.29637575,0.19100797,0.1453712,0.59116644,0.20820129,0.7118959,0.45227474,0.11275507,0.0655073,-1,2.5136826,5.419176,#47367f,5.664504,1.3722335,#a6e97f,4.914966,8.33421,#701b7f,5.217519,9.41163,#4f167f,2.8970828,8.524822,#501e7f
880,880,audio_880.wav,0.575997531414032,0.4477725923061371,0.7475394606590271,0.1944903284311294,0.1715419292449951,-0.2532822638750076,0.71436286,0.91302675,0.046625733,0.67364365,0.36093467,0.1843028,0.7762405,0.45464197,0.70234585,0.5516151,-1,8.462237,8.388205,#d4bc7f,1.4647022,-3.366353,#2d3a7f,6.8090444,14.386616,#b7cf7f,9.972367,13.681279,#cfc37f,7.890693,12.566677,#d1c27f
881,881,audio_881.wav,0.575997531414032,0.4477725923061371,0.6923495531082153,0.2823646664619446,0.1163520216941833,-0.1654079258441925,0.9731885,0.43252438,0.18227863,0.6996226,0.037295938,0.18074548,0.79381293,0.462841,0.376308,0.1547472,-1,5.2296476,4.647164,#87137f,2.747354,1.3549675,#52e97f,7.42668,9.546287,#cf3f7f,8.148968,9.095385,#9e097f,5.811058,8.012824,#9b097f
882,882,audio_882.wav,0.575997531414032,0.4477725923061371,0.7367334961891174,0.1941345334053039,0.1607359647750854,-0.2536380589008331,0.4431815,0.77369195,0.20490241,0.52237076,0.54853994,0.18483134,0.782934,0.46841812,0.6022764,0.38164642,-1,6.779546,8.3110895,#acb97f,2.9785113,-2.512167,#595a7f,5.826885,13.0812025,#93a87f,8.428144,13.047335,#a5aa7f,6.399719,11.989596,#aaab7f
883,883,audio_883.wav,0.575997531414032,0.4477725923061371,0.7474314570426941,0.2175847738981247,0.1714339256286621,-0.2301878184080124,0.66141295,0.6690701,0.15667927,0.58802205,0.35883355,0.18750122,0.7721038,0.4527866,0.7098892,0.57944614,-1,8.02277,8.235207,#c9b57f,1.7617334,-3.130806,#36437f,6.597627,14.055091,#afc57f,9.579503,13.480756,#c5bb7f,7.630547,12.3753605,#cabb7f
884,884,audio_884.wav,0.575997531414032,0.4477725923061371,0.7423791289329529,0.1919880509376526,0.1663815975189209,-0.2557845413684845,0.23531997,0.882846,0.1307475,0.70050675,0.06351328,0.17796603,0.7901474,0.46318433,0.64107966,0.40340304,-1,8.522324,8.926007,#d5d57f,1.8297796,-3.922165,#37267f,6.4424706,14.763711,#aada7f,9.756612,14.173778,#c9d77f,7.6673512,13.199747,#cbdc7f
885,885,audio_885.wav,0.575997531414032,0.4477725923061371,0.7234277129173279,0.2274862378835678,0.1474301815032959,-0.2202863544225692,0.21233773,0.8834281,0.3849916,0.8211704,0.007475257,0.16604826,0.8015324,0.462206,0.5444861,0.28182775,-1,8.284885,9.260349,#d0e47f,2.2245557,-4.047393,#43217f,6.2033906,14.931301,#a1df7f,9.585575,14.489046,#c5e47f,7.5312877,13.379829,#c8e47f
886,886,audio_886.wav,0.575997531414032,0.4477725923061371,0.629340410232544,0.282470554113388,0.0533428788185119,-0.165302038192749,0.21383953,0.47231698,0.38186276,0.1994372,0.75964046,0.2847646,0.6822626,0.475911,0.16996947,0.103826426,-1,2.516974,7.4358087,#47917f,6.3131123,-0.44476426,#b8a67f,3.6063724,9.930877,#3f4a7f,5.0925336,11.309956,#4b637f,2.6199827,10.375027,#49697f
887,887,audio_887.wav,0.575997531414032,0.4477725923061371,0.7228631973266602,0.2235439568758011,0.1468656659126281,-0.224228635430336,0.28321534,0.50043213,0.8543016,0.98405296,0.036049068,0.196102,0.7890991,0.47943035,0.5346023,0.28227514,-1,7.8696127,8.841906,#c6d17f,2.411818,-3.6569903,#48307f,6.0692825,14.427212,#9cd07f,9.269909,13.915063,#bccd7f,7.2319326,12.982467,#c0d37f
888,888,audio_888.wav,0.575997531414032,0.4477725923061371,0.6653890013694763,0.313060849905014,0.0893914699554443,-0.134711742401123,0.94354457,0.24073839,0.7566523,0.40731752,0.034516156,0.1708333,0.7733547,0.44932097,0.23178385,0.09657918,-1,4.3811336,4.8042984,#731a7f,3.7500772,1.5077366,#6fee7f,6.5765185,9.157796,#af337f,7.253388,9.154149,#860b7f,4.84264,8.140025,#820e7f
889,889,audio_889.wav,0.575997531414032,0.4477725923061371,0.7415469288825989,0.1921918839216232,0.1655493974685669,-0.2555807083845138,0.10909885,0.6243846,0.21111405,0.77128905,0.23618668,0.16555458,0.7919318,0.45320475,0.63541466,0.40870985,-1,7.2655883,5.6980524,#b7427f,1.3414863,-0.4516057,#29a67f,8.174286,11.702067,#eb7f7f,9.832969,10.7615795,#cb4d7f,7.6228695,9.549371,#ca487f
890,890,audio_890.wav,0.575997531414032,0.4477725923061371,0.6200774312019348,0.3408379554748535,0.0440798997879028,-0.1069346368312835,0.44966894,0.22592914,0.8099289,0.16358447,0.7373896,0.2762724,0.67905676,0.47002777,0.14293766,0.088843465,-1,2.008255,9.301565,#3be67f,7.369926,-1.8159717,#d7747f,1.9651917,10.9042845,#02677f,4.117305,12.980196,#31a77f,1.9146401,11.907263,#37a87f
891,891,audio_891.wav,0.575997531414032,0.4477725923061371,0.74741530418396,0.2252521514892578,0.1714177727699279,-0.2225204408168792,0.30354095,0.5908596,0.071746826,0.8643371,0.55745035,0.18482567,0.77052504,0.4438601,0.74491465,0.64294535,-1,8.688627,8.133389,#d9b17f,1.1721883,-3.5476058,#25347f,7.2147465,14.546852,#c7d47f,10.275255,13.586965,#d7c07f,8.135817,12.721783,#d7c97f
892,892,audio_892.wav,0.575997531414032,0.4477725923061371,0.7146108746528625,0.2272830307483673,0.1386133432388305,-0.2204895615577697,0.4179138,0.14757007,0.2134344,0.43385345,0.82741517,0.20538482,0.77792704,0.4824242,0.48518983,0.25776076,-1,5.539001,8.601792,#8fc67f,4.113027,-2.1883304,#79667f,4.918108,12.322055,#71917f,7.2957335,12.73716,#879d7f,5.2707524,11.7211075,#8da07f
893,893,audio_893.wav,0.575997531414032,0.4477725923061371,0.59688401222229,0.4049085974693298,0.020886480808258,-0.0428639948368072,0.78439695,0.14696628,0.5393324,0.062086046,0.8281909,0.23252717,0.6877478,0.46004254,0.08319627,0.055412542,-1,0.7024534,6.3251944,#1c5f7f,7.447142,1.3561361,#d9e97f,3.2155757,7.9921365,#31107f,3.4724896,10.346253,#203c7f,1.1131967,8.847543,#222b7f
894,894,audio_894.wav,0.575997531414032,0.4477725923061371,0.6834959983825684,0.2878859341144562,0.1074984669685363,-0.1598866581916809,0.05879253,0.32918996,0.55158573,0.3790877,0.17771405,0.18713434,0.786705,0.46527857,0.33285505,0.13421157,-1,3.8848305,5.8278,#67487f,4.571124,0.61702406,#86cd7f,5.7345724,9.65197,#8f427f,6.4423428,10.018391,#702e7f,4.2421103,9.0050535,#73327f
895,895,audio_895.wav,0.575997531414032,0.4477725923061371,0.6261186599731445,0.3695801794528961,0.0501211285591125,-0.0781924128532409,0.48452365,0.14552402,0.3343705,0.027201295,0.21275914,0.18543215,0.7290885,0.4486207,0.11328887,0.061082933,-1,-0.28371814,6.572053,#056a7f,8.67706,1.6754646,#fcf47f,2.059948,7.592753,#05047f,2.5557172,10.814448,#074f7f,0.027549235,8.71299,#07267f
896,896,audio_896.wav,0.575997531414032,0.4477725923061371,0.7171856760978699,0.2309692203998565,0.1411881446838379,-0.2168033719062805,0.10498339,0.19611657,0.53714514,0.54881865,0.7840127,0.15111747,0.80550873,0.45200422,0.5126179,0.2633173,-1,5.875191,6.144694,#96577f,2.7453897,-0.14782637,#52b17f,6.8257055,11.112824,#b86d7f,8.379939,10.7911415,#a44e7f,6.1068306,9.625399,#a34b7f
897,897,audio_897.wav,0.575997531414032,0.4477725923061371,0.7005548477172852,0.2362294346094131,0.1245573163032531,-0.2115431576967239,0.46292996,0.016874135,0.8475348,0.36218846,0.40054166,0.20213987,0.7816345,0.47863272,0.424471,0.1984187,-1,4.64027,9.488397,#79ee7f,5.1846476,-2.799076,#984f7f,3.9108331,12.644745,#4b9b7f,6.3819203,13.628561,#6ec17f,4.161628,12.592325,#71c47f
898,898,audio_898.wav,0.575997531414032,0.4477725923061371,0.6079118251800537,0.4006173610687256,0.0319142937660217,-0.0471552312374115,0.50084573,0.8909816,0.7506477,0.017968476,0.81920743,0.19391282,0.70844084,0.45141777,0.084350616,0.05200582,-1,-0.022326795,6.652556,#0b6e7f,8.513585,1.6341757,#f8f37f,2.0098085,7.703754,#04087f,2.6426628,10.890535,#09527f,0.15471445,8.737583,#0a277f
899,899,audio_899.wav,0.575997531414032,0.4477725923061371,0.7151220440864563,0.23120778799057,0.1391245126724243,-0.216564804315567,0.0019016266,0.91050184,0.89952534,0.9339481,0.108344376,0.18057282,0.8008308,0.4701172,0.5021007,0.23221973,-1,6.609543,5.424231,#a8367f,1.6478062,-0.03453982,#32b57f,8.029425,11.284963,#e5737f,9.500735,10.292255,#c23a7f,7.2235208,9.263153,#c03c7f
900,900,audio_900.wav,0.575997531414032,0.4477725923061371,0.6936444640159607,0.2350434213876724,0.1176469326019287,-0.2127291709184646,0.36755985,0.4632669,0.22639275,0.3064757,0.6897149,0.23517403,0.7565972,0.48745775,0.39183158,0.19731647,-1,4.132196,8.657132,#6dc97f,5.3764477,-2.0393026,#9d6b7f,3.7889607,11.8623,#46847f,6.137058,12.871304,#68a27f,3.938458,11.732098,#6ba17f
901,901,audio_901.wav,0.575997531414032,0.4477725923061371,0.683700680732727,0.285034030675888,0.107703149318695,-0.162738561630249,0.33302855,0.27712536,0.22844702,0.30087924,0.0308097,0.1980281,0.7809079,0.4692394,0.33659828,0.13822477,-1,4.057965,9.786047,#6bfc7f,5.889387,-2.7083585,#ac537f,3.141327,12.4799,#2e967f,5.7736487,13.74066,#5ec67f,3.7944043,12.692302,#67c87f
902,902,audio_902.wav,0.575997531414032,0.4477725923061371,0.7199413776397705,0.2281763106584549,0.1439438462257385,-0.2195962816476822,0.4089421,0.5943527,0.049051702,0.48808205,0.28316212,0.18489037,0.79237354,0.47168732,0.5181007,0.26972428,-1,7.0365353,8.688373,#b2ca7f,2.738121,-3.1537485,#52427f,5.7538967,13.845121,#90bf7f,8.799527,13.596926,#afc07f,6.7534647,12.503817,#b4c07f
903,903,audio_903.wav,0.575997531414032,0.4477725923061371,0.7384529709815979,0.1951035410165786,0.1624554395675659,-0.2526690512895584,0.32120448,0.4091454,0.8376859,0.988247,0.51191735,0.16994148,0.79561436,0.46017104,0.62025166,0.37194,-1,9.360006,8.452196,#e9bf7f,0.9966798,-4.2457676,#201a7f,7.1416745,15.045023,#c4e37f,10.565616,14.053838,#dfd37f,8.443015,13.114829,#dfd97f
904,904,audio_904.wav,0.575997531414032,0.4477725923061371,0.6727890968322754,0.2942269742488861,0.0967915654182434,-0.1535456180572509,0.15625864,0.1938116,0.13332826,0.2540272,0.113604546,0.19786286,0.77238786,0.4631632,0.2847448,0.117944725,-1,2.8428688,7.691522,#4f9d7f,5.979083,-0.66417694,#af9e7f,3.77013,10.255592,#46547f,5.315647,11.640756,#51707f,2.9384017,10.625534,#51747f
905,905,audio_905.wav,0.575997531414032,0.4477725923061371,0.6529204249382019,0.262514054775238,0.0769228935241699,-0.185258537530899,0.3702168,0.37254578,0.09411889,0.22594154,0.74448603,0.2630745,0.7093108,0.4760048,0.22657856,0.123812124,-1,3.118452,8.9852295,#55d77f,6.2765613,-2.056749,#b76b7f,3.0333793,11.475206,#2a787f,5.1561813,13.038623,#4da97f,3.0314205,11.963686,#54aa7f
906,906,audio_906.wav,0.575997531414032,0.4477725923061371,0.6722436547279358,0.2942434549331665,0.0962461233139038,-0.1535291373729705,0.68019265,0.9591383,0.22866654,0.28824592,0.07889879,0.22723684,0.7565766,0.47233936,0.28914195,0.12585066,-1,4.359575,9.782858,#73fc7f,5.632287,-2.9562972,#a5497f,3.6091802,12.807784,#3fa07f,6.135293,13.7774515,#67c77f,4.0636616,12.701562,#6ec87f
907,907,audio_907.wav,0.575997531414032,0.4477725923061371,0.7473317980766296,0.193073570728302,0.1713342666625976,-0.2546990215778351,0.4163112,0.6533993,0.47099113,0.67790884,0.18437356,0.18216138,0.7805123,0.45785117,0.6922548,0.5139724,-1,8.68632,8.62844,#d9c77f,1.5746815,-3.8928237,#30277f,6.8288884,14.85329,#b8dd7f,10.009562,13.9920635,#d0d07f,7.895817,12.916982,#d1d17f
908,908,audio_908.wav,0.575997531414032,0.4477725923061371,0.7039106488227844,0.2327320426702499,0.1279131174087524,-0.2150405496358871,0.7180985,0.40221602,0.49611664,0.3550108,0.22270143,0.19740629,0.78481,0.4769169,0.436276,0.20579602,-1,6.486377,9.284577,#a5e57f,3.783708,-3.175057,#70417f,4.8439183,13.4668665,#6eb47f,7.7619214,13.755576,#93c67f,5.740453,12.733319,#9ac97f
909,909,audio_909.wav,0.575997531414032,0.4477725923061371,0.736138105392456,0.1946816742420196,0.160140573978424,-0.2530909180641174,0.036361814,0.80837023,0.15384269,0.63009924,0.23528641,0.15418574,0.7977145,0.44656783,0.6051704,0.371794,-1,5.5705347,5.186297,#8f2b7f,2.7156029,0.6838099,#51d07f,7.253665,10.252684,#c8547f,8.337086,9.792531,#a3257f,5.999372,8.719583,#a0267f
910,910,audio_910.wav,0.575997531414032,0.4477725923061371,0.7266402840614319,0.2230730801820755,0.1506427526473999,-0.2246995121240615,0.99545455,0.4966277,0.7024053,0.5681629,0.49962467,0.1836132,0.7862505,0.468837,0.5460998,0.3160341,-1,4.6295586,4.6416917,#79137f,3.2843425,1.486959,#61ed7f,6.9886684,9.306986,#be387f,7.6701527,8.990214,#91057f,5.3103743,8.062141,#8e0b7f
911,911,audio_911.wav,0.575997531414032,0.4477725923061371,0.7477595806121826,0.2218251079320907,0.1717620491981506,-0.2259474843740463,0.4930392,0.35894996,0.25150734,0.69441986,0.54053426,0.1929782,0.76876265,0.4483772,0.74378633,0.6438027,-1,8.933034,8.007474,#dfab7f,1.0470736,-3.4194207,#21387f,7.392029,14.451172,#cdd17f,10.384305,13.408709,#dab87f,8.46847,12.383537,#e0bb7f
912,912,audio_912.wav,0.575997531414032,0.4477725923061371,0.6999043822288513,0.27912038564682,0.1239068508148193,-0.168652206659317,0.010266304,0.33379352,0.049690485,0.54442686,0.2514431,0.17160398,0.7999989,0.46271202,0.4166031,0.1779593,-1,4.415541,5.053946,#74257f,3.5832946,1.2402383,#6ae47f,6.6107807,9.49127,#b03d7f,7.3940163,9.3094015,#89127f,5.067064,8.350315,#88177f
913,913,audio_913.wav,0.575997531414032,0.4477725923061371,0.746296763420105,0.2267155200242996,0.170299232006073,-0.2210570722818374,0.6947453,0.8484989,0.9786616,0.8885724,0.8614835,0.17521808,0.76656395,0.41965878,0.75301665,0.68895334,-1,9.772745,7.6855397,#f39d7f,0.108669646,-3.6349196,#06307f,8.251912,14.742118,#edda7f,11.434244,13.300429,#f7b47f,9.3362055,12.30615,#f6b87f
914,914,audio_914.wav,0.575997531414032,0.4477725923061371,0.7467591762542725,0.2259667962789535,0.1707616448402404,-0.2218057960271835,0.31639796,0.24471968,0.78243417,0.7971875,0.71709746,0.18044275,0.768871,0.43556738,0.74701756,0.65888625,-1,9.278612,7.6344447,#e79a7f,0.49541444,-3.4326952,#11387f,7.938886,14.445462,#e2d17f,10.968928,13.188022,#eaaf7f,8.913869,12.196771,#ebb37f
915,915,audio_915.wav,0.575997531414032,0.4477725923061371,0.713824987411499,0.2270566970109939,0.137827455997467,-0.2207158952951431,0.2264064,0.6194072,0.54467267,0.52413213,0.20219743,0.19433965,0.78864205,0.47722122,0.48810643,0.24349247,-1,7.3701386,8.379043,#babc7f,2.5223403,-2.9648,#4b497f,6.053637,13.629017,#9bb87f,9.034184,13.309678,#b6b47f,6.9646387,12.146624,#b9b17f
916,916,audio_916.wav,0.575997531414032,0.4477725923061371,0.747166097164154,0.1950685083866119,0.171168565750122,-0.2527040839195251,0.106438816,0.41285515,0.7896984,0.96445835,0.9164911,0.15369385,0.7912169,0.43853226,0.7025928,0.49944213,-1,6.705248,4.7676134,#aa187f,1.5478185,0.6905713,#2fd07f,8.315255,10.69816,#f0617f,9.6083765,9.746341,#c5237f,7.280032,8.590597,#c1217f
917,917,audio_917.wav,0.575997531414032,0.4477725923061371,0.7469348311424255,0.2261420339345932,0.1709372997283935,-0.2216305583715438,0.59769917,0.17837512,0.15377897,0.963302,0.81904536,0.1787679,0.7698105,0.4325904,0.7524364,0.6642696,-1,9.988548,8.205549,#f8b47f,0.2963264,-4.0767365,#0b207f,8.043979,15.333747,#e6eb7f,11.304096,13.917766,#f3cd7f,9.286358,13.000391,#f5d47f
918,918,audio_918.wav,0.575997531414032,0.4477725923061371,0.746894359588623,0.2260207384824752,0.170896828174591,-0.2217518538236618,0.6850089,0.36850494,0.630305,0.77721584,0.89774996,0.18886054,0.76404583,0.4287503,0.7475776,0.6862536,-1,8.544138,6.748946,#d6727f,0.5697183,-2.1003077,#13697f,8.115268,13.450434,#e8b37f,10.737586,12.184578,#e4877f,8.696343,11.078962,#e6867f
919,919,audio_919.wav,0.575997531414032,0.4477725923061371,0.7352938652038574,0.1938616186380386,0.1592963337898254,-0.2539109736680984,0.8604401,0.10322994,0.029974937,0.55257106,0.61280394,0.16562253,0.78944,0.45387083,0.5963122,0.37706807,-1,5.7387505,6.303217,#935e7f,2.9604654,-0.32143024,#58ab7f,6.6927443,11.109777,#b36d7f,8.276207,10.874058,#a1517f,6.024512,9.680389,#a14d7f
920,920,audio_920.wav,0.575997531414032,0.4477725923061371,0.6022334694862366,0.375201404094696,0.0262359380722045,-0.072571188211441,0.5934152,0.0496158,0.10053724,0.12672919,0.8189335,0.27355772,0.6683875,0.46522078,0.1041973,0.07014609,-1,1.7852701,9.067304,#36db7f,7.4042635,-1.6278713,#d87a7f,2.0395262,10.627513,#055f7f,3.9305787,12.757543,#2c9e7f,1.7197021,11.793504,#32a37f
921,921,audio_921.wav,0.575997531414032,0.4477725923061371,0.6166747212409973,0.2982417345046997,0.0406771898269653,-0.1495308578014373,0.43922484,0.32159436,0.67947155,0.15231502,0.9663391,0.29807746,0.6598436,0.47409514,0.13526477,0.09247898,-1,1.9160675,9.244213,#39e37f,7.462551,-1.7538967,#da767f,1.9605409,10.8074,#02647f,3.9824502,12.880923,#2da37f,1.8171674,11.879389,#35a77f
922,922,audio_922.wav,0.575997531414032,0.4477725923061371,0.7333550453186035,0.1958060413599014,0.1573575139045715,-0.2519665509462356,0.9792976,0.010236263,0.87654805,0.6340333,0.47696102,0.15956493,0.79420835,0.45006913,0.5866292,0.3606967,-1,4.767949,4.600939,#7c117f,3.0879555,1.499613,#5cee7f,7.0871167,9.3473,#c2397f,7.789084,9.008041,#94057f,5.384598,8.018678,#900a7f
923,923,audio_923.wav,0.575997531414032,0.4477725923061371,0.7462109327316284,0.2263034582138061,0.1702134013175964,-0.2214691340923309,0.45430046,0.2802977,0.6296814,0.8361307,0.97700894,0.18152642,0.76493084,0.42340648,0.74971575,0.6889193,-1,9.696882,7.2620363,#f1897f,0.16831426,-2.9148061,#084b7f,8.360665,14.234067,#f2ca7f,11.196188,12.721867,#f09c7f,9.15643,11.696185,#f19f7f
924,924,audio_924.wav,0.575997531414032,0.4477725923061371,0.7305579781532288,0.2208050340414047,0.1545604467391967,-0.2269675582647323,0.7705195,0.5299852,0.9287071,0.60060686,0.137487,0.18115789,0.79099697,0.46955976,0.57429576,0.3278399,-1,7.634495,9.27009,#c0e47f,2.8041532,-3.6580687,#53307f,5.696367,14.379579,#8ecf7f,8.871474,14.075173,#b1d37f,6.818844,13.101762,#b5d87f
925,925,audio_925.wav,0.575997531414032,0.4477725923061371,0.7352419495582581,0.1952363401651382,0.159244418144226,-0.2525362521409988,0.89262414,0.5914805,0.7482207,0.92867786,0.36872345,0.16310868,0.8010153,0.4566033,0.604601,0.3450496,-1,7.024505,5.500453,#b2397f,1.524035,-0.11713882,#2fb27f,8.057042,11.396595,#e6767f,9.659845,10.473765,#c7417f,7.367169,9.342358,#c33f7f
926,926,audio_926.wav,0.575997531414032,0.4477725923061371,0.7471848726272583,0.2247145175933838,0.1711873412132263,-0.2230580747127533,0.65280294,0.58199227,0.03512621,0.6425629,0.38925034,0.1840478,0.76945657,0.4418061,0.7405908,0.6427384,-1,8.331623,8.447647,#d1bf7f,1.5900627,-3.4547772,#31377f,6.906871,14.199681,#bbc97f,9.867918,13.472872,#ccbb7f,8.076467,12.319052,#d6b87f
927,927,audio_927.wav,0.575997531414032,0.4477725923061371,0.693920373916626,0.2401971668004989,0.117922842502594,-0.2075754255056381,0.93027526,0.36070758,0.11329448,0.41012585,0.9677614,0.19484885,0.7809022,0.47378612,0.38788468,0.17574608,-1,3.7137318,4.888662,#631e7f,4.2268877,1.3767345,#7ce97f,6.167349,9.071463,#9f317f,6.6816044,9.395671,#76157f,4.365899,8.357082,#76177f
928,928,audio_928.wav,0.575997531414032,0.4477725923061371,0.6138283610343933,0.347644031047821,0.0378308296203613,-0.100128561258316,0.33189285,0.5019691,0.461047,0.11841285,0.47955275,0.2907036,0.6696395,0.4730616,0.1318054,0.084997796,-1,1.8304043,8.220463,#37b57f,7.044777,-0.8353652,#cd987f,2.8086905,10.021805,#214d7f,4.2312274,11.969549,#347e7f,1.898577,10.980167,#37827f
929,929,audio_929.wav,0.575997531414032,0.4477725923061371,0.7385466694831848,0.1949843168258667,0.1625491380691528,-0.2527882754802704,0.7838702,0.3612184,0.56952024,0.95785457,0.0045212507,0.1735089,0.7934741,0.4630829,0.615605,0.36929172,-1,7.4848995,9.380462,#bde97f,2.9305546,-3.7204044,#572d7f,5.574156,14.460729,#89d17f,8.78699,14.193751,#afd87f,6.7288737,13.158648,#b3db7f
930,930,audio_930.wav,0.575997531414032,0.4477725923061371,0.7467822432518005,0.2250114679336547,0.1707847118377685,-0.2227611243724823,0.32394904,0.4559304,0.9008725,0.7038908,0.7985223,0.18969795,0.7640953,0.43322346,0.742828,0.67770475,-1,7.9459434,6.812991,#c8757f,1.1202067,-1.7640595,#23757f,7.742295,13.022077,#daa67f,10.123319,11.911671,#d37b7f,7.9598746,10.867157,#d37d7f
931,931,audio_931.wav,0.575997531414032,0.4477725923061371,0.7131481766700745,0.2333965748548507,0.1371506452560424,-0.2143760174512863,0.93745506,0.79767984,0.5691691,0.9669386,0.7080485,0.1611105,0.80661243,0.4556723,0.49316168,0.2279466,-1,5.6984453,4.73601,#92177f,2.1578915,1.1013058,#41df7f,7.805375,9.956949,#dd4b7f,8.742732,9.297816,#ae117f,6.399433,8.318381,#aa167f
932,932,audio_932.wav,0.575997531414032,0.4477725923061371,0.6515764594078064,0.2653291523456573,0.0755789279937744,-0.1824434399604797,0.4111222,0.27936286,0.8902515,0.14344215,0.11755878,0.2574767,0.7171424,0.47472194,0.22283724,0.115350835,-1,2.2660134,8.937664,#41d57f,7.0810404,-1.6717206,#cf797f,2.4366875,10.839243,#14657f,4.4099345,12.758724,#399e7f,2.1842577,11.683887,#3e9f7f
933,933,audio_933.wav,0.575997531414032,0.4477725923061371,0.7485828399658203,0.2197776436805725,0.1725853085517883,-0.2279949486255645,0.55972403,0.6856271,0.7320685,0.86948764,0.5662606,0.17992766,0.78200394,0.4554611,0.7167511,0.54509085,-1,9.707344,8.289027,#f1b87f,0.6255302,-4.0218477,#15227f,7.6105776,15.284556,#d5ea7f,11.030788,13.800971,#ecc87f,8.899329,12.9257,#ebd17f
934,934,audio_934.wav,0.575997531414032,0.4477725923061371,0.7060344219207764,0.2313832491636276,0.1300368905067443,-0.2163893431425094,0.65514696,0.7974004,0.26903683,0.3868302,0.27553022,0.20170641,0.78338915,0.47925416,0.44892764,0.21654138,-1,4.738271,9.542186,#7cf17f,5.0760016,-2.9774537,#95497f,3.8988316,12.774884,#4a9f7f,6.60226,13.706633,#74c47f,4.5193305,12.527275,#7ac17f
935,935,audio_935.wav,0.575997531414032,0.4477725923061371,0.6046949028968811,0.3943033218383789,0.0286973714828491,-0.0534692704677581,0.8708979,0.30310524,0.38199633,0.050879717,0.8866923,0.21849434,0.69904953,0.45597824,0.09154165,0.05780618,-1,1.6849302,5.4286885,#33367f,6.3606067,1.6720847,#baf47f,4.3848934,7.931168,#5d0f7f,4.512188,9.389669,#3c157f,2.1897743,8.344514,#3e177f
936,936,audio_936.wav,0.575997531414032,0.4477725923061371,0.6940233707427979,0.2372463792562484,0.1180258393287658,-0.2105262130498886,0.9756534,0.06617004,0.3227057,0.3658533,0.6371364,0.19682415,0.7795539,0.47398803,0.3868318,0.176157,-1,3.6632211,4.791578,#62197f,4.245815,1.4718553,#7ded7f,6.139072,8.966777,#9e2d7f,6.649314,9.217545,#750e7f,4.319399,8.305316,#75157f
937,937,audio_937.wav,0.575997531414032,0.4477725923061371,0.6903353333473206,0.28310227394104,0.1143378019332885,-0.164670318365097,0.09771675,0.4156747,0.6162841,0.4829713,0.14193982,0.18718341,0.7895807,0.46892914,0.37062818,0.15199101,-1,4.8819613,5.9670286,#7f4f7f,3.5216544,0.18539308,#68bd7f,6.2512617,10.39106,#a2587f,7.598407,10.371862,#8f3d7f,5.2880816,9.384499,#8e417f
938,938,audio_938.wav,0.575997531414032,0.4477725923061371,0.6947678327560425,0.2389422357082367,0.1187703013420105,-0.2088303565979004,0.8719416,0.4537692,0.34724683,0.3713302,0.12548506,0.18350424,0.79337496,0.46906507,0.3948516,0.16660424,-1,4.213299,6.129472,#6f567f,4.073104,0.18985829,#78be7f,5.7920594,10.187215,#91527f,6.934138,10.392931,#7d3e7f,4.6309495,9.466627,#7d447f
939,939,audio_939.wav,0.575997531414032,0.4477725923061371,0.7463509440422058,0.226279005408287,0.1703534126281738,-0.22149358689785,0.5696813,0.183523,0.27145058,0.74510384,0.9276407,0.17533758,0.766952,0.4245662,0.74920845,0.67904556,-1,8.359128,6.854391,#d1777f,0.83287096,-2.1608214,#1b677f,7.857543,13.429678,#dfb37f,10.585088,12.243312,#e0897f,8.417349,11.175638,#de8a7f
940,940,audio_940.wav,0.575997531414032,0.4477725923061371,0.747101366519928,0.2254281640052795,0.171103835105896,-0.2223444283008575,0.775839,0.66392326,0.639864,0.6854666,0.3858859,0.18284945,0.7691568,0.43988588,0.7444542,0.6511069,-1,8.72025,8.543439,#dac37f,1.4798048,-3.6414535,#2d307f,7.0554,14.42446,#c1d07f,10.275178,13.489338,#d7bc7f,8.229555,12.700089,#dac87f
941,941,audio_941.wav,0.575997531414032,0.4477725923061371,0.7110207676887512,0.232033222913742,0.1350232362747192,-0.215739369392395,0.96509933,0.94237566,0.6028886,0.59899306,0.322442,0.1636101,0.8041466,0.45865995,0.47560516,0.21965553,-1,5.011933,4.6281037,#82127f,2.9765131,1.452128,#58ec7f,7.280692,9.522702,#c93e7f,8.007436,9.116825,#9a0a7f,5.6083927,8.097077,#960d7f
