,id,audio_file,x_b,x_d,y_hat_b,y_hat_d,brightness_diff,depth_diff,p_drive_s_h,p_bias,p_output_db,p_hpf_freq,p_hpf_reso,p_hat_drive_s_h,p_hat_bias,p_hat_output_db,p_hat_hpf_freq,p_hat_hpf_reso,class,x_emb_n=0,y_emb_n=0,colour_n=0,x_emb_n=5,y_emb_n=5,colour_n=5,x_emb_n=10,y_emb_n=10,colour_n=10,x_emb_n=25,y_emb_n=25,colour_n=25,x_emb_n=100,y_emb_n=100,colour_n=100
0,0,audio_0.wav,0.575997531414032,0.4477725923061371,0.7022955417633057,0.2324380427598953,0.1262980103492736,-0.2153345495462417,0.8326556,0.90045,0.6744784,0.5238682,0.041068614,0.17273252,0.79951704,0.46455547,0.43400192,0.19256185,-1,5.4334707,7.0647483,#8c807f,3.5082693,-0.96115535,#68937f,5.8560348,11.43374,#94777f,7.7895274,11.461618,#94697f,5.5980897,10.403338,#966a7f
1,1,audio_1.wav,0.575997531414032,0.4477725923061371,0.7370124459266663,0.1903048306703567,0.1610149145126342,-0.2574677616357803,0.4698127,0.44823575,0.13752294,0.46979308,0.32321113,0.20161003,0.7737711,0.4773104,0.5994029,0.39114594,-1,6.1657286,8.783506,#9dce7f,3.6140316,-2.7916498,#6b507f,5.2280507,13.053166,#7ca77f,7.9811025,13.2224655,#99b17f,5.803432,12.199736,#9bb47f
2,2,audio_2.wav,0.575997531414032,0.4477725923061371,0.7471102476119995,0.2218496650457382,0.1711127161979675,-0.2259229272603988,0.19747233,0.5537149,0.40011716,0.7899329,0.56429935,0.16620503,0.7824541,0.4426452,0.71927994,0.559743,-1,8.850458,7.6402636,#dd9a7f,0.8729904,-3.3224125,#1c3c7f,7.492473,14.373825,#d1cf7f,10.532058,13.167291,#deae7f,8.509141,12.395422,#e1bc7f
3,3,audio_3.wav,0.575997531414032,0.4477725923061371,0.6263777017593384,0.3387669026851654,0.0503801703453063,-0.1090056896209716,0.8510073,0.71184456,0.004279375,0.11585617,0.48166955,0.2470495,0.7005706,0.46373776,0.14941873,0.08448781,-1,2.274979,6.2739935,#415d7f,6.092047,0.83024055,#b2d57f,4.2250967,8.784124,#57287f,4.9643364,10.073487,#48317f,2.5584717,9.24189,#483b7f
4,4,audio_4.wav,0.575997531414032,0.4477725923061371,0.6042565703392029,0.3947193026542663,0.0282590389251709,-0.0530532896518707,0.58773005,0.12365812,0.28400773,0.030181766,0.38862985,0.2195698,0.7011522,0.45706135,0.091231346,0.05643538,-1,-0.30102757,6.572834,#046a7f,8.584989,1.8331959,#fafa7f,2.1836922,7.474585,#0a017f,2.4419675,10.795367,#044e7f,-0.07732683,8.755763,#04277f
5,5,audio_5.wav,0.575997531414032,0.4477725923061371,0.7039122581481934,0.2309201657772064,0.1279147267341613,-0.2168524265289306,0.4723311,0.22873265,0.38273257,0.36256868,0.46570563,0.2076309,0.7784232,0.4815315,0.43507177,0.21021831,-1,4.5027704,9.626725,#76f57f,5.3151674,-2.8891299,#9c4c7f,3.7723067,12.5992155,#469a7f,6.2118754,13.527048,#6abd7f,4.095404,12.673225,#6fc77f
6,6,audio_6.wav,0.575997531414032,0.4477725923061371,0.7171000242233276,0.2313634604215622,0.1411024928092956,-0.2164091318845749,0.005422652,0.9820491,0.687589,0.8346044,0.095917165,0.16500178,0.8048099,0.45982027,0.51375747,0.24450864,-1,5.600115,5.1691904,#902a7f,2.60825,0.6921236,#4ed07f,7.2931666,10.280044,#ca557f,8.390086,9.849941,#a4287f,6.1131206,8.601339,#a3217f
7,7,audio_7.wav,0.575997531414032,0.4477725923061371,0.6271863579750061,0.3398830890655517,0.0511888265609741,-0.1078895032405853,0.31285793,0.4877032,0.5426856,0.14872801,0.23056942,0.23565704,0.7148855,0.46125984,0.14825454,0.07901026,-1,1.9604516,8.227949,#3ab57f,6.9553976,-0.8402537,#cb987f,2.8565629,10.105855,#234f7f,4.268255,12.001699,#357f7f,1.995002,10.960291,#39817f
8,8,audio_8.wav,0.575997531414032,0.4477725923061371,0.7138842940330505,0.2300582379102707,0.1378867626190185,-0.2177143543958664,0.6611287,0.6920913,0.97919965,0.42395717,0.44221526,0.1864946,0.7889467,0.47223234,0.48825127,0.2530119,-1,5.967365,9.008984,#99d97f,3.9679983,-2.7863913,#75507f,4.836604,13.047711,#6da77f,7.5493417,13.3095045,#8eb47f,5.465852,12.347076,#92ba7f
9,9,audio_9.wav,0.575997531414032,0.4477725923061371,0.7480413913726807,0.2230988889932632,0.1720438599586486,-0.2246737033128738,0.7553653,0.49019533,0.3315711,0.852459,0.63595694,0.18723732,0.7760722,0.45404074,0.73355657,0.59091413,-1,9.077368,7.919274,#e2a77f,0.9769324,-3.5692902,#1f337f,7.4412303,14.55375,#cfd47f,10.624315,13.393734,#e1b87f,8.44172,12.403827,#dfbc7f
10,10,audio_10.wav,0.575997531414032,0.4477725923061371,0.6900834441184998,0.2831501960754394,0.1140859127044677,-0.1646223962306976,0.8332382,0.5842265,0.17779326,0.49366558,0.07953447,0.18250562,0.79206574,0.4672024,0.36674872,0.14814329,-1,5.096688,6.874371,#84787f,3.740125,-0.6326333,#6e9f7f,5.788697,11.05217,#916c7f,7.3983493,11.133339,#8a5c7f,5.219712,10.11712,#8c5f7f
11,11,audio_11.wav,0.575997531414032,0.4477725923061371,0.7257323265075684,0.2241851240396499,0.1497347950935363,-0.2235874682664871,0.30833364,0.6542097,0.33308256,0.5826462,0.014629543,0.18701172,0.7908584,0.4745874,0.5496107,0.29987738,-1,7.986911,8.951643,#c8d67f,2.2710788,-3.748335,#442c7f,5.9940104,14.530112,#99d37f,9.416421,14.044799,#c0d27f,7.1677814,12.997292,#bed47f
12,12,audio_12.wav,0.575997531414032,0.4477725923061371,0.6902103424072266,0.2823378443717956,0.1142128109931945,-0.1654347479343414,0.123563826,0.27528,0.14635211,0.34460717,0.69421065,0.1920375,0.78409797,0.47113195,0.37045655,0.16084437,-1,4.0577393,6.7697396,#6b737f,4.569919,-0.09648187,#86b37f,5.384903,10.192236,#82527f,6.532763,10.700203,#724a7f,4.3495965,9.811954,#76527f
13,13,audio_13.wav,0.575997531414032,0.4477725923061371,0.7473468780517578,0.2236661165952682,0.1713493466377258,-0.2241064757108688,0.021024346,0.5350295,0.81367517,0.9448723,0.9131185,0.16485791,0.78055054,0.43787774,0.7322333,0.57751465,-1,6.442636,4.651189,#a4137f,1.6111625,0.94579774,#31d97f,8.124051,10.17394,#e9517f,9.464936,9.486585,#c1197f,7.0879507,8.387897,#bc197f
14,14,audio_14.wav,0.575997531414032,0.4477725923061371,0.7475942373275757,0.2223941832780838,0.1715967059135437,-0.2253784090280532,0.6702743,0.24389243,0.44651008,0.7107992,0.57479054,0.19733176,0.76750785,0.45169774,0.7408725,0.63954234,-1,8.723887,7.89381,#daa67f,0.96488905,-3.2282188,#1f3f7f,7.5358715,14.309076,#d3cd7f,10.4520445,13.197194,#dcb07f,8.407816,12.105394,#deb07f
15,15,audio_15.wav,0.575997531414032,0.4477725923061371,0.7474722266197205,0.2195284366607666,0.1714746952056884,-0.2282441556453704,0.120803416,0.35287917,0.4484232,0.69113815,0.47850138,0.17596829,0.77824473,0.4489335,0.70758516,0.5552798,-1,7.569491,6.2633796,#bf5c7f,1.2691612,-1.1239157,#278d7f,7.913292,12.444531,#e1957f,9.928563,11.393041,#ce667f,7.82345,10.304353,#cf667f
16,16,audio_16.wav,0.575997531414032,0.4477725923061371,0.6864698529243469,0.2852426469326019,0.1104723215103149,-0.1625299453735351,0.8054347,0.38461214,0.6504777,0.41758877,0.03166592,0.1916426,0.7862123,0.46825993,0.3493702,0.14146635,-1,5.247285,9.445386,#88ec7f,3.8620894,-3.2488167,#723f7f,4.534847,13.325119,#62af7f,7.311754,13.778191,#87c77f,5.3960905,12.659526,#91c67f
17,17,audio_17.wav,0.575997531414032,0.4477725923061371,0.7439553737640381,0.1550248712301254,0.1679578423500061,-0.2927477210760116,0.269543,0.59776115,0.043899834,0.9296175,0.4093632,0.17876796,0.78528047,0.46182746,0.64906055,0.4308592,-1,9.101853,9.059504,#e3db7f,1.6151375,-4.2533493,#311a7f,6.811098,15.278649,#b7ea7f,10.125886,14.257375,#d3db7f,8.057883,13.478586,#d5e87f
18,18,audio_18.wav,0.575997531414032,0.4477725923061371,0.7216469049453735,0.227628692984581,0.1456493735313415,-0.2201438993215561,0.9014971,0.88198704,0.92683744,0.587245,0.27060276,0.17296314,0.7965235,0.4642262,0.5300423,0.28041157,-1,5.7859497,5.4897013,#94397f,2.3984962,0.25890794,#48c07f,7.3902636,10.730608,#cd627f,8.672881,10.245211,#ac387f,6.549434,9.102681,#ae367f
19,19,audio_19.wav,0.575997531414032,0.4477725923061371,0.7471574544906616,0.2258292585611343,0.1711599230766296,-0.2219433337450027,0.2629183,0.56991065,0.97955513,0.7730972,0.8776389,0.1845948,0.7682858,0.43454838,0.7525871,0.66866934,-1,8.082215,6.5775104,#cb6a7f,0.8312822,-1.655162,#1b797f,8.083014,13.064625,#e7a87f,10.413076,11.818201,#db787f,8.288031,10.7533655,#db797f
20,20,audio_20.wav,0.575997531414032,0.4477725923061371,0.600658118724823,0.4038958549499511,0.024660587310791,-0.0438767373561859,0.4000522,0.07286078,0.86606115,0.024154007,0.24398053,0.21855143,0.6975037,0.4577354,0.08400074,0.05328349,-1,-0.33930358,6.5584645,#03697f,8.54899,1.7818671,#f9f87f,2.0833373,7.540575,#06037f,2.5293095,10.832879,#06507f,-0.042181365,8.594398,#05217f
21,21,audio_21.wav,0.575997531414032,0.4477725923061371,0.7470385432243347,0.2218609750270843,0.1710410118103027,-0.2259116172790527,0.93343645,0.8177609,0.7411288,0.7382967,0.4619559,0.17193377,0.7785653,0.44470686,0.7169176,0.5702632,-1,6.038232,5.1586514,#9a2a7f,2.1460786,0.56735957,#41cc7f,7.6616707,10.53479,#d75c7f,8.970319,9.878896,#b4297f,6.614611,8.70266,#b0257f
22,22,audio_22.wav,0.575997531414032,0.4477725923061371,0.7459790706634521,0.2253678739070892,0.1699815392494201,-0.2224047183990478,0.08312756,0.6414703,0.885133,0.6888583,0.8588281,0.18063506,0.76365304,0.42596975,0.7418479,0.68287516,-1,5.978775,5.4499474,#99377f,2.3935082,0.3736139,#48c47f,7.322913,10.739287,#cb627f,8.731891,10.119509,#ae337f,6.460212,8.955325,#ac307f
23,23,audio_23.wav,0.575997531414032,0.4477725923061371,0.748332142829895,0.2220364063978195,0.172334611415863,-0.2257361859083175,0.6695898,0.630734,0.84097385,0.89263314,0.7133186,0.1875829,0.7758933,0.4534995,0.7322533,0.5927855,-1,9.582722,7.69791,#ee9d7f,0.5158538,-3.4527872,#12377f,7.792055,14.741318,#dcda7f,11.104147,13.392952,#eeb87f,8.9617,12.411643,#ecbc7f
24,24,audio_24.wav,0.575997531414032,0.4477725923061371,0.7105593085289001,0.227389395236969,0.1345617771148681,-0.2203831970691681,0.3633886,0.3442756,0.8489068,0.43082738,0.5876596,0.21719941,0.77246267,0.48697895,0.46611446,0.24291368,-1,5.812193,8.781288,#95ce7f,3.9140217,-2.5503938,#73587f,4.7785306,12.767947,#6b9f7f,7.520621,13.05626,#8daa7f,5.4306436,12.071053,#92ae7f
25,25,audio_25.wav,0.575997531414032,0.4477725923061371,0.7026278972625732,0.2312349379062652,0.1266303658485412,-0.2165376543998718,0.34435797,0.036609292,0.66385984,0.35683626,0.37334162,0.20901681,0.7771811,0.48173806,0.43432263,0.21084118,-1,4.5091224,9.233047,#76e37f,5.0877476,-2.6590118,#95547f,3.968801,12.587088,#4d997f,6.454417,13.396213,#70b87f,4.235092,12.309684,#73b87f
26,26,audio_26.wav,0.575997531414032,0.4477725923061371,0.619367778301239,0.3511573076248169,0.043370246887207,-0.0966152846813201,0.17107624,0.6425613,0.65291417,0.17478609,0.29329258,0.24274448,0.6977086,0.46020117,0.13243495,0.077049255,-1,2.5051024,7.4353704,#47917f,6.259004,-0.3483742,#b7aa7f,3.7145853,9.825313,#43477f,4.993238,11.244423,#49607f,2.6702175,10.254442,#4b647f
27,27,audio_27.wav,0.575997531414032,0.4477725923061371,0.6450726389884949,0.31673264503479,0.0690751075744628,-0.131039947271347,0.65070385,0.051415026,0.4260701,0.17861813,0.33561772,0.23820916,0.72207564,0.46686187,0.19729556,0.10046714,-1,2.9480197,9.321755,#51e77f,6.6256876,-2.1969461,#c1657f,2.6343603,11.594936,#1b7c7f,4.874928,13.177742,#45af7f,2.6975229,12.121684,#4bb07f
28,28,audio_28.wav,0.575997531414032,0.4477725923061371,0.7467635869979858,0.2258854210376739,0.1707660555839538,-0.2218871712684631,0.56963575,0.11185485,0.3698392,0.76289654,0.62185705,0.17944309,0.7687003,0.43256274,0.74896836,0.6663721,-1,9.558176,7.7167993,#ee9e7f,0.47584817,-3.6073973,#11317f,7.926227,14.862282,#e1dd7f,11.098723,13.586911,#eec07f,9.127527,12.504474,#f1c07f
29,29,audio_29.wav,0.575997531414032,0.4477725923061371,0.6266674399375916,0.3634796440601349,0.0506699085235595,-0.0842929482460022,0.41912383,0.65354884,0.37653112,0.023454666,0.038981855,0.18836308,0.7299907,0.44998685,0.11637498,0.061740343,-1,-0.30010825,6.866128,#04777f,8.493796,1.8100607,#f7f97f,2.2756813,7.56395,#0d047f,2.4169304,10.916768,#03537f,-0.004293114,8.787714,#06297f
30,30,audio_30.wav,0.575997531414032,0.4477725923061371,0.7467636466026306,0.2258540987968444,0.1707661151885986,-0.2219184935092926,0.29917097,0.9876192,0.9894183,0.77211875,0.7695491,0.17998923,0.7680975,0.43070173,0.7499429,0.67163575,-1,9.562356,7.2949877,#ee8b7f,0.3036418,-3.0333881,#0c477f,8.189637,14.260916,#ebcb7f,11.215005,12.903109,#f1a47f,9.047343,11.796382,#efa37f
31,31,audio_31.wav,0.575997531414032,0.4477725923061371,0.6754767894744873,0.2920703589916229,0.0994792580604553,-0.1557022333145141,0.84656197,0.25530702,0.5102187,0.26595026,0.8716534,0.20378743,0.7680682,0.46699193,0.2959823,0.12747666,-1,2.786447,6.297192,#4d5e7f,5.713861,0.47105506,#a7c87f,4.462189,9.253365,#5f367f,5.354945,10.382194,#523d7f,2.998241,9.481908,#53457f
32,32,audio_32.wav,0.575997531414032,0.4477725923061371,0.6983609795570374,0.2369427233934402,0.1223634481430053,-0.2108298689126968,0.16409487,0.5412276,0.21688014,0.34017515,0.74590164,0.19568025,0.78074104,0.4753361,0.41282102,0.19543196,-1,4.1242747,6.9244857,#6d7a7f,4.5631695,-0.34359235,#86aa7f,5.1921306,10.419574,#7b597f,6.6060796,10.954479,#74547f,4.4183145,10.159526,#78617f
33,33,audio_33.wav,0.575997531414032,0.4477725923061371,0.6398612260818481,0.3325722217559814,0.0638636946678161,-0.1152003705501556,0.11100739,0.6270722,0.43452293,0.14813167,0.4309796,0.20466973,0.7382231,0.45479405,0.17018342,0.08273698,-1,2.313877,6.4516764,#42657f,6.1650624,0.71151084,#b4d17f,4.1373553,8.913376,#532c7f,4.9291387,10.188311,#47357f,2.5519013,9.274486,#473d7f
34,34,audio_34.wav,0.575997531414032,0.4477725923061371,0.7473747730255127,0.2181832641363144,0.1713772416114807,-0.2295893281698227,0.14647114,0.82420796,0.6406177,0.66189677,0.28158337,0.18305038,0.7760343,0.45269927,0.7042698,0.5573826,-1,7.394843,6.137077,#ba567f,1.4024227,-0.7922451,#2b997f,7.8516035,12.098577,#de8b7f,9.7528,11.209079,#c95f7f,7.623671,9.977849,#ca597f
35,35,audio_35.wav,0.575997531414032,0.4477725923061371,0.7137942314147949,0.2320089489221573,0.1377967000007629,-0.2157636433839798,0.2667325,0.65285265,0.55203575,0.47693557,0.07500833,0.16762723,0.8008824,0.46252212,0.4932458,0.238894,-1,7.549603,8.967418,#bed77f,2.5455687,-3.6880727,#4c2e7f,5.893773,14.205953,#95ca7f,9.051383,13.9445715,#b6ce7f,7.0709,12.877412,#bccf7f
36,36,audio_36.wav,0.575997531414032,0.4477725923061371,0.6640212535858154,0.3032824993133545,0.0880237221717834,-0.1444900929927826,0.806276,0.74906623,0.32767695,0.22280139,0.2664827,0.21357499,0.75313294,0.4655093,0.25351402,0.11268572,-1,2.560792,7.492431,#48947f,6.1802974,-0.3612878,#b5a97f,3.7931163,9.983411,#464c7f,5.028527,11.371412,#4a657f,2.776581,10.44144,#4d6c7f
37,37,audio_37.wav,0.575997531414032,0.4477725923061371,0.6576353311538696,0.3126170635223388,0.0816377997398376,-0.1351555287837982,0.97309756,0.64149,0.34461337,0.20599908,0.4405476,0.20169547,0.7480964,0.45813626,0.22070104,0.10167234,-1,2.8044133,4.8635793,#4e1d7f,5.1917586,1.794969,#98f97f,5.482922,8.254665,#86187f,5.657374,9.045936,#5b077f,3.3723671,8.094023,#5d0d7f
38,38,audio_38.wav,0.575997531414032,0.4477725923061371,0.7364106774330139,0.1971700936555862,0.1604131460189819,-0.2506024986505508,0.15144676,0.49829978,0.14366186,0.91122127,0.09243643,0.17533514,0.7972107,0.46677813,0.60911506,0.34406808,-1,8.657605,8.866743,#d8d27f,1.6852301,-4.0019436,#33237f,6.6714616,15.038552,#b2e27f,9.954618,14.181672,#cfd87f,7.9055734,13.091189,#d1d87f
39,39,audio_39.wav,0.575997531414032,0.4477725923061371,0.7044569253921509,0.2301476448774337,0.1284593939781189,-0.2176249474287033,0.26243424,0.89050174,0.27477866,0.40747803,0.98510385,0.20778164,0.77556014,0.48194614,0.4423704,0.22206128,-1,4.9093156,8.103808,#80b07f,4.4622664,-1.6178504,#837b7f,4.8057303,11.671611,#6c7e7f,6.949167,12.334245,#7d8d7f,4.7855644,11.212453,#818b7f
40,40,audio_40.wav,0.575997531414032,0.4477725923061371,0.6512073874473572,0.3168187737464905,0.0752098560333252,-0.1309538185596466,0.9509625,0.3224951,0.8307711,0.2560848,0.7642056,0.21944757,0.73171866,0.46234813,0.20875372,0.103951246,-1,2.9398277,5.101545,#51277f,5.107689,1.5116051,#96ee7f,5.4308176,8.580979,#84227f,5.7698874,9.234397,#5e0e7f,3.4574397,8.340085,#5f177f
41,41,audio_41.wav,0.575997531414032,0.4477725923061371,0.7400414347648621,0.192186027765274,0.16404390335083,-0.255586564540863,0.66294384,0.83352774,0.27186757,0.53374916,0.7017601,0.18201223,0.7827798,0.46601984,0.6241982,0.41029045,-1,6.8210864,8.202814,#adb47f,2.7966585,-2.441641,#535c7f,6.021618,13.112425,#9aa97f,8.597283,12.841053,#aaa17f,6.6263785,11.797223,#b0a37f
42,42,audio_42.wav,0.575997531414032,0.4477725923061371,0.704390287399292,0.2296764105558395,0.12839275598526,-0.2180961817502975,0.70180994,0.34063685,0.7220294,0.37900925,0.9245746,0.21674342,0.7688026,0.48553818,0.43926212,0.2258133,-1,4.9483743,8.450933,#81bf7f,4.561642,-1.9844197,#866d7f,4.5701675,11.945747,#63867f,6.861381,12.598591,#7b977f,4.7410994,11.452903,#80957f
43,43,audio_43.wav,0.575997531414032,0.4477725923061371,0.6885987520217896,0.2385457903146743,0.1126012206077575,-0.2092268019914627,0.6802115,0.47039247,0.22118807,0.31899452,0.84479976,0.25292793,0.7427355,0.48921326,0.36640954,0.19174874,-1,3.9923954,8.763688,#6acd7f,5.4421,-2.111663,#9f697f,3.7525506,11.817944,#45827f,6.032113,12.875367,#65a37f,3.8271823,11.81108,#68a47f
44,44,audio_44.wav,0.575997531414032,0.4477725923061371,0.7469757795333862,0.2251890748739242,0.1709782481193542,-0.2225835174322128,0.7776618,0.18438041,0.4561321,0.75176615,0.5742922,0.18050271,0.7712128,0.44215682,0.7387612,0.63186586,-1,8.705514,8.425247,#d9be7f,1.4469281,-3.7109997,#2c2e7f,7.037655,14.862551,#c0dd7f,10.070756,13.896611,#d2cc7f,8.133306,12.68494,#d7c77f
45,45,audio_45.wav,0.575997531414032,0.4477725923061371,0.6629765033721924,0.2568197250366211,0.0869789719581604,-0.190952867269516,0.18668938,0.4619589,0.09758484,0.2284919,0.55918545,0.24962184,0.72996455,0.47610736,0.25685552,0.12690187,-1,3.0089238,7.8990064,#53a67f,5.959054,-0.91488963,#ae957f,3.7297513,10.481186,#445b7f,5.3915105,11.826032,#53787f,3.0418086,10.851251,#547d7f
46,46,audio_46.wav,0.575997531414032,0.4477725923061371,0.6978764533996582,0.2353703528642654,0.1218789219856262,-0.2124022394418716,0.111362636,0.19097054,0.36214173,0.467422,0.14666355,0.18025047,0.7946246,0.46711776,0.4063229,0.17444152,-1,4.2384853,6.1712885,#70587f,4.0309744,0.1490127,#77bc7f,5.7700925,10.306205,#90557f,7.008939,10.396614,#7f3e7f,4.779532,9.415157,#81427f
47,47,audio_47.wav,0.575997531414032,0.4477725923061371,0.7480955719947815,0.2230836749076843,0.1720980405807495,-0.2246889173984527,0.41715223,0.1326654,0.5170842,0.86748195,0.49019057,0.18463469,0.77611065,0.45085004,0.734943,0.59822553,-1,9.614319,8.409913,#efbd7f,0.65446204,-4.263197,#16197f,7.762506,15.352871,#dbec7f,11.033377,13.994068,#ecd07f,9.031622,13.044294,#eed67f
48,48,audio_48.wav,0.575997531414032,0.4477725923061371,0.6914778351783752,0.239586517214775,0.1154803037643432,-0.208186075091362,0.6782233,0.76440483,0.23739415,0.3156919,0.5503935,0.2174701,0.7700139,0.48007128,0.37670943,0.17328666,-1,4.129373,9.383083,#6dea7f,5.628745,-2.4028583,#a55e7f,3.4093535,12.254439,#388f7f,5.97142,13.351827,#63b67f,3.8360312,12.224756,#69b57f
49,49,audio_49.wav,0.575997531414032,0.4477725923061371,0.6999521851539612,0.2320069670677185,0.1239546537399292,-0.2157656252384185,0.057085752,0.18577433,0.61470234,0.45432627,0.5039842,0.19631007,0.78291714,0.47578332,0.41790113,0.19534026,-1,4.194059,5.9141574,#6f4c7f,4.1628494,0.39263192,#7bc57f,5.8340635,9.897681,#93497f,6.8085995,10.147793,#7a347f,4.625214,9.182531,#7d397f
50,50,audio_50.wav,0.575997531414032,0.4477725923061371,0.7465977668762207,0.2265081256628036,0.1706002354621887,-0.2212644666433334,0.3236395,0.31783742,0.6983267,0.85735285,0.8393348,0.17857127,0.7672294,0.42457318,0.7527966,0.6834085,-1,9.883809,7.4409494,#f5917f,0.011593365,-3.3162997,#033c7f,8.37535,14.555218,#f2d47f,11.462397,13.015877,#f7a87f,9.402141,11.975009,#f8aa7f
51,51,audio_51.wav,0.575997531414032,0.4477725923061371,0.6784635186195374,0.2895399332046509,0.1024659872055053,-0.1582326591014862,0.039457917,0.5003752,0.08636689,0.29119515,0.02174431,0.19291689,0.7796835,0.4646065,0.31079325,0.1271232,-1,3.441792,5.4392605,#5d377f,4.713694,1.1003186,#8adf7f,5.7216563,9.171166,#8f347f,6.248345,9.602641,#6b1d7f,3.949852,8.708769,#6b267f
52,52,audio_52.wav,0.575997531414032,0.4477725923061371,0.7486810684204102,0.2154294997453689,0.1726835370063781,-0.2323430925607681,0.5950828,0.6593434,0.14847589,0.793808,0.23849404,0.18944417,0.777641,0.46016973,0.7053837,0.5431727,-1,8.930688,8.498416,#dfc17f,1.3236284,-3.8797393,#29277f,6.9394174,14.9434805,#bce07f,10.466559,13.903157,#dccc7f,8.280478,13.088063,#dbd87f
53,53,audio_53.wav,0.575997531414032,0.4477725923061371,0.7119023203849792,0.2289503067731857,0.1359047889709472,-0.2188222855329513,0.089469135,0.888496,0.6325808,0.52944076,0.274916,0.17940095,0.7945597,0.46870655,0.4792087,0.23697355,-1,5.392644,6.2363057,#8b5b7f,3.1223385,-0.07229726,#5db47f,6.563091,10.799233,#ae647f,7.928134,10.4407835,#98407f,5.752119,9.513362,#9a467f
54,54,audio_54.wav,0.575997531414032,0.4477725923061371,0.6927300691604614,0.2823905944824219,0.1167325377464294,-0.1653819978237152,0.06323576,0.6386688,0.9168399,0.39278114,0.2463001,0.17811145,0.7957166,0.46703938,0.38311818,0.15695252,-1,4.1975684,5.911688,#6f4c7f,4.1265182,0.44395435,#7ac77f,5.865925,10.00792,#944c7f,6.8494396,10.105501,#7b327f,4.5339813,9.200654,#7a3a7f
55,55,audio_55.wav,0.575997531414032,0.4477725923061371,0.7378309369087219,0.1938560754060745,0.1618334054946899,-0.2539165169000625,0.28453487,0.33372468,0.30452305,0.4970724,0.39464468,0.18268089,0.7846605,0.46798262,0.6075504,0.3836181,-1,6.724062,8.67438,#abc97f,3.0672104,-2.8502076,#5b4d7f,5.4811583,13.371892,#86b17f,8.404525,13.426109,#a5b97f,6.322899,12.265108,#a9b67f
56,56,audio_56.wav,0.575997531414032,0.4477725923061371,0.7333173155784607,0.1935111731290817,0.1573197841644287,-0.2542614191770553,0.61873496,0.85202444,0.029623866,0.5273169,0.84088737,0.19596246,0.77830756,0.47591656,0.5766581,0.35615692,-1,6.548949,8.243117,#a6b67f,3.2420342,-2.3109746,#60617f,5.6778016,12.968444,#8da57f,8.307532,12.953521,#a2a67f,6.2423854,11.873614,#a6a67f
57,57,audio_57.wav,0.575997531414032,0.4477725923061371,0.6232224702835083,0.3437095284461975,0.0472249388694763,-0.1040630638599395,0.1995545,0.20180589,0.07765126,0.18071967,0.7400095,0.24326316,0.6971675,0.46070254,0.14252853,0.082383044,-1,2.38223,7.339557,#448d7f,6.3391743,-0.2684031,#b9ad7f,3.7094781,9.734571,#43447f,4.891758,11.133119,#465c7f,2.4993024,10.192135,#46627f
58,58,audio_58.wav,0.575997531414032,0.4477725923061371,0.6227313280105591,0.3699462711811065,0.0467337965965271,-0.0778263211250305,0.8002542,0.20481831,0.96067095,0.10234755,0.26579827,0.19093747,0.7236075,0.44878724,0.11284895,0.06296335,-1,1.6561985,6.617667,#336c7f,6.814123,0.7990209,#c7d47f,3.642235,8.685757,#41257f,4.300052,10.518631,#36437f,1.9139299,9.355523,#37407f
59,59,audio_59.wav,0.575997531414032,0.4477725923061371,0.7477567195892334,0.1927363723516464,0.1717591881752014,-0.2550362199544906,0.4329247,0.813726,0.19825369,0.7494536,0.12644428,0.18056156,0.7841053,0.46006188,0.693175,0.49563733,-1,8.921161,9.533313,#dff07f,1.8547354,-4.7066793,#38097f,6.48874,15.56191,#abf27f,9.979652,14.919612,#cff67f,8.283653,13.75034,#dbf37f
60,60,audio_60.wav,0.575997531414032,0.4477725923061371,0.5852784514427185,0.4227796792984009,0.0092809200286865,-0.0249929130077362,0.38695872,0.15113461,0.016018152,0.05972022,0.8675372,0.26827154,0.6621394,0.46994045,0.06855594,0.051033296,-1,0.08102127,7.0525937,#0d807f,8.374364,1.3417153,#f4e87f,2.0809639,8.0360365,#06127f,2.8237858,11.192947,#0e5e7f,0.10757548,9.134961,#09377f
61,61,audio_61.wav,0.575997531414032,0.4477725923061371,0.6412190198898315,0.2702948153018951,0.0652214884757995,-0.1774777770042419,0.76540124,0.624574,0.86661714,0.14943182,0.5833783,0.28586197,0.6927234,0.4798796,0.20093232,0.11595829,-1,2.0915835,7.7148395,#3d9e7f,6.7069564,-0.4682393,#c4a57f,3.3551521,9.795865,#36467f,4.5082335,11.522866,#3c6c7f,2.2044742,10.540582,#3f707f
62,62,audio_62.wav,0.575997531414032,0.4477725923061371,0.7443016767501831,0.1929213553667068,0.1683041453361511,-0.2548512369394302,0.1220392,0.09586984,0.7427599,0.79007185,0.23622489,0.15731515,0.78679144,0.44139528,0.66989243,0.47965237,-1,7.318294,5.741919,#b9447f,1.2976375,-0.5223948,#28a37f,8.0475855,11.820943,#e6837f,9.847855,10.8414955,#cc507f,7.6285124,9.671985,#ca4d7f
