,dist_drive_db,id,p_drive,p_muffle,p_output_db
0,35,0,0.0436946265399456,0.10485878586769104,0.5006647109985352
1,39,1,0.015469362027943134,0.05512988194823265,0.5085312128067017
2,26,2,0.026192450895905495,0.07404130697250366,0.5053943395614624
