,reverb_room_size,id,p_size_m,p_hf_damp,p_mix,p_output_db
0,0.2,0,0.6119025945663452,0.5707418918609619,0.109088234603405,0.49083638191223145
1,0.3,1,0.620389461517334,0.5754423141479492,0.1058659553527832,0.4908097982406616
2,0.4,2,0.6199723482131958,0.575283944606781,0.10354402661323547,0.48991233110427856
