,delay_secs,delay_feedback,id,p_l_delay_ms,p_r_delay,p_feedback,p_fb_tone_lo_hi,p_fb_mix
0,0.6,0.4,0,0.9258253574371338,0.8022011518478394,0.8780403733253479,0.4581246078014374,0.10089988261461258
1,0.7,0.4,1,0.8857542872428894,0.5393211245536804,0.8380680084228516,0.22699309885501862,0.027004770934581757
2,0.4,0.5,2,0.9215142726898193,0.7471287846565247,0.8685512542724609,0.4002898931503296,0.07552661001682281
