,id,audio_file,x_b,x_d,y_hat_b,y_hat_d,brightness_diff,depth_diff,p_freq_hz,p_fine_hz,p_feedback,p_hat_freq_hz,p_hat_fine_hz,p_hat_feedback,class,x_emb_n=0,y_emb_n=0,colour_n=0,x_emb_n=5,y_emb_n=5,colour_n=5,x_emb_n=10,y_emb_n=10,colour_n=10,x_emb_n=25,y_emb_n=25,colour_n=25,x_emb_n=100,y_emb_n=100,colour_n=100
70,70,audio_70.wav,0.6104051470756531,0.4509032666683197,0.8689386248588562,0.0588670819997787,0.2585334777832031,-0.3920361846685409,0.8054347,0.38461214,0.6504777,0.6688457,0.6452281,0.58714354,-1,11.081354,12.546584,#f4db7f,7.8319354,13.929493,#c9e37f,9.555453,11.516007,#cfee7f,9.621345,12.732282,#d8d97f,10.728841,14.430715,#ebdd7f
71,71,audio_71.wav,0.6104051470756531,0.4509032666683197,0.8482447266578674,0.324536919593811,0.2378395795822143,-0.1263663470745086,0.41758877,0.03166592,0.269543,0.48826253,0.58891743,0.74478763,-1,5.418001,-4.3374023,#9d017f,6.8085113,-2.2697406,#b8107f,7.852115,-3.0683563,#b9067f,8.052627,-1.8225926,#c2047f,8.340764,-1.438763,#c6087f
72,72,audio_72.wav,0.6104051470756531,0.4509032666683197,0.8676586151123047,0.0729367509484291,0.2572534680366516,-0.3779665157198906,0.59776115,0.043899834,0.9296175,0.63588315,0.64822197,0.6231473,-1,9.619141,4.4255033,#de727f,10.47821,6.9090223,#f3877f,12.338252,5.128919,#f4887f,11.668395,6.287384,#f47b7f,10.483533,7.6031065,#e7817f
73,73,audio_73.wav,0.6104051470756531,0.4509032666683197,0.8339420557022095,0.330104798078537,0.2235369086265564,-0.1207984685897827,0.4093632,0.9014971,0.88198704,0.41552588,0.50280344,0.7998034,-1,4.6567683,-4.382624,#91007f,6.421409,-2.594992,#b20c7f,7.2460084,-3.202704,#b1047f,7.320598,-1.9281662,#b8027f,7.6410866,-1.6970288,#bb047f
74,74,audio_74.wav,0.6104051470756531,0.4509032666683197,0.8687492609024048,0.0665226578712463,0.2583441138267517,-0.3843806087970733,0.92683744,0.587245,0.27060276,0.6544037,0.6503991,0.6024897,-1,9.308852,2.237461,#d9567f,10.6957245,4.9137588,#f66e7f,12.626836,3.1699395,#f7697f,11.534874,4.2205896,#f25c7f,11.398749,5.598806,#f6667f
75,75,audio_75.wav,0.6104051470756531,0.4509032666683197,0.8006662130355835,0.335486352443695,0.1902610659599304,-0.1154169142246246,0.2629183,0.56991065,0.97955513,0.26921582,0.3738435,0.86817974,-1,-1.9569284,-1.197639,#2a297f,-0.49151918,-2.478752,#430e7f,0.2755467,-0.97116405,#56277f,0.3328225,-0.9434841,#57117f,0.53934973,-0.7658729,#4c117f
76,76,audio_76.wav,0.6104051470756531,0.4509032666683197,0.8690510392189026,0.0602201446890831,0.2586458921432495,-0.3906831219792366,0.7730972,0.8776389,0.4000522,0.66896564,0.6452124,0.5877189,-1,11.177712,14.309785,#f6f27f,6.871295,15.348909,#b9f57f,7.7705083,11.9679785,#b8f57f,9.775113,14.301589,#daf07f,10.324304,15.952258,#e5f17f
77,77,audio_77.wav,0.6104051470756531,0.4509032666683197,0.7986706495285034,0.3356898128986358,0.1882655024528503,-0.1152134537696838,0.07286078,0.86606115,0.024154007,0.26077121,0.36686715,0.8669575,-1,-4.1918607,10.962947,#08c67f,-3.4978855,7.5992537,#13907f,-5.832383,9.460853,#06cd7f,-5.8507867,9.474435,#02aa7f,-4.070766,9.411654,#04997f
78,78,audio_78.wav,0.6104051470756531,0.4509032666683197,0.796545147895813,0.3373120725154876,0.1861400008201599,-0.113591194152832,0.24398053,0.93343645,0.8177609,0.2553156,0.35808942,0.87046105,-1,-2.7779448,0.4834025,#1e3f7f,-1.3078718,-1.0661485,#36207f,-0.9725155,0.41838628,#453d7f,-0.7983238,0.12082324,#48207f,-0.2226929,0.5823089,#40237f
79,79,audio_79.wav,0.6104051470756531,0.4509032666683197,0.8690248727798462,0.060264378786087,0.2586197257041931,-0.3906388878822326,0.7411288,0.7382967,0.4619559,0.6681349,0.6451333,0.58835685,-1,11.291446,15.195719,#f8fd7f,6.1025453,15.891836,#adfc7f,7.0097694,12.449169,#aefc7f,9.493902,15.247872,#d6fe7f,10.804778,16.913305,#ecfe7f
80,80,audio_80.wav,0.6104051470756531,0.4509032666683197,0.8006860613822937,0.335457295179367,0.1902809143066406,-0.1154459714889526,0.08312756,0.6414703,0.885133,0.2663613,0.37310007,0.86770135,-1,-4.684391,10.846787,#00c57f,-3.9190986,7.43383,#0c8e7f,-6.226752,9.248209,#00ca7f,-5.411453,9.389803,#08a87f,-3.6362865,9.243874,#0b977f
81,81,audio_81.wav,0.6104051470756531,0.4509032666683197,0.8689424395561218,0.0591196566820144,0.2585372924804687,-0.3917836099863052,0.6888583,0.8588281,0.6695898,0.66832036,0.64528507,0.58807504,-1,11.040032,12.640058,#f4dc7f,7.744478,13.995487,#c7e37f,9.382096,11.442351,#cdec7f,9.657782,12.867166,#d8db7f,10.653401,14.499037,#eade7f
82,82,audio_82.wav,0.6104051470756531,0.4509032666683197,0.8689745664596558,0.0642458200454711,0.2585694193840027,-0.3866574466228485,0.630734,0.84097385,0.89263314,0.6661867,0.6462371,0.58937544,-1,10.100974,7.856313,#e59e7f,9.483946,9.73555,#e3ac7f,12.131173,7.831357,#f1b37f,10.847941,8.890211,#e9a17f,10.573582,10.110204,#e9a37f
83,83,audio_83.wav,0.6104051470756531,0.4509032666683197,0.8689693808555603,0.0660809502005577,0.2585642337799072,-0.384822316467762,0.7133186,0.3633886,0.3442756,0.6695782,0.64491105,0.5876771,-1,11.288672,13.697214,#f8ea7f,7.378236,14.769255,#c1ed7f,8.533438,11.938277,#c2f47f,9.706702,13.761388,#d9e87f,10.571863,15.566574,#e9ec7f
84,84,audio_84.wav,0.6104051470756531,0.4509032666683197,0.8690373301506042,0.058293092995882,0.2586321830749511,-0.3926101736724376,0.8489068,0.43082738,0.5876596,0.66997606,0.6450687,0.585689,-1,9.954681,8.458551,#e3a67f,9.281678,10.262575,#e0b37f,11.788176,8.154538,#ecb87f,10.560281,9.409796,#e5a97f,10.5736685,10.690538,#e9ab7f
85,85,audio_85.wav,0.6104051470756531,0.4509032666683197,0.8236483931541443,0.3362001776695251,0.2132432460784912,-0.1147030889987945,0.34435797,0.036609292,0.66385984,0.37266365,0.48048913,0.8200558,-1,1.8477585,-4.0326085,#65057f,3.7678123,-3.5596588,#87007f,4.563601,-2.9844782,#8e077f,4.456681,-1.8267311,#90047f,4.677626,-1.9009556,#8d017f
86,86,audio_86.wav,0.6104051470756531,0.4509032666683197,0.8339381217956543,0.3321641981601715,0.2235329747200012,-0.1187390685081482,0.35683626,0.37334162,0.17107624,0.40995872,0.521578,0.7958201,-1,2.6865897,-4.2386637,#72027f,4.8136406,-3.367505,#98027f,5.4227104,-3.2193692,#99047f,5.427397,-1.9600011,#9e027f,5.5854983,-1.9272741,#9b017f
87,87,audio_87.wav,0.6104051470756531,0.4509032666683197,0.8690245151519775,0.0605124309659004,0.2586193680763244,-0.3903908357024193,0.6425613,0.65291417,0.17478609,0.6683682,0.6456072,0.58770984,-1,9.822282,8.613152,#e1a87f,9.061047,10.28947,#dcb37f,11.698042,8.347923,#ebbb7f,10.421837,9.361223,#e3a87f,10.487128,10.831277,#e7ad7f
88,88,audio_88.wav,0.6104051470756531,0.4509032666683197,0.8166583776473999,0.3387942910194397,0.2062532305717468,-0.11210897564888,0.29329258,0.65070385,0.051415026,0.33751148,0.44565493,0.8418644,-1,-1.0085752,-1.5615686,#39247f,0.53768283,-2.3034234,#54107f,1.1545345,-1.2207824,#61237f,1.1444029,-0.88535404,#63117f,1.4183488,-0.97242606,#5a0e7f
89,89,audio_89.wav,0.6104051470756531,0.4509032666683197,0.8553298711776733,0.3136300444602966,0.2449247241020202,-0.137273222208023,0.4260701,0.17861813,0.33561772,0.53702974,0.6046673,0.7166587,-1,5.866021,-4.290147,#a4017f,7.1488543,-1.9347242,#be157f,8.207387,-2.9424455,#bd087f,8.457082,-1.7450246,#c8057f,8.707651,-1.2521145,#cc0a7f
90,90,audio_90.wav,0.6104051470756531,0.4509032666683197,0.8688706159591675,0.06150958314538,0.2584654688835144,-0.3893936835229397,0.56963575,0.11185485,0.3698392,0.6594689,0.64920473,0.59728265,-1,9.525955,2.3098352,#dc577f,11.016094,4.8254137,#fc6c7f,13.038332,3.0150619,#fd677f,11.878766,4.067076,#f75a7f,11.634416,5.5505967,#f9667f
91,91,audio_91.wav,0.6104051470756531,0.4509032666683197,0.8690840601921082,0.0608940720558166,0.2586789131164551,-0.390009194612503,0.76289654,0.62185705,0.41912383,0.6690368,0.64496005,0.5879266,-1,11.297377,14.7726755,#f8f87f,6.4971857,15.6620245,#b3f97f,7.4753776,12.172016,#b4f87f,9.628333,14.833426,#d8f87f,10.509265,16.578012,#e8fa7f
92,92,audio_92.wav,0.6104051470756531,0.4509032666683197,0.8690465092658997,0.0601947978138923,0.2586413621902466,-0.3907084688544273,0.65354884,0.37653112,0.023454666,0.668879,0.64530593,0.58717424,-1,9.724518,9.0156765,#dfad7f,8.937274,10.7469225,#dab97f,11.546683,8.810493,#e9c37f,10.229923,10.014994,#e0b17f,10.446221,11.39568,#e7b47f
93,93,audio_93.wav,0.6104051470756531,0.4509032666683197,0.7941113710403442,0.335328072309494,0.1837062239646911,-0.1155751943588256,0.038981855,0.29917097,0.9876192,0.2519104,0.35488394,0.8699102,-1,-4.3942266,12.057737,#04d47f,-4.007855,8.421053,#0b9b7f,-6.1594996,10.323158,#01db7f,-5.767769,10.270015,#03b57f,-4.0324564,10.2156105,#05a47f
94,94,audio_94.wav,0.6104051470756531,0.4509032666683197,0.8621936440467834,0.0914695262908935,0.2517884969711303,-0.3594337403774261,0.9894183,0.77211875,0.7695491,0.5887104,0.64062774,0.669853,-1,8.9204,-1.6571115,#d3237f,9.2942705,1.2345198,#e03e7f,11.484139,-0.5377349,#e82e7f,11.639564,0.17766973,#f4217f,10.927352,1.6139847,#ee317f
95,95,audio_95.wav,0.6104051470756531,0.4509032666683197,0.8690062761306763,0.0601635314524173,0.2586011290550232,-0.3907397352159023,0.84656197,0.25530702,0.5102187,0.66909325,0.64493334,0.5863162,-1,10.050573,8.827584,#e4ab7f,9.280561,10.717679,#e0b97f,11.504011,8.575745,#e9bf7f,10.474226,9.879445,#e4af7f,10.651859,11.105355,#eab07f
96,96,audio_96.wav,0.6104051470756531,0.4509032666683197,0.8082202672958374,0.3382582366466522,0.1978151202201843,-0.1126450300216674,0.26595026,0.8716534,0.16409487,0.29386878,0.40118974,0.85936254,-1,-1.4889979,-1.0661627,#312b7f,-0.14862731,-1.9908344,#49147f,0.5062492,-0.66127366,#592c7f,0.3980544,-0.48638317,#58177f,0.8796809,-0.5188445,#51147f
97,97,audio_97.wav,0.6104051470756531,0.4509032666683197,0.8685728907585144,0.0671247094869613,0.2581677436828613,-0.3837785571813583,0.5412276,0.21688014,0.34017515,0.65271896,0.6517292,0.6034043,-1,9.501809,0.587771,#dc407f,10.308366,3.299074,#f0597f,12.2492895,1.5371493,#f24f7f,12.087469,2.5452487,#fa447f,11.599,3.9201553,#f9507f
98,98,audio_98.wav,0.6104051470756531,0.4509032666683197,0.8690565228462219,0.0608463212847709,0.2586513757705688,-0.3900569453835487,0.74590164,0.11100739,0.6270722,0.66737044,0.64495236,0.5900723,-1,11.3946085,14.991766,#f9fa7f,6.2030334,15.648155,#aef97f,7.070707,12.351395,#affb7f,9.268946,14.849489,#d3f87f,10.903766,16.702562,#eefb7f
99,99,audio_99.wav,0.6104051470756531,0.4509032666683197,0.8385162949562073,0.330397367477417,0.2281111478805542,-0.1205058991909027,0.43452293,0.14813167,0.4309796,0.43402192,0.5281247,0.7882573,-1,6.103092,-4.199809,#a7027f,7.3089542,-1.794665,#c0177f,8.495705,-2.8600585,#c1097f,8.79149,-1.5936065,#cc077f,8.8586445,-1.1744138,#ce0b7f
100,100,audio_100.wav,0.6104051470756531,0.4509032666683197,0.8048341870307922,0.3379852473735809,0.1944290399551391,-0.1129180192947387,0.14647114,0.82420796,0.6406177,0.2830543,0.390636,0.86187243,-1,-4.3780317,6.992527,#05937f,-3.0622134,4.4996142,#1a687f,-4.6924148,6.2444654,#149a7f,-4.0684967,5.8170767,#1a747f,-2.904589,6.1284633,#166d7f
101,101,audio_101.wav,0.6104051470756531,0.4509032666683197,0.869056761264801,0.0609359480440616,0.2586516141891479,-0.389967318624258,0.66189677,0.28158337,0.2667325,0.66976243,0.6451322,0.58643305,-1,10.001235,9.343065,#e4b17f,8.96806,11.034125,#dbbd7f,11.218144,8.948293,#e5c57f,10.2111845,10.409454,#e0b77f,10.660987,11.72012,#eab97f
102,102,audio_102.wav,0.6104051470756531,0.4509032666683197,0.8690361976623535,0.0592652298510074,0.2586310505867004,-0.3916380368173122,0.65285265,0.55203575,0.47693557,0.66995686,0.6450531,0.5866067,-1,10.103817,8.918567,#e5ac7f,9.2497015,10.832686,#dfba7f,11.29455,8.75803,#e6c27f,10.340958,10.08605,#e2b27f,10.629679,11.393159,#eab47f
103,103,audio_103.wav,0.6104051470756531,0.4509032666683197,0.8047505617141724,0.336281955242157,0.1943454146385193,-0.1146213114261627,0.07500833,0.806276,0.74906623,0.27897072,0.3869997,0.8622143,-1,-4.5723147,10.994818,#02c77f,-3.8083274,7.493861,#0e8f7f,-6.142903,9.361123,#01cb7f,-5.494628,9.459631,#07a97f,-3.7488773,9.313472,#09987f
104,104,audio_104.wav,0.6104051470756531,0.4509032666683197,0.8356156349182129,0.3313121795654297,0.2252104878425598,-0.11959108710289,0.32767695,0.22280139,0.2664827,0.41945237,0.5279683,0.7888394,-1,1.0629921,-3.533504,#590b7f,2.8395433,-3.5034332,#78007f,3.5229852,-2.532228,#800f7f,3.6001813,-1.7520945,#85057f,3.7699127,-1.7141778,#7e047f
105,105,audio_105.wav,0.6104051470756531,0.4509032666683197,0.8678039908409119,0.0748268067836761,0.2573988437652588,-0.3760764598846435,0.97309756,0.64149,0.34461337,0.63870007,0.65331656,0.6171715,-1,9.04149,-0.78682345,#d52e7f,9.606429,2.0529625,#e5487f,11.652885,0.30626118,#eb3c7f,11.769158,1.0397363,#f62e7f,11.096289,2.5204244,#f13d7f
106,106,audio_106.wav,0.6104051470756531,0.4509032666683197,0.8026233315467834,0.3350858092308044,0.1922181844711303,-0.1158174574375152,0.20599908,0.4405476,0.15144676,0.27466616,0.3819885,0.86441123,-1,-3.5855803,2.8430247,#115d7f,-2.2047987,1.1617274,#283d7f,-2.3827093,2.8193502,#33647f,-2.464576,2.739609,#31477f,-1.1264694,2.666116,#323f7f
107,107,audio_107.wav,0.6104051470756531,0.4509032666683197,0.8651553988456726,0.0881382897496223,0.2547502517700195,-0.3627649769186973,0.49829978,0.14366186,0.91122127,0.61266226,0.6456051,0.6467836,-1,8.746044,-1.877667,#d0207f,9.15024,1.0033128,#de3b7f,11.235654,-0.7694663,#e52b7f,11.445818,0.007447407,#f11f7f,10.764696,1.3214319,#ec2d7f
108,108,audio_108.wav,0.6104051470756531,0.4509032666683197,0.8025777339935303,0.3376301825046539,0.1921725869178772,-0.1132730841636657,0.09243643,0.26243424,0.89050174,0.27266255,0.3800367,0.8652016,-1,-4.64044,9.973299,#01ba7f,-3.7273407,6.8069797,#0f867f,-5.982205,8.460653,#04bd7f,-5.0729375,8.598074,#0c9d7f,-3.5067046,8.654977,#0d8f7f
109,109,audio_109.wav,0.6104051470756531,0.4509032666683197,0.8026250600814819,0.3377303183078766,0.1922199130058288,-0.1131729483604431,0.27477866,0.40747803,0.98510385,0.2740068,0.37880668,0.86616266,-1,-1.7153676,-1.3584019,#2e277f,-0.20824246,-2.6045659,#480c7f,0.43454108,-1.1042459,#58257f,0.49737462,-1.0416609,#5a0f7f,0.80382603,-0.94497985,#500e7f
110,110,audio_110.wav,0.6104051470756531,0.4509032666683197,0.8680752515792847,0.0753729417920112,0.2576701045036316,-0.3755303248763084,0.9509625,0.3224951,0.8307711,0.64642173,0.6498826,0.6122654,-1,9.802893,0.9396799,#e1457f,10.694713,3.4808319,#f65b7f,12.604459,1.6962448,#f7527f,12.346619,2.8681421,#fe497f,11.880312,4.1702347,#fd537f
111,111,audio_111.wav,0.6104051470756531,0.4509032666683197,0.7987293004989624,0.3353826999664306,0.1883241534233093,-0.115520566701889,0.2560848,0.7642056,0.66294384,0.26522246,0.36962953,0.8690958,-1,-2.0386717,-1.0840291,#292b7f,-0.47742507,-2.3272734,#43107f,0.15586264,-0.8715806,#54297f,0.14028731,-0.77888966,#55137f,0.42417532,-0.569328,#4a137f
112,112,audio_112.wav,0.6104051470756531,0.4509032666683197,0.869029700756073,0.0589605309069156,0.2586245536804199,-0.391942735761404,0.83352774,0.27186757,0.53374916,0.670232,0.6447724,0.58594126,-1,10.07715,9.5650835,#e5b47f,8.936025,11.293432,#dac07f,11.174694,9.209279,#e4c97f,10.153781,10.588251,#dfba7f,10.660395,11.8696995,#eabb7f
113,113,audio_113.wav,0.6104051470756531,0.4509032666683197,0.8690211772918701,0.0573676228523254,0.258616030216217,-0.3935356438159942,0.7017601,0.70180994,0.34063685,0.6691732,0.6451513,0.5874934,-1,11.19299,13.588335,#f6e87f,7.388377,14.7952175,#c1ee7f,8.556863,11.824685,#c2f37f,9.861289,13.723317,#dbe87f,10.400162,15.428181,#e6ea7f
114,114,audio_114.wav,0.6104051470756531,0.4509032666683197,0.8689290285110474,0.0624378137290477,0.2585238814353943,-0.3884654529392719,0.7220294,0.37900925,0.9245746,0.6630407,0.6468714,0.5943716,-1,11.426748,14.311584,#faf27f,6.7332416,15.120442,#b7f27f,8.053352,12.212223,#bbf97f,9.447084,14.1515465,#d5ee7f,10.640679,16.03286,#eaf27f
115,115,audio_115.wav,0.6104051470756531,0.4509032666683197,0.8690524101257324,0.0602279603481292,0.2586472630500793,-0.3906753063201904,0.6802115,0.47039247,0.22118807,0.6694037,0.6453045,0.58753455,-1,10.656968,12.5376005,#eedb7f,8.213807,13.913248,#cfe27f,9.426258,11.028803,#cde67f,10.097519,12.495586,#dfd67f,10.267416,14.24833,#e4db7f
116,116,audio_116.wav,0.6104051470756531,0.4509032666683197,0.8323895931243896,0.3323566317558288,0.2219844460487365,-0.1185466349124908,0.31899452,0.84479976,0.7776618,0.40630588,0.5136243,0.7986069,-1,0.8935353,-3.4026082,#560d7f,2.6452978,-3.4554644,#75017f,3.3537023,-2.4528332,#7e107f,3.4060218,-1.7268091,#82057f,3.6382234,-1.7447509,#7c037f
117,117,audio_117.wav,0.6104051470756531,0.4509032666683197,0.8174724578857422,0.3355603814125061,0.2070673108100891,-0.1153428852558136,0.18438041,0.4561321,0.75176615,0.3408396,0.45254913,0.8393009,-1,-3.6726727,3.6757648,#10687f,-2.5327864,1.7650381,#22457f,-2.905493,3.4407518,#2c6d7f,-2.99991,3.195292,#294d7f,-1.5592408,3.2186365,#2b467f
118,118,audio_118.wav,0.6104051470756531,0.4509032666683197,0.8688903450965881,0.0617574490606784,0.258485198020935,-0.3891458176076412,0.5742922,0.18668938,0.4619589,0.6604789,0.6490816,0.5965797,-1,9.314534,2.6933765,#d95b7f,10.822389,5.201441,#f8717f,12.803682,3.5754893,#fa707f,11.636369,4.4685774,#f4607f,11.432811,6.0104337,#f66c7f
119,119,audio_119.wav,0.6104051470756531,0.4509032666683197,0.7966057062149048,0.3347387313842773,0.1862005591392517,-0.1161645352840423,0.09758484,0.2284919,0.55918545,0.2587903,0.36412397,0.8688866,-1,-4.4686546,9.75205,#03b77f,-3.4734464,6.63468,#13847f,-5.771543,8.333066,#06bb7f,-5.164935,8.408508,#0b9a7f,-3.5759077,8.405558,#0c8c7f
120,120,audio_120.wav,0.6104051470756531,0.4509032666683197,0.7986524701118469,0.337127685546875,0.1882473230361938,-0.1137755811214447,0.111362636,0.19097054,0.36214173,0.26184264,0.3672823,0.8685753,-1,-4.3839746,8.938685,#05ac7f,-3.1970105,5.9060154,#187a7f,-5.3981814,7.7628036,#0bb27f,-4.964212,7.669901,#0e8f7f,-3.5197752,7.6597323,#0d827f
121,121,audio_121.wav,0.6104051470756531,0.4509032666683197,0.8627196550369263,0.0850297808647155,0.2523145079612732,-0.3658734858036041,0.467422,0.14666355,0.41715223,0.5930185,0.63665485,0.67064977,-1,7.6558104,-3.3799975,#bf0d7f,8.209493,-0.6645693,#cf257f,10.032662,-1.9785014,#d5177f,10.312741,-1.218819,#e10d7f,9.835437,-0.027967088,#dd1b7f
122,122,audio_122.wav,0.6104051470756531,0.4509032666683197,0.8026337623596191,0.3354541063308716,0.192228615283966,-0.1154491603374481,0.1326654,0.5170842,0.86748195,0.2767947,0.38429245,0.86404145,-1,-4.419549,7.3466516,#04987f,-3.0967999,4.685236,#196b7f,-4.874632,6.509391,#129e7f,-4.1702347,6.03194,#19777f,-3.0862699,6.4684896,#14727f
123,123,audio_123.wav,0.6104051470756531,0.4509032666683197,0.8680965900421143,0.0718260630965232,0.2576914429664612,-0.3790772035717964,0.49019057,0.6782233,0.76440483,0.6459279,0.65144926,0.6108655,-1,8.548462,-2.200624,#cd1c7f,8.967208,0.7223023,#db377f,11.160372,-0.92332673,#e4287f,11.350093,-0.23206516,#f01b7f,10.604525,1.0818125,#e9297f
124,124,audio_124.wav,0.6104051470756531,0.4509032666683197,0.7940946817398071,0.3350056111812591,0.183689534664154,-0.1158976554870605,0.23739415,0.3156919,0.5503935,0.2508375,0.35220757,0.87159365,-1,-2.8505373,0.7859966,#1c437f,-1.4641232,-0.7443061,#33247f,-1.1558111,0.7920574,#43437f,-0.96529895,0.4568785,#45257f,-0.31406108,0.79696834,#3f267f
125,125,audio_125.wav,0.6104051470756531,0.4509032666683197,0.7965813279151917,0.3346202969551086,0.1861761808395385,-0.116282969713211,0.057085752,0.18577433,0.61470234,0.25625888,0.36070204,0.8695873,-1,-4.4210515,12.277565,#04d77f,-3.9900274,8.468425,#0b9c7f,-6.0716634,10.438474,#02dd7f,-5.7469893,10.470217,#03b87f,-4.0804167,10.206063,#04a47f
126,126,audio_126.wav,0.6104051470756531,0.4509032666683197,0.8643985986709595,0.0870369598269462,0.2539934515953064,-0.3638663068413734,0.45432627,0.5039842,0.3236395,0.6072691,0.6442792,0.65190375,-1,7.4684267,-3.5612366,#bc0b7f,8.098985,-0.8222189,#cd237f,9.797959,-2.19563,#d2147f,10.03798,-1.3502926,#de0b7f,9.713373,-0.26732108,#db177f
127,127,audio_127.wav,0.6104051470756531,0.4509032666683197,0.8452733755111694,0.325076162815094,0.2348682284355163,-0.1258271038532257,0.31783742,0.6983267,0.85735285,0.47105375,0.57089835,0.75706255,-1,0.9113865,-3.4182513,#570c7f,2.5626144,-3.4310572,#74017f,3.3328433,-2.4363196,#7e107f,3.3374052,-1.6990057,#81067f,3.6270418,-1.7969506,#7c037f
128,128,audio_128.wav,0.6104051470756531,0.4509032666683197,0.8690364360809326,0.0598580464720726,0.2586312890052795,-0.3910452201962471,0.8393348,0.039457917,0.5003752,0.6696483,0.64495087,0.58600664,-1,10.069474,9.482573,#e5b37f,9.047461,11.191114,#dcbf7f,11.216021,9.107264,#e5c77f,10.269423,10.34352,#e1b67f,10.735078,11.655181,#ebb87f
129,129,audio_129.wav,0.6104051470756531,0.4509032666683197,0.7986857295036316,0.3359628021717071,0.1882805824279785,-0.1149404644966125,0.08636689,0.29119515,0.02174431,0.2607512,0.3660432,0.86820537,-1,-4.1365275,10.517268,#08c17f,-3.3346622,7.32881,#158d7f,-5.709833,9.126694,#07c87f,-5.758682,9.04548,#03a37f,-4.1070995,8.956092,#04937f
130,130,audio_130.wav,0.6104051470756531,0.4509032666683197,0.8690093755722046,0.0587571263313293,0.2586042284965515,-0.3921461403369903,0.5950828,0.6593434,0.14847589,0.6660589,0.6463084,0.58975226,-1,9.022672,4.466726,#d4727f,9.983427,6.777728,#eb867f,12.861841,5.3025436,#fa8b7f,11.144126,6.266649,#ed7a7f,10.932988,7.8066344,#ee847f
131,131,audio_131.wav,0.6104051470756531,0.4509032666683197,0.8690209984779358,0.0573781281709671,0.2586158514022827,-0.3935251384973526,0.793808,0.23849404,0.089469135,0.6688793,0.64527774,0.58745104,-1,10.997884,13.652392,#f3e97f,7.5445166,14.855186,#c4ef7f,8.434375,11.681216,#c0f07f,9.910133,13.560412,#dce57f,10.202278,15.424352,#e3ea7f
