,id,audio_file,x_b,x_d,y_hat_b,y_hat_d,brightness_diff,depth_diff,p_drive,p_muffle,p_output_db,p_hat_drive,p_hat_muffle,p_hat_output_db,class,x_emb_n=0,y_emb_n=0,colour_n=0,x_emb_n=5,y_emb_n=5,colour_n=5,x_emb_n=10,y_emb_n=10,colour_n=10,x_emb_n=25,y_emb_n=25,colour_n=25,x_emb_n=100,y_emb_n=100,colour_n=100
795,795,audio_795.wav,0.6104051470756531,0.4509032666683197,0.5086770057678223,0.5720394849777222,-0.1017281413078308,0.1211362183094024,0.72864974,0.5065361,0.12352228,0.72342587,0.4872166,0.44846496,-1,1.6269733,13.464968,#84bc7f,1.1846668,17.050995,#8abb7f,7.3286605,15.312174,#92cf7f,7.6230035,19.92302,#72cd7f,5.58382,18.40287,#87cd7f
796,796,audio_796.wav,0.6104051470756531,0.4509032666683197,0.5160657167434692,0.5627716183662415,-0.0943394303321838,0.1118683516979217,0.93838644,0.3507594,0.04497665,0.6516407,0.45416415,0.42295867,-1,0.20981312,12.262618,#54837f,-0.037425812,16.07823,#60877f,5.63751,14.858285,#5aaf7f,8.95006,18.633442,#9f807f,4.178559,17.149115,#57887f
797,797,audio_797.wav,0.6104051470756531,0.4509032666683197,0.45523202419281,0.6180278658866882,-0.155173122882843,0.1671245992183685,0.58725125,0.84166133,0.6090798,0.76263136,0.7795104,0.53472155,-1,3.402156,13.785829,#c0cb7f,3.025593,17.177095,#c9c17f,9.014013,14.695321,#caa37f,5.7054796,19.889385,#31cb7f,7.5381,18.204838,#cac27f
798,798,audio_798.wav,0.6104051470756531,0.4509032666683197,0.5230986475944519,0.5598500370979309,-0.0873064994812011,0.1089467704296112,0.29997402,0.14292878,0.38377553,0.65355575,0.41559878,0.4184884,-1,-0.95822585,11.016379,#2c477f,-1.6641569,15.049236,#29507f,3.8709514,14.291328,#1f867f,10.6779175,18.171238,#da647f,2.9506764,16.0834,#2e4d7f
799,799,audio_799.wav,0.6104051470756531,0.4509032666683197,0.4613382816314697,0.6205008625984192,-0.1490668654441833,0.1695975959300995,0.13667047,0.9202837,0.43291068,0.75203574,0.74299806,0.515092,-1,4.150682,12.775852,#d99b7f,3.5125234,16.224659,#d98e7f,9.031653,13.638015,#ca577f,5.5164647,18.681957,#2b837f,7.95978,17.303425,#d9907f
800,800,audio_800.wav,0.6104051470756531,0.4509032666683197,0.5519905090332031,0.5351454615592957,-0.0584146380424499,0.0842421948909759,0.3949746,0.20382774,0.19830847,0.50671935,0.28970176,0.41723254,-1,-0.42053887,11.578608,#3e627f,-0.9075722,15.534802,#436a7f,4.6671414,14.752672,#3aa77f,9.900033,18.587723,#c07d7f,3.545507,16.742233,#42717f
801,801,audio_801.wav,0.6104051470756531,0.4509032666683197,0.5363236665725708,0.5509404540061951,-0.0740814805030822,0.1000371873378753,0.8117231,0.19847369,0.3859052,0.60152036,0.3603409,0.4098527,-1,-0.85214,12.157172,#307e7f,-1.645519,15.930679,#297f7f,4.1661057,15.121213,#29c17f,10.322893,18.718239,#ce857f,2.8079777,16.652475,#296c7f
802,802,audio_802.wav,0.6104051470756531,0.4509032666683197,0.486927717924118,0.5846670269966125,-0.123477429151535,0.1337637603282928,0.54913956,0.53641474,0.08778238,0.74303263,0.5963441,0.47477448,-1,2.5002327,13.066307,#a1a97f,2.0500522,16.671082,#a8a67f,7.8412266,14.62194,#a39e7f,6.8314257,19.40964,#58af7f,6.4851375,17.83146,#a6ae7f
803,803,audio_803.wav,0.6104051470756531,0.4509032666683197,0.5003791451454163,0.5751919150352478,-0.1100260019302368,0.1242886483669281,0.23464346,0.57407784,0.9443709,0.69967026,0.52626044,0.44469938,-1,0.64527965,12.458175,#628c7f,0.59646213,16.374445,#76967f,6.2372117,14.530905,#6e977f,8.378172,18.990656,#8c957f,5.0162196,17.465532,#74997f
804,804,audio_804.wav,0.6104051470756531,0.4509032666683197,0.5754879713058472,0.4829712808132171,-0.0349171757698059,0.0320680141448974,0.71140474,0.063962996,0.54569995,0.1945334,0.1843098,0.45814672,-1,-1.742947,11.541,#11607f,-2.346314,15.466549,#11667f,3.580368,15.224518,#15c97f,11.066528,18.864021,#e78e7f,2.2044318,16.499565,#14647f
805,805,audio_805.wav,0.6104051470756531,0.4509032666683197,0.5121768116950989,0.567339301109314,-0.0982283353805542,0.1164360344409942,0.7953273,0.42338377,0.44264448,0.70112914,0.4729651,0.4394777,-1,1.0493451,13.650604,#70c57f,0.5435844,17.350782,#74cb7f,6.7845154,15.769422,#80f07f,8.346459,20.067137,#8bd67f,5.001059,18.579851,#74d77f
806,806,audio_806.wav,0.6104051470756531,0.4509032666683197,0.466064304113388,0.6143995523452759,-0.144340842962265,0.1634962856769561,0.109310985,0.848378,0.1891771,0.7564413,0.71489364,0.510483,-1,4.296887,12.139695,#de7d7f,3.5177329,15.564803,#da6b7f,8.803213,13.163343,#c3357f,5.7171984,17.922916,#32557f,7.854869,16.633905,#d56b7f
807,807,audio_807.wav,0.6104051470756531,0.4509032666683197,0.4749838411808014,0.60298752784729,-0.1354213058948516,0.1520842611789703,0.354519,0.62787825,0.43524677,0.7521377,0.66427577,0.49419942,-1,2.8107717,12.843575,#ac9e7f,2.2375097,16.51787,#ae9e7f,8.05834,14.39247,#aa8d7f,6.6651506,18.942478,#52937f,6.652464,17.55069,#ac9e7f
808,808,audio_808.wav,0.6104051470756531,0.4509032666683197,0.4862231612205505,0.5898231863975525,-0.1241819858551025,0.1389199197292328,0.5460747,0.57213783,0.7208848,0.7276491,0.6037017,0.46862602,-1,2.8781638,14.478908,#aeec7f,2.3749983,18.058052,#b3f07f,8.250268,15.730269,#b1ed7f,6.597602,20.556812,#50f37f,5.823853,18.194635,#90c27f
809,809,audio_809.wav,0.6104051470756531,0.4509032666683197,0.4774034917354584,0.6001585125923157,-0.1330016553401947,0.1492552459239959,0.8311615,0.69031364,0.13211042,0.7055349,0.64703476,0.46497425,-1,3.3878508,13.458672,#bfbc7f,2.7455888,17.012869,#bfb97f,8.824169,14.709434,#c4a47f,6.1690784,19.531391,#41b67f,7.2293067,17.991554,#c0b67f
810,810,audio_810.wav,0.6104051470756531,0.4509032666683197,0.5496609210968018,0.5397116541862488,-0.0607442259788513,0.088808387517929,0.7518607,0.036749005,0.53035116,0.42346022,0.29593682,0.4260136,-1,-2.1236145,11.628339,#05647f,-2.5163133,15.655302,#0c707f,3.3446827,15.449537,#0ed97f,11.412716,19.147984,#f39f7f,1.8305793,16.813854,#07757f
811,811,audio_811.wav,0.6104051470756531,0.4509032666683197,0.5340985059738159,0.5523567795753479,-0.0763066411018371,0.1014535129070282,0.30734044,0.14707726,0.9982789,0.54893523,0.3682928,0.4199561,-1,-0.7613099,11.407735,#335a7f,-1.6181797,15.525096,#2a697f,4.3001447,14.765604,#2da87f,10.386358,18.734507,#d0867f,3.0350695,17.002464,#30807f
812,812,audio_812.wav,0.6104051470756531,0.4509032666683197,0.4946510195732116,0.5808053016662598,-0.1157541275024414,0.12990203499794,0.24763101,0.54119843,0.18207633,0.71009773,0.5572733,0.4535073,-1,2.4269001,12.692779,#9f977f,2.088519,16.128145,#a9897f,7.6818266,14.314656,#9e887f,7.1286373,18.842636,#628d7f,6.3192883,17.398336,#a1967f
813,813,audio_813.wav,0.6104051470756531,0.4509032666683197,0.5247418284416199,0.5566582083702087,-0.0856633186340332,0.105754941701889,0.94103783,0.4276898,0.6932387,0.67989236,0.4134757,0.42384928,-1,0.2874187,12.800622,#569c7f,-0.5123413,16.485508,#509c7f,5.6286807,15.450357,#59d97f,9.224547,19.322947,#a9a97f,4.1354184,17.524467,#569d7f
814,814,audio_814.wav,0.6104051470756531,0.4509032666683197,0.5311794877052307,0.5528565049171448,-0.0792256593704223,0.101953238248825,0.73420763,0.22266287,0.042234063,0.607445,0.3835877,0.413168,-1,-0.9188241,11.800886,#2d6d7f,-1.2424269,15.866397,#377b7f,4.4957485,15.326344,#34d07f,10.176447,19.127058,#c99e7f,3.1862717,17.06522,#36837f
815,815,audio_815.wav,0.6104051470756531,0.4509032666683197,0.5489376783370972,0.5397512316703796,-0.0614674687385559,0.0888479650020599,0.5463354,0.06849748,0.8846792,0.40582785,0.30299768,0.4313036,-1,-1.516346,11.413687,#195a7f,-2.0916827,15.722786,#1a747f,3.6091106,14.844521,#16ae7f,11.044169,18.951305,#e7937f,2.3306396,16.606457,#186a7f
816,816,audio_816.wav,0.6104051470756531,0.4509032666683197,0.5231154561042786,0.5596677660942078,-0.0872896909713745,0.108764499425888,0.46425223,0.3600484,0.37443143,0.67260075,0.416368,0.4225793,-1,-0.5540185,12.199565,#3a807f,-0.92651665,16.377724,#42977f,4.762208,15.421429,#3dd77f,9.820742,19.380774,#bdad7f,3.627661,17.299107,#45907f
817,817,audio_817.wav,0.6104051470756531,0.4509032666683197,0.4667401611804962,0.6134691834449768,-0.1436649858951568,0.1625659167766571,0.7580028,0.7735343,0.7177649,0.7320832,0.7097864,0.49245116,-1,3.0447257,13.973055,#b4d47f,2.2748215,17.43313,#afcf7f,8.720948,15.474683,#c0db7f,6.4209905,20.160019,#4adc7f,7.015853,18.61247,#b8d97f
818,818,audio_818.wav,0.6104051470756531,0.4509032666683197,0.4980510473251343,0.5773025751113892,-0.1123540997505188,0.1263993084430694,0.10094452,0.5427748,0.7443346,0.69518,0.54271746,0.44448674,-1,2.0052416,10.865367,#91407f,1.3181562,14.672892,#8f3c7f,6.373273,13.237102,#723b7f,7.9412174,17.410706,#7d377f,5.562897,15.963756,#87467f
819,819,audio_819.wav,0.6104051470756531,0.4509032666683197,0.479047566652298,0.595592200756073,-0.1313575804233551,0.1446889340877533,0.88631225,0.6010326,0.4229884,0.7485258,0.64202267,0.48796487,-1,2.4146194,13.228268,#9eb17f,1.7838848,16.936655,#9eb47f,7.7646027,14.868805,#a0af7f,7.506558,19.795916,#6ec67f,6.1199837,18.05333,#9aba7f
820,820,audio_820.wav,0.6104051470756531,0.4509032666683197,0.4567719101905823,0.6162291765213013,-0.1536332368850708,0.1653259098529815,0.61719227,0.8377149,0.4631812,0.76985097,0.7711801,0.5383575,-1,3.9773114,14.336436,#d3e67f,3.3959796,17.787695,#d5e27f,9.7344265,15.123621,#e2c27f,5.385798,20.428623,#26ec7f,7.9498386,19.074455,#d8f27f
821,821,audio_821.wav,0.6104051470756531,0.4509032666683197,0.458237737417221,0.615420937538147,-0.152167409658432,0.1645176708698272,0.8061912,0.8219021,0.83357006,0.7483033,0.7620375,0.5188221,-1,3.8799498,14.417532,#d0e97f,3.62269,18.26257,#ddfb7f,9.919999,15.363878,#e8d37f,5.0648947,20.650188,#1cf97f,8.447021,18.92046,#e9ea7f
822,822,audio_822.wav,0.6104051470756531,0.4509032666683197,0.4869275987148285,0.5846438407897949,-0.1234775483608245,0.1337405741214752,0.97157925,0.53933066,0.12561381,0.7394454,0.5977182,0.4745541,-1,2.2730994,13.195981,#9aaf7f,1.7461387,17.038858,#9dba7f,7.601015,15.714426,#9bec7f,6.657464,20.526329,#52f27f,6.1946254,18.035585,#9cb97f
823,823,audio_823.wav,0.6104051470756531,0.4509032666683197,0.5000858306884766,0.5756398439407349,-0.1103193163871765,0.1247365772724151,0.7773776,0.47209567,0.3260008,0.71988547,0.5324961,0.45367202,-1,1.4751084,13.138166,#7fac7f,0.8943522,16.816643,#80ae7f,6.9758463,15.169295,#86c57f,7.8250856,19.580542,#79b97f,5.402794,18.091143,#81bc7f
824,824,audio_824.wav,0.6104051470756531,0.4509032666683197,0.4648555815219879,0.6158307194709778,-0.1455495655536651,0.164927452802658,0.8953819,0.8683536,0.85772806,0.766603,0.7219665,0.5203181,-1,4.2207212,14.198791,#dcdf7f,3.4825406,17.396328,#d8cd7f,9.56482,14.476955,#dc937f,5.418173,19.994192,#28d27f,7.935176,18.38634,#d8cc7f
825,825,audio_825.wav,0.6104051470756531,0.4509032666683197,0.4739554822444916,0.6039367318153381,-0.1364496648311615,0.1530334651470184,0.2784148,0.6581914,0.876497,0.72972184,0.6691098,0.48093876,-1,2.3814385,12.500266,#9d8e7f,1.8673446,16.449455,#a19a7f,7.664864,14.821725,#9dac7f,7.174393,18.903652,#63907f,6.3397503,17.519073,#a19c7f
826,826,audio_826.wav,0.6104051470756531,0.4509032666683197,0.5495105981826782,0.4931038916110992,-0.0608945488929748,0.0422006249427795,0.6504067,0.088410616,0.30386668,0.36656296,0.29796323,0.43673006,-1,-1.491668,11.307858,#1a557f,-2.249743,15.860053,#157b7f,3.784655,14.884602,#1cb17f,11.101222,18.995604,#e8967f,2.3639758,16.775852,#19737f
827,827,audio_827.wav,0.6104051470756531,0.4509032666683197,0.5275907516479492,0.5528556108474731,-0.0828143954277038,0.1019523441791534,0.85330856,0.29798555,0.29930174,0.6055634,0.39704043,0.41636628,-1,-0.76395106,12.2061825,#33807f,-1.36558,16.363192,#33967f,4.464206,15.355554,#33d27f,10.17058,19.0747,#c99b7f,3.2676039,17.547258,#389e7f
828,828,audio_828.wav,0.6104051470756531,0.4509032666683197,0.5125672221183777,0.5654342174530029,-0.0978379249572753,0.1145309507846832,0.50627285,0.26823872,0.056926608,0.6674923,0.46935725,0.43004286,-1,-0.73136514,12.01511,#34777f,-1.4784731,16.262276,#2f907f,4.9183354,14.914731,#42b37f,10.215771,19.18118,#caa17f,3.007943,17.320282,#2f917f
829,829,audio_829.wav,0.6104051470756531,0.4509032666683197,0.5381378531455994,0.5521974563598633,-0.0722672939300537,0.1012941896915435,0.5619895,0.286748,0.58723074,0.4766675,0.351353,0.42780423,-1,-0.50987726,12.064605,#3b797f,-1.0585891,16.272148,#3d917f,4.8555145,15.028157,#40bb7f,9.853349,19.03822,#be987f,3.4198751,17.355583,#3e937f
830,830,audio_830.wav,0.6104051470756531,0.4509032666683197,0.4681442677974701,0.6121532320976257,-0.1422608792781829,0.161249965429306,0.6193172,0.9047385,0.4652518,0.7642917,0.70283216,0.5136123,-1,2.8120313,14.699599,#acf77f,2.9252822,18.324888,#c5ff7f,9.140472,15.7158575,#ceec7f,6.116909,20.390127,#3fe97f,7.193913,19.141014,#bef67f
831,831,audio_831.wav,0.6104051470756531,0.4509032666683197,0.4792360663414001,0.5974954962730408,-0.1311690807342529,0.146592229604721,0.9320782,0.6624206,0.5934264,0.7521618,0.6402618,0.49025407,-1,3.15795,13.834367,#b8ce7f,2.6495667,17.66206,#bcdb7f,8.9660425,15.386939,#c8d47f,6.2498336,20.351877,#44e77f,7.1405416,18.651155,#bddb7f
832,832,audio_832.wav,0.6104051470756531,0.4509032666683197,0.5547091960906982,0.5428106784820557,-0.0556959509849548,0.0919074118137359,0.80534106,0.16767097,0.2882591,0.55700016,0.27815267,0.40940484,-1,-0.9736517,11.597674,#2c637f,-1.778888,15.534235,#256a7f,3.962823,15.261161,#22cb7f,10.689389,18.581823,#da7d7f,2.6124945,16.711464,#226f7f
833,833,audio_833.wav,0.6104051470756531,0.4509032666683197,0.5358911156654358,0.5508744120597839,-0.0745140314102172,0.0999711453914642,0.41746956,0.3775128,0.16634494,0.66664404,0.36271623,0.41540882,-1,0.7678233,12.740968,#679a7f,-0.07606909,16.868555,#5fb17f,5.895189,15.267565,#62cc7f,8.768958,19.586512,#99b97f,4.28218,17.92351,#5bb37f
834,834,audio_834.wav,0.6104051470756531,0.4509032666683197,0.5276442170143127,0.5563341975212097,-0.0827609300613403,0.10543093085289,0.74078363,0.40143955,0.28430307,0.660111,0.39965117,0.41778958,-1,0.27473164,12.97163,#56a57f,-0.09869688,16.878815,#5eb17f,5.9641786,15.639463,#65e77f,8.848351,19.7608,#9cc47f,4.377087,18.173592,#5ec17f
835,835,audio_835.wav,0.6104051470756531,0.4509032666683197,0.4720140099525451,0.6057014465332031,-0.1383911371231079,0.1547981798648834,0.5272051,0.6698906,0.84580064,0.7270626,0.6808601,0.48215324,-1,2.7758007,13.782641,#abcb7f,2.5087092,16.699493,#b7a87f,8.210875,14.541811,#af987f,6.4209175,19.619928,#4abb7f,6.961878,18.083479,#b6bc7f
836,836,audio_836.wav,0.6104051470756531,0.4509032666683197,0.46018847823143,0.6217445135116577,-0.150216668844223,0.170841246843338,0.16916215,0.8471366,0.5864104,0.74797076,0.7473527,0.51396185,-1,4.6298676,14.275789,#e9e37f,3.8391898,17.478191,#e5d17f,10.007769,14.322298,#eb887f,4.375959,19.184998,#04a17f,8.756218,18.011301,#f4b87f
837,837,audio_837.wav,0.6104051470756531,0.4509032666683197,0.5003791451454163,0.5751919746398926,-0.1100260019302368,0.1242887079715728,0.653213,0.5638471,0.6036976,0.6960421,0.52926916,0.4441773,-1,1.1945817,13.494773,#75bd7f,0.79644686,16.916807,#7db37f,6.7079654,15.596788,#7de37f,8.289429,19.80241,#89c67f,5.1234264,18.38054,#78cc7f
838,838,audio_838.wav,0.6104051470756531,0.4509032666683197,0.544984757900238,0.5443344116210938,-0.065420389175415,0.093431144952774,0.9541397,0.18021464,0.48994517,0.5323836,0.32152265,0.41538134,-1,-1.6531634,11.801081,#146d7f,-2.141363,15.690901,#18727f,3.770303,15.327896,#1cd07f,10.824691,18.987225,#df957f,2.3114243,16.674288,#186d7f
839,839,audio_839.wav,0.6104051470756531,0.4509032666683197,0.5231219530105591,0.5598042011260986,-0.087283194065094,0.1089009344577789,0.4039756,0.42862034,0.35353887,0.6776937,0.42082542,0.42462763,-1,1.1985734,13.338801,#75b67f,0.22453918,16.72997,#69a97f,6.48097,15.07793,#76be7f,8.569104,19.474274,#93b27f,4.707994,17.753786,#6aa97f
840,840,audio_840.wav,0.6104051470756531,0.4509032666683197,0.4551471769809723,0.6181084513664246,-0.1552579700946808,0.1672051846981048,0.69113976,0.8420793,0.9157101,0.7562056,0.78154874,0.53087115,-1,4.130514,13.820251,#d9cd7f,3.581269,17.077198,#dcbc7f,9.716058,14.537825,#e1987f,5.228718,19.897528,#21cc7f,8.089658,18.264107,#ddc67f
841,841,audio_841.wav,0.6104051470756531,0.4509032666683197,0.5288287401199341,0.555209755897522,-0.081576406955719,0.1043064892292022,0.31288666,0.206267,0.40599257,0.6414631,0.39447823,0.41305116,-1,-1.2254395,10.85778,#23407f,-1.7237772,15.192747,#27577f,3.9440618,14.669942,#22a17f,10.906753,18.318735,#e26d7f,2.6948488,16.219278,#25547f
842,842,audio_842.wav,0.6104051470756531,0.4509032666683197,0.5318023562431335,0.5531173944473267,-0.0786027908325195,0.1022141277790069,0.2948413,0.1727739,0.24349457,0.6525539,0.37714708,0.41282684,-1,-0.43044013,11.565326,#3e617f,-1.181949,15.757662,#39767f,4.5918164,15.05822,#37bd7f,10.120032,18.710012,#c7857f,3.296989,16.784704,#39737f
843,843,audio_843.wav,0.6104051470756531,0.4509032666683197,0.5342170596122742,0.5512219071388245,-0.0761880874633789,0.1003186404705047,0.06798786,0.4237398,0.01596719,0.6348083,0.36858267,0.41157904,-1,1.3849686,10.860775,#7b407f,0.92605597,14.693136,#813d7f,5.8956227,13.243682,#623b7f,8.442503,17.3892,#8e357f,5.1328316,15.95455,#78457f
844,844,audio_844.wav,0.6104051470756531,0.4509032666683197,0.5167559385299683,0.5626733899116516,-0.0936492085456848,0.1117701232433319,0.4859991,0.40265828,0.76449716,0.68605125,0.44694278,0.43011907,-1,1.0010365,12.83661,#6e9e7f,0.2402091,16.382076,#6a977f,6.401982,15.247609,#73cb7f,8.477577,19.14016,#8f9e7f,4.43181,18.039585,#60b97f
845,845,audio_845.wav,0.6104051470756531,0.4509032666683197,0.5843657851219177,0.4672262668609619,-0.0260393619537353,0.0163230001926422,0.0025528073,0.16795403,0.23038977,0.06693036,0.13659094,0.4928571,-1,0.6224673,9.821677,#620e7f,-0.097008415,13.75417,#5e0b7f,5.052401,12.615756,#460e7f,9.346866,16.610786,#ad077f,4.2522326,14.898449,#5a0b7f
846,846,audio_846.wav,0.6104051470756531,0.4509032666683197,0.5287305116653442,0.5552622675895691,-0.0816746354103088,0.1043590009212493,0.07519108,0.38481295,0.9994743,0.6409234,0.39492545,0.41344196,-1,1.4097736,10.424255,#7c2b7f,0.7978857,14.37209,#7d2c7f,5.8198185,13.031055,#602c7f,8.488994,16.96394,#901c7f,5.0471406,15.544835,#752f7f
847,847,audio_847.wav,0.6104051470756531,0.4509032666683197,0.4937233030796051,0.5816853642463684,-0.1166818439960479,0.1307820975780487,0.045291364,0.73259634,0.33890623,0.7052504,0.56474715,0.45220378,-1,3.3099658,10.984309,#bd467f,2.4887931,14.730322,#b63f7f,7.404642,12.659386,#94117f,6.821376,17.103535,#57247f,6.5819216,15.708495,#aa387f
848,848,audio_848.wav,0.6104051470756531,0.4509032666683197,0.471557468175888,0.6063387989997864,-0.138847678899765,0.1554355323314666,0.6885737,0.78274935,0.64581937,0.7516779,0.6834071,0.49838418,-1,3.5816348,14.179795,#c6de7f,2.9665973,17.427357,#c7cf7f,8.943147,15.182095,#c8c67f,6.1208262,19.877277,#3fcb7f,7.396694,18.544813,#c5d57f
849,849,audio_849.wav,0.6104051470756531,0.4509032666683197,0.5062248110771179,0.5719810724258423,-0.1041803359985351,0.1210778057575225,0.3424484,0.5044361,0.75813705,0.7182226,0.50200397,0.44871622,-1,1.5688262,12.411886,#828a7f,1.0334754,16.06988,#85867f,6.779153,14.330449,#80897f,7.833077,18.702991,#7a847f,5.610799,17.088882,#88847f
850,850,audio_850.wav,0.6104051470756531,0.4509032666683197,0.5342118740081787,0.5511780977249146,-0.0761932730674743,0.1002748310565948,0.67775863,0.21461564,0.7251737,0.6302521,0.3667026,0.4105583,-1,-0.68328255,12.402469,#35897f,-1.2836446,16.656836,#36a67f,4.5257955,15.744427,#35ee7f,9.978568,19.494297,#c2b47f,3.223693,17.757183,#37a97f
851,851,audio_851.wav,0.6104051470756531,0.4509032666683197,0.4979863166809082,0.5776410698890686,-0.1124188303947448,0.1267378032207489,0.35157537,0.5978048,0.14664567,0.732697,0.5430793,0.4598354,-1,2.6211054,12.591236,#a5927f,1.9442735,16.223515,#a48e7f,7.6119804,14.2671,#9b847f,6.9661984,18.804558,#5c8a7f,6.219526,17.585026,#9da07f
852,852,audio_852.wav,0.6104051470756531,0.4509032666683197,0.5624849796295166,0.4880509376525879,-0.0479201674461364,0.0371476709842681,0.072562635,0.10534567,0.43957812,0.20982003,0.23907232,0.45629233,-1,0.28792262,9.905015,#56127f,-0.42423797,13.914075,#53137f,4.66232,12.7785,#391a7f,9.83046,16.906738,#bd187f,3.9387906,15.080378,#4f157f
853,853,audio_853.wav,0.6104051470756531,0.4509032666683197,0.4632222652435303,0.6183778047561646,-0.1471828818321228,0.1674745380878448,0.91567415,0.7958828,0.98727185,0.7491996,0.7316798,0.50906223,-1,3.8439488,13.949131,#cfd37f,3.569544,17.43168,#dbcf7f,9.640533,14.659204,#dfa07f,5.63247,19.943354,#2fcf7f,8.160122,18.089745,#dfbc7f
854,854,audio_854.wav,0.6104051470756531,0.4509032666683197,0.5363209247589111,0.5514670014381409,-0.0740842223167419,0.1005637347698211,0.7658244,0.12483597,0.5301134,0.54780173,0.35758513,0.4153041,-1,-2.115817,11.04264,#05497f,-2.8077176,15.488627,#02677f,3.0768683,15.258919,#05cb7f,11.596803,18.955935,#f9937f,1.8808249,16.738052,#09717f
855,855,audio_855.wav,0.6104051470756531,0.4509032666683197,0.4647338390350342,0.6157121062278748,-0.1456713080406189,0.164808839559555,0.12603062,0.7283372,0.064226866,0.729257,0.722751,0.49267992,-1,3.4563506,11.550593,#c2617f,2.5861173,15.460274,#ba667f,7.93236,13.233191,#a63a7f,6.531689,17.802162,#4d4e7f,7.0071793,16.436655,#b8607f
856,856,audio_856.wav,0.6104051470756531,0.4509032666683197,0.4644730389118194,0.615994393825531,-0.1459321081638336,0.1650911271572113,0.068173885,0.811691,0.3588028,0.72767705,0.72429067,0.4932314,-1,3.2912624,11.331039,#bc567f,2.605229,15.004345,#ba4d7f,7.6338,12.864454,#9c207f,6.6584353,17.344576,#52337f,6.9019527,16.035507,#b44a7f
857,857,audio_857.wav,0.6104051470756531,0.4509032666683197,0.4635038375854492,0.6180813908576965,-0.1469013094902038,0.1671781241893768,0.8378018,0.7876984,0.76017845,0.7512431,0.7273134,0.5101309,-1,3.992279,13.761573,#d4ca7f,3.9943385,17.877254,#eae77f,9.972135,14.765632,#eaa87f,5.6288443,20.290163,#2fe37f,8.393986,18.686403,#e7dd7f
858,858,audio_858.wav,0.6104051470756531,0.4509032666683197,0.4925084412097931,0.5830379128456116,-0.1178967058658599,0.1321346461772918,0.9661978,0.7178582,0.3846022,0.733459,0.5698299,0.4628081,-1,3.692564,13.567114,#cac17f,3.1339552,17.06531,#cdbb7f,9.023068,14.490081,#ca947f,5.6799736,19.356218,#30ab7f,7.4103155,18.155771,#c6c07f
859,859,audio_859.wav,0.6104051470756531,0.4509032666683197,0.4562445282936096,0.6165027022361755,-0.1541606187820434,0.1655994355678558,0.12317419,0.8463687,0.45652765,0.7177035,0.7746493,0.50445616,-1,3.9496589,12.38741,#d2897f,3.2708933,15.862164,#d17b7f,8.613477,13.393646,#bd467f,5.8563547,18.32764,#366e7f,7.692439,16.767666,#cf737f
860,860,audio_860.wav,0.6104051470756531,0.4509032666683197,0.4831455051898956,0.5935750007629395,-0.1272596418857574,0.1426717340946197,0.12967396,0.6966136,0.2972511,0.7360172,0.6179001,0.47385696,-1,3.0698695,11.440946,#b55c7f,2.289284,15.067341,#b0517f,7.4289136,12.835888,#951e7f,6.8056455,17.48687,#573b7f,6.7535996,16.095907,#af4d7f
861,861,audio_861.wav,0.6104051470756531,0.4509032666683197,0.5604629516601562,0.4893056750297546,-0.0499421954154968,0.0384024083614349,0.3062837,0.015793025,0.4390418,0.21523996,0.24678764,0.45727342,-1,-1.4116737,11.142782,#1d4d7f,-2.4214613,15.378508,#0f617f,3.7074,14.564042,#1a9a7f,11.251039,18.477562,#ee777f,2.1645398,16.374363,#135d7f
862,862,audio_862.wav,0.6104051470756531,0.4509032666683197,0.4583971798419952,0.6153857707977295,-0.1520079672336578,0.1644825041294098,0.9522892,0.74220073,0.5535382,0.77080137,0.75723344,0.5339589,-1,3.64479,13.647232,#c8c57f,3.1780381,17.0141,#ceb97f,9.084146,14.297737,#cc877f,5.6790233,19.628653,#30bc7f,7.757012,18.120605,#d2be7f
863,863,audio_863.wav,0.6104051470756531,0.4509032666683197,0.5065182447433472,0.5718659162521362,-0.1038869023323059,0.1209626495838165,0.75947946,0.4395119,0.63667834,0.69362456,0.50051,0.43928033,-1,1.042763,13.090675,#70aa7f,0.5803966,16.568684,#75a17f,6.4566374,14.8058405,#75ab7f,8.264319,19.016268,#88977f,5.0382037,17.63398,#75a37f
864,864,audio_864.wav,0.6104051470756531,0.4509032666683197,0.4731518030166626,0.6046856641769409,-0.1372533440589904,0.1537823975086212,0.9584596,0.64793414,0.16797602,0.75986975,0.67445225,0.5043989,-1,3.136049,13.675794,#b7c67f,2.76821,17.51376,#c0d37f,8.86181,15.159219,#c5c47f,5.905583,19.598583,#38ba7f,7.209157,18.649595,#bfdb7f
865,865,audio_865.wav,0.6104051470756531,0.4509032666683197,0.5420549511909485,0.5456286072731018,-0.0683501958847045,0.0947253406047821,0.114929736,0.12680084,0.8183124,0.5237137,0.3343015,0.4178135,-1,-0.66635936,10.766304,#363b7f,-1.3618194,14.787549,#33427f,4.057012,14.126545,#257a7f,10.470989,17.852695,#d3517f,3.1824927,16.040533,#354a7f
866,866,audio_866.wav,0.6104051470756531,0.4509032666683197,0.5082552433013916,0.5721921920776367,-0.1021499037742614,0.121288925409317,0.6191298,0.4881196,0.7863833,0.7042027,0.4920174,0.44190434,-1,2.1977663,12.631268,#97947f,1.3355232,16.202894,#8f8d7f,6.9357433,14.5847025,#859b7f,7.6219263,19.009424,#72977f,5.825637,17.384308,#90957f
