,id,audio_file,x_b,x_d,y_hat_b,y_hat_d,brightness_diff,depth_diff,p_drive,p_muffle,p_output_db,p_hat_drive,p_hat_muffle,p_hat_output_db,class,x_emb_n=0,y_emb_n=0,colour_n=0,x_emb_n=5,y_emb_n=5,colour_n=5,x_emb_n=10,y_emb_n=10,colour_n=10,x_emb_n=25,y_emb_n=25,colour_n=25,x_emb_n=100,y_emb_n=100,colour_n=100
0,0,audio_0.wav,0.6104051470756531,0.4509032666683197,0.4750207066535949,0.6030076742172241,-0.1353844404220581,0.1521044075489044,0.7762935,0.81418324,0.83006424,0.76067597,0.6640656,0.5017688,-1,3.5184329,14.352395,#c4e67f,2.9522007,17.94569,#c6ea7f,9.49289,15.611776,#dae57f,5.513022,20.741207,#2bff7f,7.647337,19.228558,#cefb7f
1,1,audio_1.wav,0.6104051470756531,0.4509032666683197,0.5364437699317932,0.549970269203186,-0.0739613771438598,0.0990670025348663,0.95674455,0.26132733,0.029945612,0.6258844,0.35901082,0.4104329,-1,-0.50824034,11.700714,#3b687f,-1.0319375,16.000147,#3e837f,4.5902557,14.612665,#379d7f,9.961747,18.701567,#c2847f,3.2808335,17.062893,#39837f
2,2,audio_2.wav,0.6104051470756531,0.4509032666683197,0.5248315930366516,0.5562947988510132,-0.0855735540390014,0.1053915321826934,0.09586769,0.25666523,0.16572046,0.65231496,0.41293895,0.41698092,-1,0.9615214,11.003262,#6d477f,0.32770255,14.884568,#6d477f,5.548923,13.615134,#57567f,8.606501,17.723469,#94497f,4.721574,16.090755,#6a4d7f
3,3,audio_3.wav,0.6104051470756531,0.4509032666683197,0.4850294888019562,0.5910372138023376,-0.1253756582736969,0.1401339471340179,0.34056282,0.6760055,0.47269875,0.7295257,0.608853,0.4698808,-1,2.7392435,13.157174,#a9ad7f,2.1110027,16.942154,#aab57f,8.156142,14.898005,#adb27f,6.6524973,19.577557,#51b97f,6.60265,17.991743,#aab67f
4,4,audio_4.wav,0.6104051470756531,0.4509032666683197,0.5288655757904053,0.5520725250244141,-0.0815395712852478,0.1011692583560943,0.20013338,0.11482364,0.10133648,0.599768,0.39409566,0.41501456,-1,-0.77139837,10.839159,#323f7f,-1.2850127,15.16922,#36567f,4.206746,14.269256,#2a857f,10.309591,18.124865,#ce627f,3.262938,16.271269,#38577f
5,5,audio_5.wav,0.6104051470756531,0.4509032666683197,0.4918185174465179,0.5836755633354187,-0.1185866296291351,0.132772296667099,0.25690508,0.60517186,0.97170204,0.7268962,0.5745516,0.46159273,-1,3.4366696,12.295042,#c1847f,2.6786819,15.973115,#bd817f,8.3232,13.622473,#b3567f,6.2998347,18.46177,#45767f,7.195514,17.013597,#be807f
6,6,audio_6.wav,0.6104051470756531,0.4509032666683197,0.494276762008667,0.581261157989502,-0.116128385066986,0.1303578913211822,0.9286166,0.6240222,0.2420224,0.7228485,0.5619221,0.45742753,-1,2.6535616,13.41781,#a6ba7f,2.43053,17.501303,#b4d37f,8.616615,15.718421,#bdec7f,6.425805,20.493124,#4af07f,6.5420628,18.437239,#a8cf7f
7,7,audio_7.wav,0.6104051470756531,0.4509032666683197,0.5231069326400757,0.5604124665260315,-0.0872982144355773,0.1095091998577117,0.8167154,0.23695344,0.5706101,0.6629393,0.41544437,0.42011645,-1,-0.80515546,11.572202,#31627f,-1.4312598,15.675083,#31717f,4.463183,14.797217,#33aa7f,10.394424,18.45806,#d0767f,2.9845102,16.71034,#2f6f7f
8,8,audio_8.wav,0.6104051470756531,0.4509032666683197,0.5761390328407288,0.4790560901165008,-0.0342661142349243,0.0281528234481811,0.048790634,0.002112329,0.3067407,0.15270568,0.17718084,0.4668755,-1,-0.067412585,9.786242,#4a0d7f,-0.7154803,13.795689,#490d7f,4.2933235,12.796462,#2d1b7f,10.041511,16.802036,#c4127f,3.688568,14.950793,#470e7f
9,9,audio_9.wav,0.6104051470756531,0.4509032666683197,0.5125682950019836,0.5654542446136475,-0.0978368520736694,0.1145509779453277,0.25254017,0.44011468,0.110055745,0.6719832,0.46519497,0.42907876,-1,1.6238432,11.894263,#84717f,1.0430026,15.650378,#85707f,6.5021963,14.067478,#76767f,7.826604,18.356176,#796f7f,5.3952875,16.792334,#81747f
10,10,audio_10.wav,0.6104051470756531,0.4509032666683197,0.5148515701293945,0.5638728737831116,-0.0955535769462585,0.1129696071147918,0.16522133,0.43589878,0.07208294,0.662405,0.4598596,0.42577383,-1,1.6201279,11.630396,#83657f,0.9422128,15.389952,#82627f,6.454287,14.12495,#757a7f,8.073444,18.217981,#82677f,5.3094416,16.645088,#7e6c7f
11,11,audio_11.wav,0.6104051470756531,0.4509032666683197,0.5148690938949585,0.5641980767250061,-0.0955360531806945,0.1132948100566864,0.27030218,0.44451582,0.30323714,0.68664885,0.45507506,0.4303645,-1,1.608564,11.668005,#83667f,0.7047969,15.400997,#7a637f,6.398917,13.89553,#736a7f,8.3670025,18.143154,#8c637f,5.3365455,16.551472,#7f677f
12,12,audio_12.wav,0.6104051470756531,0.4509032666683197,0.512572705745697,0.5682022571563721,-0.097832441329956,0.1172989904880523,0.12146145,0.3854469,0.2224099,0.6769538,0.46626136,0.43032175,-1,1.6179588,10.857997,#83407f,1.0293738,14.805047,#85437f,6.2901616,13.076038,#6f2f7f,8.193025,17.604454,#86427f,5.448008,15.934563,#83447f
13,13,audio_13.wav,0.6104051470756531,0.4509032666683197,0.4584005773067474,0.6153273582458496,-0.1520045697689056,0.1644240915775299,0.22784674,0.850504,0.8509249,0.7595831,0.76088774,0.5259967,-1,4.0526896,13.221626,#d6b07f,3.117924,16.564518,#cca17f,8.903164,14.068064,#c6767f,5.6800256,18.961,#30947f,7.7131658,17.74092,#d0a97f
14,14,audio_14.wav,0.6104051470756531,0.4509032666683197,0.5409383177757263,0.5494431853294373,-0.0694668292999267,0.0985399186611175,0.48583055,0.29530197,0.33074272,0.61783886,0.33980972,0.4067096,-1,0.50616026,11.871029,#5e707f,-0.17117941,15.861048,#5c7b7f,5.4997396,14.699649,#55a37f,9.066328,18.912148,#a3917f,4.295728,16.97639,#5b7e7f
15,15,audio_15.wav,0.6104051470756531,0.4509032666683197,0.5560610890388489,0.4901283681392669,-0.0543440580368042,0.0392251014709472,0.9240406,0.10173994,0.64325595,0.33294818,0.27103814,0.437212,-1,-1.970341,11.515706,#0a5f7f,-2.2706895,15.400103,#14637f,3.3787737,15.171508,#0fc57f,11.221055,18.90771,#ed917f,2.0622575,16.515814,#0f657f
16,16,audio_16.wav,0.6104051470756531,0.4509032666683197,0.5562154054641724,0.489486813545227,-0.0541897416114807,0.0385835468769073,0.09959245,0.18347234,0.58828205,0.30722713,0.26990047,0.43889955,-1,0.6374456,10.242044,#62227f,-0.12541467,14.119038,#5d1e7f,4.9105964,12.99736,#422a7f,9.34696,16.990448,#ad1d7f,4.314904,15.388414,#5c267f
17,17,audio_17.wav,0.6104051470756531,0.4509032666683197,0.4715952575206756,0.6063585877418518,-0.1388098895549774,0.1554553210735321,0.9395845,0.71448255,0.98284394,0.7563232,0.68318486,0.5019527,-1,3.5576668,13.862153,#c5cf7f,2.9287345,17.643112,#c5da7f,9.361061,15.235868,#d5ca7f,5.5554457,20.541965,#2cf37f,7.6203613,18.710112,#cdde7f
18,18,audio_18.wav,0.6104051470756531,0.4509032666683197,0.5231161117553711,0.5596758127212524,-0.0872890353202819,0.1087725460529327,0.5865299,0.45888317,0.27455074,0.6733794,0.41574794,0.42295966,-1,1.0666864,12.70872,#71987f,0.34793535,16.624855,#6da47f,6.363971,15.19299,#72c77f,8.31457,19.463467,#8ab27f,4.994604,18.029516,#73b97f
19,19,audio_19.wav,0.6104051470756531,0.4509032666683197,0.4645985960960388,0.6158100366592407,-0.1458065509796142,0.164906769990921,0.56982934,0.6356453,0.523493,0.7224187,0.72356313,0.48943782,-1,2.1072829,12.6890135,#94977f,1.5676402,16.520224,#979e7f,7.3642445,14.460356,#93927f,7.3181496,18.992918,#68967f,6.1196446,17.411871,#9a967f
20,20,audio_20.wav,0.6104051470756531,0.4509032666683197,0.4520321786403656,0.6206015348434448,-0.1583729684352874,0.1696982681751251,0.14841461,0.861167,0.041238785,0.7215496,0.8020275,0.51848155,-1,4.8475595,13.313522,#f1b57f,4.1027117,16.546452,#eea07f,9.715189,13.544197,#e1517f,4.5784,18.772879,#0b887f,8.311976,17.697685,#e5a67f
21,21,audio_21.wav,0.6104051470756531,0.4509032666683197,0.4568082094192505,0.6160768270492554,-0.1535969376564026,0.1651735603809356,0.7100172,0.9420792,0.20692718,0.74899083,0.7703476,0.5216283,-1,4.972972,14.131733,#f5dc7f,4.3944592,17.44533,#f8d07f,10.59973,14.262922,#ff847f,4.364335,19.638266,#04bc7f,9.057985,18.372576,#fecc7f
22,22,audio_22.wav,0.6104051470756531,0.4509032666683197,0.5378579497337341,0.5523103475570679,-0.0725471973419189,0.1014070808887481,0.35432988,0.1604231,0.18412298,0.49810264,0.35275126,0.4254607,-1,-0.34533006,11.242646,#41527f,-0.98007065,15.351385,#40607f,4.423193,14.498221,#31957f,10.07157,18.184147,#c5657f,3.2260842,16.516579,#37657f
23,23,audio_23.wav,0.6104051470756531,0.4509032666683197,0.4552356004714966,0.617792546749115,-0.1551695466041565,0.1668892800807953,0.23585647,0.967493,0.5348605,0.7536099,0.7774285,0.52633053,-1,4.8959436,13.812945,#f3cd7f,4.203389,16.787416,#f1ad7f,10.209043,14.05142,#f2757f,4.619221,19.180464,#0ca17f,8.676411,17.903759,#f1b27f
24,24,audio_24.wav,0.6104051470756531,0.4509032666683197,0.5267282724380493,0.5541571974754333,-0.0836768746376037,0.1032539308071136,0.14481235,0.16188353,0.26087272,0.6251518,0.4040738,0.41382793,-1,0.06954801,10.466937,#4f2d7f,-0.62802875,14.589034,#4c377f,4.600491,13.534696,#37507f,9.79947,17.567595,#bc407f,3.7856722,15.785373,#4a3c7f
25,25,audio_25.wav,0.6104051470756531,0.4509032666683197,0.5363687872886658,0.5516161322593689,-0.0740363597869873,0.1007128655910492,0.808345,0.07941848,0.37649244,0.5786611,0.3580329,0.41375998,-1,-1.9114094,11.76191,#0c6b7f,-2.282647,15.903406,#147d7f,3.5573316,15.545595,#15e07f,11.155258,19.28242,#eaa77f,2.1787713,16.992546,#137f7f
26,26,audio_26.wav,0.6104051470756531,0.4509032666683197,0.4651944041252136,0.6153599619865417,-0.1452107429504394,0.164456695318222,0.7757286,0.73486716,0.29503244,0.7534829,0.7166671,0.5072788,-1,2.0876136,14.345443,#93e67f,2.02171,18.008032,#a7ee7f,8.333643,15.744408,#b3ee7f,6.7623205,20.608845,#55f77f,6.5748525,19.245766,#a9fc7f
27,27,audio_27.wav,0.6104051470756531,0.4509032666683197,0.4985937774181366,0.5769829750061035,-0.1118113696575164,0.1260797083377838,0.63702035,0.60490906,0.16971266,0.72039473,0.5356641,0.45506707,-1,2.0901275,13.057624,#93a97f,1.6595894,16.679678,#9aa77f,7.524401,15.157074,#98c47f,7.4759164,19.480625,#6db37f,6.0062532,18.031456,#96b97f
28,28,audio_28.wav,0.6104051470756531,0.4509032666683197,0.4518751800060272,0.6248514652252197,-0.1585299670696258,0.1739481985569,0.26567185,0.90110344,0.71326256,0.7567178,0.8029493,0.5405347,-1,4.9374247,13.63225,#f4c47f,4.5277076,16.88879,#fcb27f,10.4041815,13.896888,#f86a7f,4.5301213,19.24611,#09a57f,8.821578,17.811007,#f6ac7f
29,29,audio_29.wav,0.6104051470756531,0.4509032666683197,0.5167506337165833,0.5625960230827332,-0.0936545133590698,0.1116927564144134,0.75012094,0.50944465,0.55691457,0.6831392,0.45090124,0.4301462,-1,2.131596,13.873226,#95d07f,1.671662,17.696589,#9bdd7f,7.7345905,15.719537,#9fec7f,7.16022,20.281569,#63e37f,6.0135527,18.60639,#96d97f
30,30,audio_30.wav,0.6104051470756531,0.4509032666683197,0.4523317813873291,0.6201633214950562,-0.1580733656883239,0.1692600548267364,0.10106397,0.96622866,0.07111508,0.7325764,0.79801077,0.52244246,-1,4.4500923,12.914055,#e3a27f,4.101934,16.349375,#ee957f,9.694432,13.545017,#e0517f,4.6629014,18.64876,#0e817f,8.203825,17.359514,#e1937f
31,31,audio_31.wav,0.6104051470756531,0.4509032666683197,0.5231043696403503,0.5595357418060303,-0.0873007774353027,0.1086324751377105,0.78830063,0.15165919,0.3538459,0.6571811,0.41719228,0.4199372,-1,-1.9441772,11.907243,#0b727f,-2.2642329,15.77964,#14777f,3.5017967,15.19851,#13c77f,11.157286,19.391796,#eaae7f,2.1732082,17.066637,#13837f
32,32,audio_32.wav,0.6104051470756531,0.4509032666683197,0.4845181703567505,0.5917927622795105,-0.1258869767189026,0.1408894956111908,0.5105913,0.66812164,0.47735083,0.74311584,0.6127064,0.4779729,-1,2.9061663,13.941896,#afd37f,2.4151144,17.904049,#b4e87f,8.67052,15.7719965,#bef07f,6.556078,20.635715,#4ef87f,6.7519937,18.679289,#afdd7f
33,33,audio_33.wav,0.6104051470756531,0.4509032666683197,0.4679058790206909,0.6121929287910461,-0.1424992680549621,0.1612896621227264,0.23802656,0.67432356,0.44236088,0.7258364,0.70425284,0.4877488,-1,3.674913,12.008505,#c9777f,2.6097264,15.587134,#bb6c7f,8.075883,13.333795,#ab427f,6.340948,18.092806,#47607f,7.1310773,16.74749,#bc717f
34,34,audio_34.wav,0.6104051470756531,0.4509032666683197,0.4879342019557953,0.5880523920059204,-0.1224709451198577,0.1371491253376007,0.9170799,0.631688,0.7550572,0.7240066,0.5947226,0.46316704,-1,2.4598727,14.087971,#a0da7f,1.6633748,17.622652,#9ad97f,8.416105,14.7233,#b6a57f,6.3763022,19.427101,#48b07f,6.4158306,18.736874,#a4e07f
35,35,audio_35.wav,0.6104051470756531,0.4509032666683197,0.5317618250846863,0.5523911118507385,-0.0786433219909668,0.1014878451824188,0.8078884,0.04178822,0.885553,0.61963946,0.37624002,0.4101644,-1,-2.1438556,11.018279,#04477f,-2.7654445,15.389899,#03627f,2.9755945,15.02362,#01ba7f,11.515884,18.804846,#f78a7f,1.7731352,16.510973,#05647f
36,36,audio_36.wav,0.6104051470756531,0.4509032666683197,0.4584073424339294,0.615196704864502,-0.1519978046417236,0.1642934381961822,0.10598755,0.82194275,0.37943196,0.74232185,0.75952846,0.51300704,-1,3.982791,12.122324,#d47c7f,3.3525953,15.70372,#d4737f,8.672858,13.200407,#bf387f,5.930651,18.22068,#39677f,7.5585637,16.704454,#cb6f7f
37,37,audio_37.wav,0.6104051470756531,0.4509032666683197,0.5342410206794739,0.5514428615570068,-0.0761641263961792,0.1005395948886871,0.60310423,0.33298826,0.32982737,0.65258944,0.36653522,0.41271475,-1,-0.6110719,12.368599,#38887f,-1.1814436,16.721966,#39a97f,4.9210997,15.640765,#42e77f,9.707733,19.604553,#b9ba7f,3.4991357,17.766132,#40aa7f
38,38,audio_38.wav,0.6104051470756531,0.4509032666683197,0.526829183101654,0.5567233562469482,-0.083575963973999,0.1058200895786285,0.19069117,0.24988264,0.20309699,0.6456939,0.40370372,0.41605264,-1,0.091663,10.795999,#503d7f,-0.52147424,14.8002205,#50437f,4.8618326,13.70901,#405c7f,9.581724,17.8009,#b54e7f,3.8944066,16.045404,#4e4a7f
39,39,audio_39.wav,0.6104051470756531,0.4509032666683197,0.5884777903556824,0.4660269021987915,-0.0219273567199707,0.0151236355304718,0.5505007,0.05975604,0.71987987,0.069939,0.116964005,0.4928999,-1,-2.1609051,11.335749,#03577f,-2.4475186,15.497097,#0e687f,3.0358357,15.166821,#03c57f,11.563879,18.958935,#f8947f,1.7696723,16.62259,#056a7f
40,40,audio_40.wav,0.6104051470756531,0.4509032666683197,0.4810905754566192,0.595634937286377,-0.1293145716190338,0.1447316706180572,0.7110908,0.66690093,0.6279537,0.7268275,0.6272932,0.47110528,-1,1.8978814,13.980878,#8dd57f,1.2944323,17.528004,#8ed47f,8.12569,15.460436,#acda7f,7.5353217,20.283897,#6fe37f,6.135899,18.88796,#9ae87f
41,41,audio_41.wav,0.6104051470756531,0.4509032666683197,0.4645712077617645,0.6160820126533508,-0.1458339393138885,0.1651787459850311,0.8463408,0.70703566,0.33292896,0.7615653,0.7236573,0.5178404,-1,2.098542,14.297151,#94e47f,1.8080138,17.783014,#9fe27f,8.060699,15.347033,#aad27f,7.0774865,20.600029,#60f67f,6.356991,19.129616,#a2f67f
42,42,audio_42.wav,0.6104051470756531,0.4509032666683197,0.4477757513523102,0.629166305065155,-0.1626293957233429,0.1782630383968353,0.9382541,0.9380013,0.11556953,0.76391506,0.8269476,0.55813515,-1,4.543648,14.683909,#e7f67f,3.5332935,17.468,#dad17f,9.708189,14.756657,#e1a77f,4.912931,19.605663,#16ba7f,8.20696,18.687666,#e1dd7f
43,43,audio_43.wav,0.6104051470756531,0.4509032666683197,0.4552412331104278,0.6176759004592896,-0.1551639139652252,0.1667726337909698,0.35158384,0.8326556,0.90045,0.7381557,0.78041834,0.5180582,-1,4.2251387,13.215138,#dcb07f,3.4975066,16.858593,#d9b07f,9.366455,14.205607,#d6807f,5.534227,19.28552,#2ba77f,7.8083477,17.917793,#d3b27f
44,44,audio_44.wav,0.6104051470756531,0.4509032666683197,0.5188661813735962,0.5609015822410583,-0.0915389657020568,0.1099983155727386,0.6744784,0.5238682,0.041068614,0.68899775,0.4409815,0.4310432,-1,2.3131511,13.212255,#9bb07f,1.1759154,17.591887,#8ad77f,7.505491,15.29148,#98ce7f,7.496759,20.136984,#6eda7f,5.7988443,18.27667,#8fc67f
45,45,audio_45.wav,0.6104051470756531,0.4509032666683197,0.5188508033752441,0.5610125064849854,-0.0915543437004089,0.1101092398166656,0.4698127,0.44823575,0.13752294,0.66618025,0.43869436,0.42371225,-1,1.2173198,12.020829,#76777f,0.74044454,16.022064,#7b847f,6.3966784,14.399935,#738e7f,8.243606,18.570536,#877c7f,5.129944,17.089403,#78847f
46,46,audio_46.wav,0.6104051470756531,0.4509032666683197,0.5269041061401367,0.5566964745521545,-0.0835010409355163,0.1057932078838348,0.46979308,0.32321113,0.19747233,0.65262246,0.40336668,0.41645095,-1,0.49602473,11.583886,#5d627f,-0.3104988,15.795851,#57787f,5.4203625,14.485198,#53947f,9.088847,18.541533,#a47b7f,4.207654,16.876984,#58797f
47,47,audio_47.wav,0.6104051470756531,0.4509032666683197,0.5188511610031128,0.5610182285308838,-0.0915539860725402,0.110114961862564,0.5537149,0.40011716,0.7899329,0.6705567,0.43909913,0.42446807,-1,0.44868708,12.823012,#5c9d7f,-0.30018896,16.557026,#57a07f,5.803945,15.25117,#5fcb7f,9.038356,19.268597,#a2a67f,4.2702255,17.58974,#5ba07f
48,48,audio_48.wav,0.6104051470756531,0.4509032666683197,0.4552326500415802,0.6180185079574585,-0.1551724970340728,0.1671152412891388,0.56429935,0.8510073,0.71184456,0.7569307,0.775558,0.52993876,-1,4.7338624,13.192126,#edaf7f,3.5551934,16.94549,#dbb57f,9.557678,14.137378,#dc7b7f,5.088472,19.225927,#1ca47f,8.103308,17.920681,#ddb27f
49,49,audio_49.wav,0.6104051470756531,0.4509032666683197,0.5915932059288025,0.4598562717437744,-0.0188119411468505,0.0089530050754547,0.004279375,0.11585617,0.48166955,0.032693062,0.10431326,0.506875,-1,0.534563,9.551034,#5f017f,-0.18096195,13.5825615,#5b027f,4.696379,12.537425,#3b097f,9.59169,16.607641,#b5077f,4.2361045,14.838328,#59087f
50,50,audio_50.wav,0.6104051470756531,0.4509032666683197,0.540224015712738,0.5498417615890503,-0.070181131362915,0.0989384949207305,0.58773005,0.12365812,0.28400773,0.5684099,0.3427747,0.41345522,-1,-1.57812,11.53529,#17607f,-2.0261276,15.717184,#1c737f,3.6655416,14.923543,#18b37f,10.9738035,18.901138,#e4907f,2.385487,16.586985,#1a697f
51,51,audio_51.wav,0.6104051470756531,0.4509032666683197,0.5205662846565247,0.5620417594909668,-0.0898388624191284,0.1111384928226471,0.030181766,0.38862985,0.4723311,0.5930591,0.43262908,0.41965675,-1,1.5575985,10.154188,#811e7f,0.8879998,14.134913,#801f7f,5.7845674,12.669112,#5f127f,8.476939,16.67945,#8f0b7f,5.0983033,15.326202,#77237f
52,52,audio_52.wav,0.6104051470756531,0.4509032666683197,0.5290083289146423,0.555098295211792,-0.0813968181610107,0.1041950285434722,0.22873265,0.38273257,0.36256868,0.6359997,0.39365414,0.4139046,-1,0.5520332,11.167777,#5f4e7f,-0.17214462,15.175052,#5c577f,5.269348,14.101335,#4e797f,9.276451,18.049616,#ab5d7f,4.17716,16.485561,#57637f
53,53,audio_53.wav,0.6104051470756531,0.4509032666683197,0.5505735874176025,0.4906116724014282,-0.0598315596580505,0.0397084057331085,0.46570563,0.005422652,0.9820491,0.2739174,0.29413146,0.45303294,-1,-2.083032,11.39738,#06597f,-2.470554,15.429253,#0d647f,3.153099,15.064849,#07bd7f,11.4210825,18.752197,#f3877f,1.9266925,16.41742,#0b5f7f
54,54,audio_54.wav,0.6104051470756531,0.4509032666683197,0.4580896198749542,0.6156634092330933,-0.1523155272006988,0.1647601425647735,0.687589,0.8346044,0.095917165,0.762005,0.7629335,0.5288784,-1,4.3612065,13.537716,#e0c07f,4.0148582,16.97663,#ebb77f,9.540759,14.17453,#db7e7f,5.088447,19.356852,#1cab7f,8.46506,17.919617,#eab27f
55,55,audio_55.wav,0.6104051470756531,0.4509032666683197,0.5167559385299683,0.5626733899116516,-0.0936492085456848,0.1117701232433319,0.31285793,0.4877032,0.5426856,0.6899793,0.44904742,0.43122265,-1,1.6036137,12.13029,#837c7f,1.0339874,15.808545,#85787f,6.7522707,14.240223,#7f827f,7.982844,18.404358,#7f727f,5.355295,17.056282,#80837f
56,56,audio_56.wav,0.6104051470756531,0.4509032666683197,0.5403412580490112,0.5511062741279602,-0.0700638890266418,0.1002030074596405,0.14872801,0.23056942,0.6611287,0.49530637,0.34168315,0.42478266,-1,0.9895329,11.234846,#6e527f,0.23201722,15.052256,#69507f,5.584699,13.71473,#585d7f,8.625739,17.789318,#944d7f,4.6291876,16.181755,#67527f
57,57,audio_57.wav,0.6104051470756531,0.4509032666683197,0.4488219022750854,0.6283589601516724,-0.1615832448005676,0.1774556934833526,0.6920913,0.97919965,0.42395717,0.74594355,0.8237396,0.54451114,-1,4.610141,14.634516,#e9f47f,4.2228637,17.468575,#f2d17f,10.110873,14.888587,#eeb17f,4.8624973,19.68118,#15bf7f,8.727603,18.843565,#f3e67f
58,58,audio_58.wav,0.6104051470756531,0.4509032666683197,0.4618349969387054,0.6199542880058289,-0.1485701501369476,0.1690510213375091,0.44221526,0.7553653,0.49019533,0.74903303,0.7399592,0.5121122,-1,4.4878917,14.432548,#e5ea7f,3.8795145,17.20655,#e6c37f,9.537984,14.188378,#db7f7f,5.818685,19.647144,#35bd7f,7.8434052,18.134853,#d5be7f
59,59,audio_59.wav,0.6104051470756531,0.4509032666683197,0.4538404643535614,0.6193881630897522,-0.1565646827220916,0.1684848964214325,0.3315711,0.852459,0.63595694,0.7552478,0.78561217,0.53122705,-1,5.091583,13.634119,#f9c47f,4.580959,17.067171,#febb7f,10.491084,14.1033325,#fb797f,4.662966,19.744604,#0ec37f,8.771072,17.83697,#f4ae7f
60,60,audio_60.wav,0.6104051470756531,0.4509032666683197,0.501732587814331,0.5742262005805969,-0.108672559261322,0.1233229339122772,0.8332382,0.5842265,0.17779326,0.7243023,0.5242634,0.45350146,-1,2.5135913,13.575531,#a2c17f,1.7432265,17.090576,#9dbd7f,7.8348927,15.380137,#a3d47f,7.0828485,20.035404,#60d47f,6.3154593,18.288074,#a0c77f
61,61,audio_61.wav,0.6104051470756531,0.4509032666683197,0.5519905090332031,0.5351454615592957,-0.0584146380424499,0.0842421948909759,0.49366558,0.07953447,0.30833364,0.50702333,0.28665686,0.41597068,-1,-1.4797405,12.084508,#1a7a7f,-1.7626141,15.7259445,#25747f,3.9720511,15.313813,#22cf7f,10.686264,19.372047,#daac7f,2.4839027,17.246475,#1e8d7f
62,62,audio_62.wav,0.6104051470756531,0.4509032666683197,0.5252782702445984,0.556401252746582,-0.0851268768310546,0.1054979860782623,0.6542097,0.33308256,0.5826462,0.68165815,0.40809086,0.42412984,-1,-0.6907851,12.119505,#357c7f,-1.3157498,16.502687,#359d7f,4.775043,15.579173,#3de27f,9.901317,19.46296,#c0b27f,3.321926,17.498034,#3a9b7f
63,63,audio_63.wav,0.6104051470756531,0.4509032666683197,0.5857965350151062,0.4676778316497803,-0.0246086120605468,0.0167745649814605,0.014629543,0.123563826,0.27528,0.07893405,0.13392624,0.489681,-1,0.4643444,9.661942,#5c077f,-0.25095132,13.67435,#59067f,4.671374,12.624023,#3a0f7f,9.680487,16.57809,#b8057f,4.2209644,14.868737,#59097f
64,64,audio_64.wav,0.6104051470756531,0.4509032666683197,0.5184832215309143,0.5630416870117188,-0.0919219255447387,0.112138420343399,0.14635211,0.34460717,0.69421065,0.65736866,0.4427036,0.4242542,-1,0.5123421,11.438903,#5e5b7f,0.080521375,15.385349,#64627f,5.6096582,14.22805,#59827f,8.929601,18.30545,#9f6c7f,4.47971,16.581245,#62687f
65,65,audio_65.wav,0.6104051470756531,0.4509032666683197,0.4946447610855102,0.5785460472106934,-0.1157603859901428,0.1276427805423736,0.021024346,0.5350295,0.81367517,0.66063744,0.55688375,0.43898213,-1,3.1931818,10.883862,#b9417f,2.3215003,14.566243,#b1367f,7.1393046,12.594488,#8c0d7f,7.0122194,17.033083,#5e207f,6.504317,15.598864,#a7327f
66,66,audio_66.wav,0.6104051470756531,0.4509032666683197,0.4568040370941162,0.6161414384841919,-0.1536011099815368,0.1652381718158722,0.9448723,0.9131185,0.6702743,0.7555728,0.76601297,0.52471834,-1,4.483527,14.236863,#e5e17f,4.0046053,17.459803,#ead07f,9.8196535,14.281244,#e5857f,4.7935343,19.592134,#12ba7f,8.255204,18.449945,#e3d07f
67,67,audio_67.wav,0.6104051470756531,0.4509032666683197,0.5043870210647583,0.5717124938964844,-0.1060181260108947,0.1208092272281646,0.24389243,0.44651008,0.7107992,0.677167,0.5107359,0.4358849,-1,1.8014092,12.076723,#8a7a7f,0.59176314,15.927346,#767f7f,6.153045,14.39798,#6b8e7f,8.338216,18.648512,#8b817f,5.026751,17.086199,#74847f
68,68,audio_68.wav,0.6104051470756531,0.4509032666683197,0.5512329339981079,0.5372344255447388,-0.0591722130775451,0.086331158876419,0.57479054,0.120803416,0.35287917,0.45470086,0.29357725,0.42396033,-1,-1.6352773,11.488619,#155e7f,-2.0639637,15.945574,#1b807f,3.6693242,15.2456455,#18ca7f,11.26645,19.212833,#eea37f,1.8951516,16.858988,#09787f
69,69,audio_69.wav,0.6104051470756531,0.4509032666683197,0.4831456542015075,0.5935366749763489,-0.1272594928741455,0.1426334083080291,0.4484232,0.69113815,0.47850138,0.7349426,0.61609435,0.47351146,-1,3.7746952,13.536408,#ccbf7f,3.1102376,16.841705,#ccaf7f,9.038942,14.400119,#cb8e7f,6.1184087,19.64517,#3fbd7f,7.628967,17.8766,#cdb07f
70,70,audio_70.wav,0.6104051470756531,0.4509032666683197,0.529614269733429,0.5550217032432556,-0.0807908773422241,0.1041184365749359,0.8054347,0.38461214,0.6504777,0.6629677,0.38719773,0.41725525,-1,0.14692777,11.695635,#52687f,-0.4299941,15.766131,#53767f,5.5180635,14.492893,#56957f,9.216066,18.425611,#a8747f,4.0207105,16.887482,#52797f
71,71,audio_71.wav,0.6104051470756531,0.4509032666683197,0.5799474120140076,0.4704327583312988,-0.0304577350616455,0.0195294916629791,0.41758877,0.03166592,0.269543,0.09419834,0.15669878,0.48245648,-1,-1.5136521,10.828119,#193e7f,-2.137525,14.843698,#19457f,3.3674607,14.343962,#0e8a7f,11.168469,18.186949,#eb657f,2.328856,15.906867,#18437f
