id,audio_file,x_b,x_d,y_hat_b,y_hat_d,brightness_diff,depth_diff,p_l_m_hz,p_m_h_hz,p_l_comp_db,p_m_comp_db,p_h_comp_db,p_l_out_db,p_m_out_db,p_h_out_db,p_attack_s,p_release_ms,p_stereo_width,p_hat_l_m_hz,p_hat_m_h_hz,p_hat_l_comp_db,p_hat_m_comp_db,p_hat_h_comp_db,p_hat_l_out_db,p_hat_m_out_db,p_hat_h_out_db,p_hat_attack_s,p_hat_release_ms,p_hat_stereo_width
20,audio_20.wav,0.5813199877738953,0.3321695923805237,0.5928548574447632,0.30841925740242004,0.01153486967086792,-0.023750334978103638,0.22388703,0.43609816,0.6061885,0.49735737,0.52391416,0.23872727,0.676061,0.16762018,0.3330438,0.4470405,0.2688781,0.73522806,0.23277067,0.29367277,0.30463114,0.5210554,0.29179648,0.49882853,0.4481778,0.4261023,0.44452736,0.14207195
21,audio_21.wav,0.5813199877738953,0.3321695923805237,0.5927386283874512,0.3064502775669098,0.011418640613555908,-0.02571931481361389,0.27499712,0.58845925,0.07107377,0.53824574,0.9959037,0.027618468,0.9573332,0.4230699,0.06870741,0.78422546,0.6426056,0.7383723,0.22787765,0.25380945,0.29571742,0.5568091,0.2636852,0.49811375,0.46190047,0.4084499,0.44933715,0.14132154
22,audio_22.wav,0.5813199877738953,0.3321695923805237,0.4800495207309723,0.41994333267211914,-0.10127046704292297,0.08777374029159546,0.81922364,0.21861231,0.97162116,0.95351875,0.45889992,0.7266341,0.70118827,0.26769823,0.13839334,0.38381827,0.6202621,0.5675551,0.3346541,0.7333407,0.45392892,0.27425042,0.4636582,0.20253055,0.29106814,0.5305105,0.25418654,0.24711461
23,audio_23.wav,0.5813199877738953,0.3321695923805237,0.5888161659240723,0.31026729941368103,0.007496178150177002,-0.02190229296684265,0.13574666,0.18925416,0.53339314,0.46456623,0.3942237,0.3607108,0.9963363,0.5779105,0.3369304,0.9849025,0.16488636,0.726739,0.24246308,0.34830603,0.31946152,0.47801712,0.32838717,0.49818704,0.43177336,0.44937292,0.43986148,0.14822271
24,audio_24.wav,0.5813199877738953,0.3321695923805237,0.5856935977935791,0.32532748579978943,0.004373610019683838,-0.006842106580734253,0.86262155,0.8030111,0.09367716,0.1828888,0.052651346,0.8536885,0.87378085,0.28268582,0.76365924,0.32355803,0.07505435,0.6912119,0.25456613,0.41797835,0.3396941,0.46576023,0.39403063,0.4985698,0.4476415,0.4663672,0.46119887,0.15209861
25,audio_25.wav,0.5813199877738953,0.3321695923805237,0.5914231538772583,0.3109775185585022,0.010103166103363037,-0.021192073822021484,0.032532573,0.95170397,0.07609874,0.5929489,0.16136765,0.56593466,0.8635301,0.332532,0.3621632,0.19922173,0.7801494,0.7222759,0.23766372,0.32731396,0.31314683,0.5098151,0.3196878,0.49912047,0.448298,0.4375028,0.45341876,0.14102527
26,audio_26.wav,0.5813199877738953,0.3321695923805237,0.5286723375320435,0.44008633494377136,-0.05264765024185181,0.10791674256324768,0.77631366,0.01760286,0.1974451,0.39843225,0.006531,0.63463795,0.19013792,0.47964412,0.32407874,0.83815587,0.446729,0.46265802,0.26510754,0.63069355,0.42982757,0.46687374,0.5400168,0.35758626,0.5404045,0.40992922,0.41491845,0.2003868
27,audio_27.wav,0.5813199877738953,0.3321695923805237,0.5953014492988586,0.3052220344543457,0.013981461524963379,-0.02694755792617798,0.37049317,0.47781754,0.27964544,0.12346029,0.27958578,0.038428605,0.9217841,0.96714914,0.11733252,0.42827153,0.93794936,0.7427955,0.22925271,0.2405704,0.29242972,0.5646195,0.25262472,0.49709517,0.46273795,0.4027713,0.44488966,0.14428672
28,audio_28.wav,0.5813199877738953,0.3321695923805237,0.6126317977905273,0.3063344955444336,0.03131181001663208,-0.025835096836090088,0.52707297,0.47372878,0.27892846,0.95171016,0.68322146,0.020802557,0.07487339,0.42842412,0.11883712,0.89903516,0.83124626,0.6829436,0.22369209,0.28073522,0.28136244,0.6419714,0.30527213,0.4627554,0.5688835,0.3939492,0.4915862,0.11597596
29,audio_29.wav,0.5813199877738953,0.3321695923805237,0.5552747845649719,0.43960878252983093,-0.02604520320892334,0.10743919014930725,0.5543464,0.6244935,0.24565661,0.49526042,0.9498159,0.740341,0.26274884,0.7338153,0.432514,0.50902265,0.08780807,0.45801896,0.25360906,0.5929978,0.41048887,0.5296752,0.5375413,0.37896538,0.5888282,0.39951816,0.45856526,0.17690685
30,audio_30.wav,0.5813199877738953,0.3321695923805237,0.5058826804161072,0.42832091450691223,-0.07543730735778809,0.09615132212638855,0.56498414,0.39719546,0.7722594,0.65420896,0.16956425,0.27553666,0.05651903,0.40513045,0.80155265,0.77762496,0.30924088,0.505371,0.30141804,0.67845374,0.46097818,0.35654598,0.49935478,0.29208747,0.40759617,0.4679621,0.3332122,0.23857027
31,audio_31.wav,0.5813199877738953,0.3321695923805237,0.5927600264549255,0.3065071105957031,0.011440038681030273,-0.025662481784820557,0.9003853,0.59063715,0.6029219,0.83155847,0.22375184,0.16243023,0.78108287,0.8881563,0.058909893,0.937673,0.74348956,0.7380857,0.22810043,0.25561434,0.29575187,0.55689096,0.26507968,0.49761555,0.46233204,0.40860635,0.44903862,0.14089468
32,audio_32.wav,0.5813199877738953,0.3321695923805237,0.5832631587982178,0.3270503878593445,0.0019431710243225098,-0.005119204521179199,0.98604554,0.027152061,0.35216022,0.46219766,0.19501877,0.32308388,0.34533834,0.20483589,0.7650418,0.9662585,0.17879856,0.69720775,0.26199758,0.42634183,0.34517327,0.4454697,0.39280298,0.4984239,0.4321365,0.47392243,0.44981706,0.16007248
33,audio_33.wav,0.5813199877738953,0.3321695923805237,0.5171965956687927,0.42912617325782776,-0.06412339210510254,0.09695658087730408,0.4561447,0.07116717,0.5158819,0.55105025,0.12060338,0.89535856,0.7003096,0.5087286,0.6873695,0.2343654,0.98523414,0.50108063,0.2843283,0.6401361,0.44798854,0.4081764,0.51638573,0.3545146,0.4786497,0.4432373,0.3861955,0.22043523
34,audio_34.wav,0.5813199877738953,0.3321695923805237,0.5291039347648621,0.4370626211166382,-0.0522160530090332,0.1048930287361145,0.7297951,0.98535115,0.20440644,0.8180215,0.8338415,0.5202432,0.124676526,0.46934426,0.9072634,0.18515998,0.9604585,0.45915955,0.27002564,0.6418546,0.4376561,0.44767654,0.5356413,0.34197348,0.52137816,0.41458872,0.4004976,0.20878877
35,audio_35.wav,0.5813199877738953,0.3321695923805237,0.5542484521865845,0.4054887592792511,-0.02707153558731079,0.07331916689872742,0.78679067,0.29527938,0.08019072,0.9466297,0.7225882,0.86268246,0.67662156,0.8103343,0.9161319,0.7864219,0.37788987,0.5659632,0.26752278,0.56459326,0.39893132,0.47082362,0.50872874,0.4331958,0.5244096,0.44848257,0.4549945,0.17855804
36,audio_36.wav,0.5813199877738953,0.3321695923805237,0.5778086185455322,0.34331828355789185,-0.003511369228363037,0.011148691177368164,0.9593926,0.21040761,0.71800137,0.82262284,0.35665232,0.3771941,0.48994988,0.4484601,0.9817418,0.6195969,0.0675711,0.6561547,0.26947823,0.5032301,0.3759252,0.4262388,0.45668393,0.4883972,0.45153993,0.4857934,0.4578187,0.17503084
37,audio_37.wav,0.5813199877738953,0.3321695923805237,0.48563945293426514,0.41931968927383423,-0.09568053483963013,0.08715009689331055,0.64287984,0.18198186,0.1646468,0.7567113,0.1092664,0.67936313,0.115694106,0.43986583,0.105849326,0.38816082,0.33385593,0.57464415,0.32895696,0.7112081,0.4563259,0.28728223,0.4669623,0.23718467,0.31151846,0.5249537,0.2736613,0.24454093
38,audio_38.wav,0.5813199877738953,0.3321695923805237,0.5021435022354126,0.4179169237613678,-0.07917648553848267,0.08574733138084412,0.76479,0.7965028,0.37337124,0.4704432,0.3618353,0.76609755,0.43210924,0.37729454,0.93166286,0.76021385,0.61380243,0.58411855,0.32126662,0.68382543,0.4534532,0.30486926,0.47615406,0.28563583,0.33878887,0.51912236,0.3014882,0.2435281
39,audio_39.wav,0.5813199877738953,0.3321695923805237,0.5889381766319275,0.31408658623695374,0.0076181888580322266,-0.018083006143569946,0.6202259,0.37492955,0.04939419,0.5916403,0.50368553,0.4001478,0.39575738,0.29142916,0.88911897,0.45496207,0.6956293,0.7110849,0.24336131,0.35581627,0.3211754,0.49972215,0.3440898,0.49818847,0.45125926,0.44508028,0.4573183,0.14298274
40,audio_40.wav,0.5813199877738953,0.3321695923805237,0.5521965026855469,0.3830935060977936,-0.02912348508834839,0.0509239137172699,0.7618608,0.28527212,0.7746519,0.33781797,0.32304847,0.5347482,0.5000416,0.08504677,0.061018407,0.9255105,0.50825,0.6472149,0.31598043,0.58655554,0.42222148,0.35069928,0.4848692,0.45143682,0.41105127,0.5092225,0.38102505,0.23698312
41,audio_41.wav,0.5813199877738953,0.3321695923805237,0.5021148920059204,0.41547438502311707,-0.07920509576797485,0.08330479264259338,0.68122506,0.6272912,0.33908647,0.23304218,0.7017428,0.91024387,0.5005031,0.5059844,0.22311306,0.017618299,0.7019411,0.5951984,0.33745432,0.71186626,0.45248833,0.27726883,0.46095848,0.23796454,0.29912695,0.5356083,0.2656485,0.24550249
42,audio_42.wav,0.5813199877738953,0.3321695923805237,0.5906710028648376,0.3174288868904114,0.009351015090942383,-0.014740705490112305,0.12498331,0.6251818,0.594859,0.9492403,0.23683923,0.67728436,0.8953728,0.41224152,0.37488747,0.47474235,0.031412542,0.68741286,0.24459992,0.37888268,0.32628694,0.51453567,0.37398466,0.49697894,0.4741164,0.44481295,0.47528613,0.13938868
43,audio_43.wav,0.5813199877738953,0.3321695923805237,0.5914570689201355,0.30819016695022583,0.010137081146240234,-0.02397942543029785,0.014827371,0.7504116,0.8502445,0.6141432,0.4991967,0.22600758,0.98102516,0.36449182,0.4254586,0.31471378,0.62755454,0.73155475,0.23783746,0.32302913,0.31254113,0.4966136,0.3110129,0.49874657,0.43794575,0.43922076,0.44177732,0.14481956
44,audio_44.wav,0.5813199877738953,0.3321695923805237,0.5973406434059143,0.3059065043926239,0.016020655632019043,-0.02626308798789978,0.7314434,0.45465004,0.73250115,0.355631,0.82491344,0.2679013,0.5047419,0.58926183,0.9803621,0.03703183,0.7868226,0.7234176,0.22547422,0.2621583,0.29473844,0.57727295,0.27769753,0.4916678,0.4876004,0.40681547,0.46755365,0.13293725
45,audio_45.wav,0.5813199877738953,0.3321695923805237,0.5915383100509644,0.3133624196052551,0.010218322277069092,-0.018807172775268555,0.5959895,0.44288105,0.3924204,0.2422542,0.114152074,0.19526279,0.21266007,0.577831,0.49583447,0.82731575,0.5930366,0.6986716,0.23903006,0.34048703,0.31330273,0.5405249,0.34490097,0.49497104,0.48261893,0.43025103,0.47448042,0.13397716
46,audio_46.wav,0.5813199877738953,0.3321695923805237,0.5521425008773804,0.3830316662788391,-0.029177486896514893,0.05086207389831543,0.9825965,0.53452796,0.95144314,0.14415705,0.58444715,0.63124895,0.58572537,0.042524993,0.44649428,0.28931868,0.75747,0.64932275,0.31418806,0.5849286,0.4204108,0.3509419,0.4860991,0.45280913,0.4117512,0.5094835,0.38177446,0.23513626
47,audio_47.wav,0.5813199877738953,0.3321695923805237,0.5954505801200867,0.3059423863887787,0.014130592346191406,-0.026227205991744995,0.7743738,0.07255602,0.6055152,0.8086033,0.03654641,0.13806969,0.6587262,0.7981979,0.6789941,0.25076926,0.2719447,0.73046327,0.22941948,0.26921293,0.29727802,0.5590766,0.2793225,0.4959057,0.46936065,0.41146234,0.45748192,0.13696517
48,audio_48.wav,0.5813199877738953,0.3321695923805237,0.5248182415962219,0.45857566595077515,-0.05650174617767334,0.12640607357025146,0.28108317,0.7782398,0.7666654,0.36438292,0.4971665,0.14107269,0.067126155,0.00794667,0.77022004,0.0035884976,0.27696133,0.3909082,0.2585525,0.65743697,0.43639645,0.48180723,0.5497228,0.30448252,0.5574996,0.38187227,0.4000297,0.20458956
49,audio_49.wav,0.5813199877738953,0.3321695923805237,0.5920335650444031,0.3063127100467682,0.010713577270507812,-0.025856882333755493,0.08385354,0.38870406,0.37385058,0.5860956,0.030700803,0.023356378,0.22244471,0.34562224,0.8764096,0.098441005,0.7078665,0.7392317,0.2308607,0.27638927,0.29949635,0.5345271,0.27881017,0.4979588,0.45195478,0.41846362,0.44314307,0.14181057
50,audio_50.wav,0.5813199877738953,0.3321695923805237,0.5921555161476135,0.3070679306983948,0.010835528373718262,-0.025101661682128906,0.39015967,0.07682973,0.34311688,0.8847196,0.6015137,0.09355497,0.79496676,0.59325397,0.29813486,0.2956465,0.85337174,0.73997945,0.22949842,0.26702312,0.29821813,0.5409677,0.2718068,0.49801922,0.45408955,0.41513327,0.44481644,0.14177395
51,audio_51.wav,0.5813199877738953,0.3321695923805237,0.5989865064620972,0.3048197329044342,0.017666518688201904,-0.027349859476089478,0.96927726,0.5699608,0.49076396,0.5068355,0.6454279,0.19454944,0.6294808,0.56122565,0.9030747,0.42006147,0.326805,0.73053193,0.22536315,0.23336382,0.2877719,0.59697765,0.25365782,0.4889639,0.4933216,0.39519677,0.4638865,0.13628219
52,audio_52.wav,0.5813199877738953,0.3321695923805237,0.5955978631973267,0.3054118752479553,0.014277875423431396,-0.02675771713256836,0.8862658,0.006482661,0.55667406,0.4624462,0.94112074,0.30650324,0.1452356,0.9019036,0.47838098,0.62153745,0.7625548,0.73340774,0.22477783,0.23454177,0.29025596,0.58681643,0.2524781,0.49163133,0.48432523,0.39805987,0.460563,0.1382283
53,audio_53.wav,0.5813199877738953,0.3321695923805237,0.5955383777618408,0.3064795434474945,0.014218389987945557,-0.025690048933029175,0.9928874,0.53505003,0.08689088,0.0961526,0.3582819,0.6755558,0.96137846,0.3772986,0.24509323,0.81801605,0.3393796,0.7332098,0.22808436,0.25987786,0.29561874,0.56300783,0.27114546,0.49629444,0.4695516,0.40830097,0.4548741,0.13803048
54,audio_54.wav,0.5813199877738953,0.3321695923805237,0.6245103478431702,0.3058171570301056,0.0431903600692749,-0.02635243535041809,0.5831836,0.46715695,0.7514816,0.7190052,0.93383193,0.072413385,0.19075745,0.6795208,0.20604205,0.6181499,0.85487145,0.67989624,0.222169,0.26611894,0.2742865,0.6627231,0.29289836,0.45466724,0.5880132,0.3863864,0.49135435,0.11533911
55,audio_55.wav,0.5813199877738953,0.3321695923805237,0.5920946598052979,0.3063112795352936,0.010774672031402588,-0.025858312845230103,0.63667315,0.19468808,0.08537346,0.07111347,0.47213483,0.27521527,0.72535414,0.2262637,0.6961498,0.2919346,0.7693923,0.7366251,0.22982359,0.27333802,0.2993198,0.540759,0.27765542,0.4982245,0.45536378,0.41706663,0.4482084,0.14028654
56,audio_56.wav,0.5813199877738953,0.3321695923805237,0.5839228630065918,0.32505905628204346,0.002602875232696533,-0.007110536098480225,0.8965121,0.86184216,0.86680794,0.39821422,0.09724587,0.4837641,0.710696,0.08734107,0.08532637,0.97392,0.44636846,0.6930233,0.2662506,0.4417046,0.34906644,0.43692395,0.40430626,0.49751097,0.43078476,0.4789116,0.44870088,0.16387011
57,audio_57.wav,0.5813199877738953,0.3321695923805237,0.5915010571479797,0.3079482913017273,0.010181069374084473,-0.024221301078796387,0.262832,0.84602547,0.2168473,0.9192758,0.64305705,0.102291346,0.22439814,0.4840312,0.51330787,0.6196285,0.70234174,0.72478396,0.23361377,0.30547166,0.30606696,0.5306441,0.30623034,0.49777678,0.45860285,0.42611438,0.4554708,0.1381174
58,audio_58.wav,0.5813199877738953,0.3321695923805237,0.5953871607780457,0.3058658242225647,0.01406717300415039,-0.026303768157958984,0.9671366,0.52958214,0.09111261,0.802409,0.39278132,0.19903463,0.7803004,0.48317456,0.9723174,0.7332026,0.1547386,0.73138946,0.22809838,0.26570678,0.296936,0.5591821,0.27598315,0.496584,0.46806768,0.4114961,0.45831254,0.13714342
59,audio_59.wav,0.5813199877738953,0.3321695923805237,0.5307665467262268,0.4629121720790863,-0.05055344104766846,0.13074257969856262,0.42141664,0.67883015,0.79566973,0.9942648,0.77933824,0.8096873,0.7345669,0.9993084,0.15517288,0.10395211,0.45467627,0.38738227,0.2551087,0.6505142,0.4339572,0.49548578,0.5483032,0.30951974,0.5703572,0.37639958,0.40826464,0.19859456
60,audio_60.wav,0.5813199877738953,0.3321695923805237,0.6410519480705261,0.30777639150619507,0.05973196029663086,-0.024393200874328613,0.7787449,0.3118397,0.8004722,0.42710423,0.10509229,0.16130179,0.16460574,0.8418645,0.39426166,0.7649367,0.42812455,0.61834675,0.23212722,0.33148065,0.27914727,0.69237524,0.36251506,0.4325857,0.6518821,0.3874128,0.5125852,0.10765959
61,audio_61.wav,0.5813199877738953,0.3321695923805237,0.4850393831729889,0.41622376441955566,-0.09628060460090637,0.08405417203903198,0.5838584,0.27956045,0.46044976,0.21209174,0.11701864,0.95055246,0.009257555,0.100847304,0.60094255,0.3630393,0.0029637218,0.59574825,0.3511937,0.73846865,0.45008737,0.2570126,0.44866267,0.19654424,0.2705191,0.5439305,0.23647232,0.24879362
62,audio_62.wav,0.5813199877738953,0.3321695923805237,0.5888506770133972,0.3147601783275604,0.007530689239501953,-0.017409414052963257,0.99669164,0.42436212,0.2514071,0.86815935,0.028015614,0.42997187,0.41779232,0.05180317,0.5082951,0.27230787,0.04910314,0.7137899,0.24777058,0.37143648,0.32687053,0.47705254,0.35059765,0.49898022,0.43758744,0.45486602,0.4487773,0.1488651
63,audio_63.wav,0.5813199877738953,0.3321695923805237,0.5692921280860901,0.3736550509929657,-0.012027859687805176,0.04148545861244202,0.33386928,0.7291989,0.75911754,0.75533944,0.26675695,0.6902454,0.7510596,0.3951561,0.13995671,0.73498344,0.66590863,0.60540503,0.26752815,0.5297133,0.38548565,0.47205594,0.4934481,0.46580046,0.5077345,0.4671534,0.47259402,0.16933201
64,audio_64.wav,0.5813199877738953,0.3321695923805237,0.5380719900131226,0.4006967842578888,-0.043247997760772705,0.06852719187736511,0.8107686,0.894855,0.7443232,0.5051007,0.96292055,0.70114535,0.60924065,0.45506996,0.11851287,0.6536277,0.2956869,0.6025762,0.30232304,0.5980096,0.42810678,0.39027774,0.5017514,0.43139344,0.45312676,0.4866725,0.40405008,0.22158366
65,audio_65.wav,0.5813199877738953,0.3321695923805237,0.5773204565048218,0.3442288935184479,-0.003999531269073486,0.012059301137924194,0.2567792,0.47739434,0.85948163,0.17494887,0.09096843,0.09995204,0.3984596,0.37048882,0.20124859,0.58676636,0.99265486,0.66360676,0.26607242,0.47907013,0.36274981,0.441921,0.44402954,0.49323377,0.4545756,0.48036432,0.46572196,0.16398378
66,audio_66.wav,0.5813199877738953,0.3321695923805237,0.5952543616294861,0.3051140010356903,0.01393437385559082,-0.027055591344833374,0.46815962,0.9060995,0.17174411,0.12998617,0.018092692,0.0017499924,0.94362277,0.053340197,0.72134006,0.20131683,0.22035575,0.7379984,0.22873412,0.25124243,0.29459086,0.56130654,0.26225778,0.4972611,0.46394664,0.4067989,0.45109013,0.14093229
