,0,1
l_delay_ms,0.18074746487826054,0.3439470403791205
r_delay,0.029083162047079725,0.057169877147778436
feedback,0.001738350434070668,0.029627712374234783
fb_tone_lo_hi,0.007113414000295748,0.0017035813095889196
fb_mix,0.49134390560672614,0.23102999126522938
