,0,1
thresh_db,0.011779119404611293,0.01665888688254924
ratio,0.006255021714503428,0.018605590889156254
output_db,0.1197223112996193,0.03485503390837952
attack_s,0.0,0.004601754861750962
release_ms,0.02826172835211871,0.07688296811629947
limiter_db,0.032408707701670814,0.0
gate_thr_db,0.09860934743819172,0.11679024604825816
gate_att_s,0.009065978131017616,0.00035380738056112193
gate_rel_ms,0.004111508551801535,0.0446012448366524
mix,0.09575812336685452,0.0659202890316255
