,0,1
l_delay_ms,0.5793481982166213,0.789228437018382
r_delay,0.2223160208942785,0.20693585232416467
feedback,0.030766093440467657,0.01997188731559607
fb_tone_lo_hi,0.047116364797764376,0.031201885755743675
fb_mix,0.3183751202870626,0.20447973463640512
