,PESQ,MRSTFT
0,1.6830642223358154,0.3413508
1,1.4372265338897705,0.9702843
2,4.420740604400635,0.35015306
3,1.9336539506912231,0.3234783
4,2.1200382709503174,0.36247718
5,1.9312384128570557,0.5549247
6,1.259307622909546,0.872776
7,1.5800526142120361,0.5918097
8,2.0269362926483154,0.5742504
9,3.6281330585479736,0.46425375
10,4.643888473510742,0.0
11,2.2731754779815674,0.26163626
12,1.8016703128814697,0.2851447
13,1.911177158355713,0.4368926
14,4.445288181304932,0.17686422
15,1.3145875930786133,1.0683635
16,1.3181742429733276,0.7916067
17,4.643888473510742,0.0
18,1.3779778480529785,0.83712655
19,4.643888473510742,0.0
20,3.7942898273468018,0.12588687
21,3.380800724029541,0.77640945
22,3.550156593322754,0.49487427
23,3.581453800201416,0.35123882
24,2.529214382171631,0.24403839
25,2.2917609214782715,0.42295042
26,1.5587764978408813,0.3960545
27,4.643888473510742,0.0
28,4.32416296005249,0.06869785
29,1.814544439315796,0.4648831
30,4.4330878257751465,0.066962026
31,2.728797435760498,0.32557943
32,4.149357318878174,0.10364971
33,1.2277557849884033,0.8342621
34,4.5465192794799805,0.034872755
35,3.191092014312744,0.095612496
36,3.540705680847168,0.37909928
37,3.415194272994995,0.08401424
38,4.360771656036377,0.015757093
39,2.5204546451568604,0.09337299
40,1.443420171737671,0.40540668
41,4.488969802856445,0.024606362
42,1.9993369579315186,0.27385128
43,2.2344167232513428,0.8844642
44,4.132820129394531,0.060610037
45,3.0334010124206543,0.28712574
46,3.989122152328491,0.14637575
47,1.5882718563079834,0.5580137
48,1.2104167938232422,1.52611
49,2.1280064582824707,0.63667476
50,4.62706184387207,0.26202962
51,3.039001226425171,0.7527509
52,2.1483802795410156,0.4613049
53,4.488158702850342,0.05528788
54,1.508547067642212,0.689768
55,1.7311513423919678,0.6353273
56,4.643888473510742,0.0
57,1.2222158908843994,1.0106686
58,3.1088955402374268,0.24730873
59,1.1893216371536255,1.2532169
60,1.4257087707519531,0.769435
61,3.407294988632202,0.17445455
62,1.3816728591918945,1.1442994
63,1.816381573677063,0.75435954
64,2.6363422870635986,0.21046758
65,3.549199342727661,0.13039948
66,1.9291679859161377,0.46173152
67,2.0540101528167725,0.2828658
68,2.130765438079834,0.4082673
69,4.102264881134033,0.052942485
70,1.8070013523101807,0.8581895
71,2.058471202850342,0.17211272
72,1.2211344242095947,0.89899445
73,4.579838275909424,0.035158888
74,3.0035486221313477,0.22864665
75,1.6140187978744507,1.1704005
76,2.566591262817383,0.26282072
77,2.191333770751953,0.3970274
78,2.0223474502563477,0.38834226
79,4.515070915222168,0.093932755
80,2.6759250164031982,0.37944177
81,2.2873268127441406,0.4719179
82,4.64360237121582,0.0040393076
83,4.580920696258545,0.09234638
84,1.8220351934432983,0.536231
85,1.7312711477279663,0.5314231
86,4.136331558227539,0.042335544
87,3.4268972873687744,0.46825472
88,1.7223700284957886,0.4264787
89,4.425440311431885,0.06645283
90,2.616241931915283,0.85632724
91,3.4382758140563965,0.086048774
92,1.4525753259658813,1.5386252
93,2.0956645011901855,0.16188602
94,4.220313549041748,0.1565168
95,1.4800283908843994,0.6980109
96,3.779090404510498,0.18937184
97,1.1841620206832886,0.8822868
98,1.1772431135177612,1.0410649
99,4.643888473510742,0.0
100,1.2979873418807983,0.8753564
101,4.088164329528809,0.16609687
102,2.3582849502563477,0.25070664
103,3.146594524383545,0.21398324
104,4.643888473510742,0.0
105,1.7343332767486572,0.7473139
106,4.643888473510742,0.0
107,1.3555668592453003,0.6436775
108,1.982414722442627,0.824538
109,2.8270013332366943,0.1414981
110,3.2908213138580322,0.147593
111,3.186878204345703,0.19212325
112,1.4015233516693115,0.54152554
113,2.1511707305908203,0.458925
114,4.643888473510742,0.0
115,2.9181814193725586,0.20765351
116,1.2335439920425415,0.86791116
117,2.5205607414245605,0.25014016
118,3.7143983840942383,0.16410355
119,2.1950483322143555,0.28037655
120,4.643888473510742,0.0
121,3.2463669776916504,0.23951836
122,1.343729853630066,0.85064864
123,4.641430854797363,0.08228072
124,3.1021065711975098,0.3160164
125,2.501742362976074,0.22633485
126,1.420896291732788,0.58566576
127,4.446477890014648,0.1238336
128,1.339686393737793,0.57105833
129,4.5568366050720215,0.24398947
130,1.2873784303665161,0.69151497
131,4.360265731811523,0.031489525
132,3.070601463317871,0.16293404
133,1.6359823942184448,0.46041915
134,3.2736446857452393,0.3715279
135,2.0920307636260986,0.21541595
136,4.643888473510742,0.0
137,2.1680145263671875,0.20357831
138,4.131533145904541,0.12392371
139,4.643888473510742,0.0
140,3.0022623538970947,0.22598805
141,3.7991385459899902,0.16887708
142,2.472458839416504,0.44433138
143,1.4391069412231445,0.6428245
144,1.2430241107940674,0.7253383
145,1.2711189985275269,0.62020606
146,1.4959945678710938,0.35683122
147,1.790776252746582,0.41876352
148,1.1075869798660278,1.2290658
