,PESQ,MRSTFT
0,3.485316276550293,0.3758025
1,,0.58519083
2,4.573054313659668,0.6314216
3,1.736225962638855,0.56854284
4,4.345864295959473,0.17801444
5,3.1940114498138428,1.0022801
6,1.0877578258514404,1.3167967
7,2.4674272537231445,0.37672594
8,2.9331092834472656,0.32120237
9,,0.17429693
10,2.30177903175354,0.50508434
11,1.8941513299942017,0.7266095
12,4.418950080871582,0.09982153
13,2.465724229812622,0.89078265
14,4.595049858093262,0.16696222
15,4.059119701385498,0.26829734
16,1.530869960784912,0.9463175
17,4.643888473510742,0.0
18,1.4196330308914185,0.9121328
19,4.643888473510742,0.0
20,1.3396754264831543,1.0004264
21,1.1376863718032837,0.91251445
22,3.3604140281677246,0.37860975
23,1.4577361345291138,0.66504115
24,1.6474835872650146,0.73428106
25,1.6534733772277832,1.0527037
26,,0.27139443
27,4.643888473510742,0.0
28,1.127553105354309,1.2723442
29,1.5106265544891357,0.9985854
30,1.0453591346740723,1.5637544
31,3.0803050994873047,0.39495102
32,1.0503052473068237,1.1600906
33,1.6243678331375122,1.3948628
34,1.0382133722305298,1.5780121
35,3.5421183109283447,0.37501323
36,4.552262306213379,0.61645156
37,,0.091401495
38,,0.085189424
39,4.630193710327148,0.037478726
40,4.501071453094482,0.11818918
41,1.1879746913909912,1.2489992
42,4.200432777404785,0.17993052
43,1.696284532546997,0.6328557
44,1.234919786453247,1.3433007
45,1.3627585172653198,0.9083188
46,1.3924682140350342,1.0440834
47,,1.1471311
48,4.170071125030518,0.20280732
49,2.7265784740448,1.0093075
50,3.393488645553589,0.14044233
51,2.601344108581543,0.55948895
52,1.7479455471038818,0.97947615
53,4.193231105804443,0.24119782
54,2.460930109024048,1.0764583
55,2.8379549980163574,1.0311586
56,4.643888473510742,0.0
57,1.9724290370941162,0.6470125
58,1.1910151243209839,1.470208
59,1.0434558391571045,1.6699847
60,1.1019518375396729,1.0467778
61,1.1852892637252808,1.0718285
62,,1.1710249
63,1.7020561695098877,1.1829096
64,1.3035101890563965,0.7268474
65,1.203545093536377,1.2915871
66,1.107898235321045,0.8990819
67,2.4695255756378174,0.24301784
68,1.9204659461975098,1.1195985
