,PESQ,MRSTFT
0,2.372633457183838,1.632162
1,2.992574453353882,1.0380434
2,2.8173422813415527,1.082097
3,2.0174005031585693,1.5160238
4,2.218639612197876,1.3972188
5,4.643888473510742,0.0
6,4.1599860191345215,1.5082573
7,2.5617835521698,1.7158942
8,2.4611518383026123,1.3885983
9,3.9319698810577393,0.82201487
10,2.1306803226470947,1.4991059
11,2.0415632724761963,1.3700558
12,4.042678356170654,1.0960628
13,2.4127297401428223,1.3647732
14,3.140833616256714,1.0440637
15,2.6332762241363525,1.2744523
16,2.0433974266052246,1.4897709
17,1.7246911525726318,1.342029
18,2.8368122577667236,1.2286199
19,3.6251425743103027,1.1081871
20,2.398341417312622,1.3336164
21,2.075446844100952,1.4641553
22,4.643888473510742,0.0
23,1.9962027072906494,1.4009405
24,2.6430611610412598,1.5753807
25,3.106778621673584,1.1425928
26,2.1228370666503906,1.360684
27,2.4156243801116943,1.8104277
28,3.7317843437194824,1.0058448
29,2.1505696773529053,1.2237962
30,4.643888473510742,0.0
31,2.118757963180542,1.5211378
32,2.7741880416870117,1.2647685
33,3.596450090408325,1.3710474
34,2.641500949859619,1.6791357
35,2.81642484664917,1.3986088
36,3.7138330936431885,1.4369394
37,4.5917229652404785,0.2667457
38,4.643888473510742,0.0
39,2.5752480030059814,1.4683605
40,2.8608508110046387,1.2172908
41,2.1091532707214355,1.3156922
42,2.138178825378418,1.162796
43,2.3003382682800293,1.3417128
44,4.3465256690979,1.0027665
45,1.8348114490509033,1.2964025
46,4.18950080871582,1.6494297
47,4.040545463562012,0.82662123
48,1.8383538722991943,1.5206718
49,3.17394757270813,1.3659416
50,2.232546329498291,1.2979448
51,2.1495184898376465,1.2022858
52,4.221632957458496,1.8329515
53,3.4081807136535645,1.141467
54,3.2800192832946777,1.365822
55,4.643888473510742,0.0
56,4.643888473510742,0.0
57,2.1053314208984375,1.4428114
58,1.8856353759765625,3.0233228
59,2.046924352645874,1.5082744
60,2.281137466430664,1.3218182
61,4.278050422668457,1.5752009
62,3.031705379486084,1.2432138
63,2.0817513465881348,1.3667946
64,2.1847589015960693,1.6542944
65,3.5727522373199463,1.6314629
66,4.643888473510742,0.0
67,3.200223922729492,0.97981334
68,3.99462628364563,1.3320111
69,2.5689499378204346,1.2917036
70,2.1529359817504883,1.2530817
71,2.3707127571105957,1.3374766
72,2.520841360092163,1.2101188
73,3.6740353107452393,1.2618548
74,2.5068483352661133,1.3101192
75,2.766108512878418,1.4360403
76,1.8707362413406372,1.360332
77,2.443784236907959,1.9408504
78,2.232485294342041,1.3821493
79,2.135017156600952,1.3250625
80,3.245293140411377,1.0212914
81,4.643888473510742,0.0
82,4.643888473510742,0.0
83,2.294771671295166,1.9434191
84,4.643888473510742,0.0
85,3.5226006507873535,1.7446369
86,2.673703193664551,1.4613355
87,2.191852569580078,1.2552382
88,3.051826238632202,1.5519065
89,4.36532735824585,0.9780155
90,2.312566041946411,1.4203819
91,2.6083269119262695,1.173691
92,4.643888473510742,0.0
93,4.539949893951416,0.6438586
94,2.2475087642669678,1.5920779
95,2.3176357746124268,1.3265151
96,4.570333957672119,0.26195678
97,1.7843884229660034,1.7992576
98,2.1765296459198,1.9875665
99,3.659886121749878,1.1257557
100,2.7527315616607666,1.5490574
101,2.2697651386260986,1.8254467
102,2.798204183578491,1.1154987
103,2.93141770362854,1.234301
104,1.6219735145568848,1.2940096
105,2.068347930908203,1.8708516
106,3.8356716632843018,1.3068401
107,1.8993422985076904,1.3306861
108,2.4001619815826416,1.3562473
109,4.643888473510742,0.0
110,2.492842197418213,2.3663406
111,4.335414409637451,0.60860485
112,2.2343006134033203,1.4815898
113,4.643888473510742,0.0
114,4.643888473510742,0.0
115,1.8130223751068115,1.983324
116,2.9525773525238037,1.3647627
117,2.5085508823394775,1.448863
118,2.7958874702453613,1.1317018
119,1.9967985153198242,1.3853401
120,2.2066750526428223,1.5295305
121,2.0291128158569336,1.716279
122,3.66522479057312,1.1941725
123,4.363767147064209,1.3664137
124,2.6709001064300537,1.5032234
125,4.039846420288086,0.7664757
126,2.4055099487304688,1.1930056
127,4.643888473510742,0.0
128,4.376932621002197,1.4399672
129,2.636660575866699,1.5795113
130,2.4656906127929688,1.3905114
131,2.542865514755249,1.4397211
132,2.2237906455993652,2.179805
133,2.138368844985962,1.4045957
134,3.807979106903076,1.3771275
135,2.4668514728546143,1.3375407
136,2.9255361557006836,1.6881994
137,2.2786459922790527,1.4743258
138,3.4258005619049072,1.0266397
139,4.410600185394287,1.8585757
140,2.1680080890655518,1.6322864
141,2.317255735397339,1.3203216
142,1.8968369960784912,1.3216952
143,2.413809299468994,1.1955979
144,2.2409234046936035,1.3123158
145,2.6501991748809814,1.304192
146,2.3309683799743652,1.3776139
147,3.2546157836914062,1.5403353
148,3.03994083404541,1.6522661
149,4.643888473510742,0.0
150,2.717784881591797,1.1531471
151,2.7088301181793213,1.6314096
152,2.0589277744293213,1.3993708
153,2.931708574295044,1.145277
154,1.914567470550537,1.4192686
155,2.859036922454834,1.2948779
156,2.123385429382324,1.4341111
157,2.292818307876587,2.0831137
158,2.104393720626831,1.3604412
159,2.2661855220794678,1.2531039
160,2.141782522201538,1.2405906
161,3.446726083755493,1.142475
162,2.2497501373291016,2.1869237
163,2.309532642364502,1.3301119
164,2.8174850940704346,1.1744518
165,2.100935459136963,1.3009417
166,2.2533626556396484,1.3298237
167,2.069898843765259,1.2897011
168,1.9861533641815186,1.2601295
169,2.6303141117095947,1.4906269
170,4.643888473510742,0.0
171,2.5571212768554688,1.2956041
172,4.643888473510742,0.0
173,3.4611542224884033,1.2702905
174,2.3961520195007324,1.2679105
175,2.470637321472168,1.4229813
176,2.9414751529693604,1.300136
177,1.917398452758789,1.465023
178,4.45387077331543,1.4807001
179,3.6194353103637695,0.9509395
180,2.1107165813446045,1.249555
181,4.643888473510742,0.0
182,2.215585947036743,1.5285883
183,4.464217662811279,0.25636396
184,4.342825889587402,0.59545404
185,2.3038127422332764,1.2027382
186,2.388596534729004,1.7684761
187,2.127648115158081,1.7236481
188,1.7624447345733643,1.3000401
189,2.3092520236968994,1.6265017
190,2.2457361221313477,1.6164441
191,4.086223125457764,1.1399863
192,2.0640523433685303,1.2926251
193,2.5424282550811768,1.8328105
194,4.643888473510742,0.0
195,4.643888473510742,0.0
196,4.643888473510742,0.0
197,2.0870087146759033,1.3456612
198,3.5579235553741455,1.3519961
199,3.176147937774658,1.3913836
200,4.238171577453613,1.5602493
201,3.1204094886779785,2.0707123
202,2.1263530254364014,2.1564405
203,2.1329169273376465,1.5019131
204,4.643888473510742,0.0
205,2.1227400302886963,1.3149947
206,2.774024724960327,0.8813718
207,2.4061694145202637,1.5464438
208,2.7386088371276855,1.5662584
209,2.537653923034668,1.2267781
210,2.4277548789978027,1.3685589
211,2.003314256668091,1.427688
212,2.269855260848999,2.1145706
213,4.643888473510742,0.0
214,2.019016981124878,1.3251202
215,2.7184598445892334,1.6662451
216,3.5373082160949707,1.0562234
217,1.8512904644012451,1.5343603
218,2.5490260124206543,1.8392404
219,2.182810068130493,1.8687202
220,3.4002761840820312,1.2359096
221,1.846285343170166,1.4531903
222,3.168374538421631,1.5092279
223,4.643888473510742,0.0
224,4.218367099761963,0.8001919
225,1.9271622896194458,1.322436
226,2.9655213356018066,1.091019
227,3.572946071624756,1.0197564
